Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl,TargetWordSylLength,PositionSource,Position Target,Simple PositionSource,Simple PositionTarget,Previous source,Next source,Previous target,Next target,Process,TargetOrthography,Translation,Reference,Notes
Angolar,ˈsɐ̃tu,ˈsɐ̃tu,ˈsɐ̃.tu,ˈsɐ̃.tu,tu,tu,2,2,2,2,Final,Final,ˈsɐ̃,2,ˈsɐ̃,2,,santo,saint,Bandeira2017[366-412],
Angolar,ˈiku,ˈeɾvɐ,ˈi.ku,ˈeɾ.vɐ,,,2,2,,,#N/A,#N/A,0,,0,,,erva,grass,Bandeira2017[366-412],Not of Portuguese origin
Angolar,aluguˈdu,awɡoˈdɐ̃w̃,a.lu.gu.ˈdu,aw.ɡo.ˈdɐ̃w̃,a,aw,4,3,1,1,Initial,Initial,0,lu,0,ɡo,,algodão,cotton,Bandeira2017[366-412],
Angolar,aluguˈdu,awɡoˈdɐ̃w̃,a.lu.gu.ˈdu,aw.ɡo.ˈdɐ̃w̃,lu,ɡo,4,3,2,2,Medial,Medial,a,gu,aw,ˈdɐ̃w̃,,algodão,cotton,Bandeira2017[366-412],
Angolar,aluguˈdu,awɡoˈdɐ̃w̃,a.lu.gu.ˈdu,aw.ɡo.ˈdɐ̃w̃,gu,ˈdɐ̃w̃,4,3,3,3,Medial,Final,lu,ˈdu,ɡo,-,,algodão,cotton,Bandeira2017[366-412],
Angolar,aluguˈdu,awɡoˈdɐ̃w̃,a.lu.gu.ˈdu,aw.ɡo.ˈdɐ̃w̃,ˈdu,-,4,3,4,-,Final,-,gu,4,ˈdɐ̃w̃,-,,algodão,cotton,Bandeira2017[366-412],
Angolar,ˈfja,ˈfoʎɐ,ˈfja,ˈfo.ʎɐ,ˈfja,ˈfo,1,2,4,-,Medial,-,ˈfja,ˈfo,ˈfja,ˈfo,,folha,leaf,Bandeira2017[366-412],
Angolar,ˈfja,ˈfoʎɐ,ˈfja,ˈfo.ʎɐ,-,ˈʎɐ,1,2,4,-,Medial,-,-,ˈʎɐ,-,ˈʎɐ,,folha,leaf,Bandeira2017[366-412],
Angolar,ˈfɔli,ˈfloɾ,ˈfɔ.li,ˈfloɾ,ˈfɔ,ˈfloɾ,2,1,1,1,Initial,Final,0,li,0,-,,flor,flower,Bandeira2017[366-412],
Angolar,ˈfɔli,ˈfloɾ,ˈfɔ.li,ˈfloɾ,li,-,2,1,2,-,Final,-,ˈfɔ,2,ˈfloɾ,-,,flor,flower,Bandeira2017[366-412],
Angolar,ˈko:θu,kɐˈɾosu,ˈko:.θu,kɐ.ˈɾo.su,ˈko:,kɐ,2,3,1,1,Initial,Initial,0,.,0,ˈɾo,,caroço,lump,Bandeira2017[366-412],
Angolar,ˈko:θu,kɐˈɾosu,ˈko:.θu,kɐ.ˈɾo.su,.,ˈɾo,2,3,2,2,Final,Medial,ˈko:,θu,kɐ,su,,caroço,lump,Bandeira2017[366-412],
Angolar,ˈko:θu,kɐˈɾosu,ˈko:.θu,kɐ.ˈɾo.su,θu,su,2,3,2,3,Final,Final,.,2,ˈɾo,3,,caroço,lump,Bandeira2017[366-412],
Angolar,ˈpajɐ,ˈpaʎɐ,ˈpaj.ɐ,ˈpa.ʎɐ,ˈpaj,ˈpa,2,2,1,1,Initial,Initial,0,ɐ,0,ʎɐ,,palha,straw,Bandeira2017[366-412],
Angolar,ˈpajɐ,ˈpaʎɐ,ˈpaj.ɐ,ˈpa.ʎɐ,ɐ,ʎɐ,2,2,2,2,Final,Final,ˈpaj,2,ˈpa,2,,palha,straw,Bandeira2017[366-412],
Angolar,ˈpɛmɐ,paɫˈmɐjɾɐ,ˈpɛ.mɐ,paɫ.ˈmɐj.ɾɐ,ˈpɛ,paɫ,2,3,1,1,Initial,Initial,0,mɐ,0,ˈmɐj,,palmeira,palm,Bandeira2017[366-412],
Angolar,ˈpɛmɐ,paɫˈmɐjɾɐ,ˈpɛ.mɐ,paɫ.ˈmɐj.ɾɐ,mɐ,ˈmɐj,2,3,2,2,Final,Medial,ˈpɛ,-,paɫ,ɾɐ,,palmeira,palm,Bandeira2017[366-412],
Angolar,ˈpɛmɐ,paɫˈmɐjɾɐ,ˈpɛ.mɐ,paɫ.ˈmɐj.ɾɐ,-,ɾɐ,2,3,-,3,-,Final,mɐ,-,ˈmɐj,3,,palmeira,palm,Bandeira2017[366-412],
Angolar,paˈmitu,paɫˈmitu,pa.ˈmi.tu,paɫ.ˈmi.tu,pa,paɫ,3,3,1,1,Initial,Initial,0,ˈmi,0,ˈmi,,palmito,palm heart,Bandeira2017[366-412],
Angolar,paˈmitu,paɫˈmitu,pa.ˈmi.tu,paɫ.ˈmi.tu,ˈmi,ˈmi,3,3,2,2,Medial,Medial,pa,tu,paɫ,tu,,palmito,palm heart,Bandeira2017[366-412],
Angolar,paˈmitu,paɫˈmitu,pa.ˈmi.tu,paɫ.ˈmi.tu,tu,tu,3,3,3,3,Final,Final,ˈmi,3,ˈmi,3,,palmito,palm heart,Bandeira2017[366-412],
Angolar,iˈkwe,sɨˈmẽtɨ,i.ˈkwe,sɨ.ˈmẽ.tɨ,,,2,3,,,#N/A,#N/A,0,,0,,,semente,seed,Bandeira2017[366-412],Not of Portuguese origin
Angolar,θuˈpigɐ,ʃˈpigɐ,θu.ˈpi.gɐ,ʃ.ˈpi.gɐ,θu,ʃ,3,3,1,1,Initial,Initial,0,ˈpi,0,ˈpi,,espiga,ear,Bandeira2017[366-412],
Angolar,θuˈpigɐ,ʃˈpigɐ,θu.ˈpi.gɐ,ʃ.ˈpi.gɐ,ˈpi,ˈpi,3,3,2,2,Medial,Medial,θu,gɐ,ʃ,gɐ,,espiga,ear,Bandeira2017[366-412],
Angolar,θuˈpigɐ,ʃˈpigɐ,θu.ˈpi.gɐ,ʃ.ˈpi.gɐ,gɐ,gɐ,3,3,3,3,Final,Final,ˈpi,3,ˈpi,3,,espiga,ear,Bandeira2017[366-412],
Angolar,ˈsĩba,ẽˈbajʃu,ˈsĩ.ba,ẽ.ˈbaj.ʃu,ˈsĩ,ẽ,2,3,1,1,Initial,Initial,0,ba,0,ˈbaj,,embaixo,under,Bandeira2017[366-412],
Angolar,ˈsĩba,ẽˈbajʃu,ˈsĩ.ba,ẽ.ˈbaj.ʃu,ba,ˈbaj,2,3,2,2,Final,Medial,ˈsĩ,-,ẽ,ʃu,,embaixo,under,Bandeira2017[366-412],
Angolar,ˈsĩba,ẽˈbajʃu,ˈsĩ.ba,ẽ.ˈbaj.ʃu,-,ʃu,2,3,-,3,-,Final,ba,-,ˈbaj,3,,embaixo,under,Bandeira2017[366-412],
Angolar,ˈdetu,ˈdẽtɾu,ˈde.tu,ˈdẽ.tɾu,ˈde,ˈdẽ,2,2,1,1,Initial,Initial,0,tu,0,tɾu,,dentro,in,Bandeira2017[366-412],
Angolar,ˈdetu,ˈdẽtɾu,ˈde.tu,ˈdẽ.tɾu,tu,tɾu,2,2,2,2,Final,Final,ˈde,2,ˈdẽ,2,,dentro,in,Bandeira2017[366-412],
Angolar,ˈfɔ,ˈfɔɾɐ,ˈfɔ,ˈfɔ.ɾɐ,ˈfɔ,ˈfɔ,1,2,1,1,Final,Initial,0,-,0,ɾɐ,,fora,outside,Bandeira2017[366-412],
Angolar,ˈfɔ,ˈfɔɾɐ,ˈfɔ,ˈfɔ.ɾɐ,-,ɾɐ,1,2,-,2,-,Final,ˈfɔ,-,ˈfɔ,2,,fora,outside,Bandeira2017[366-412],
Angolar,ˈla,ˈla,ˈla,ˈla,ˈla,ˈla,1,1,1,1,Final,Final,0,1,0,1,,lá,there,Bandeira2017[366-412],
Angolar,ˈlõd̠ʒi,ˈɫõʒɨ,ˈlõ.d̠ʒi,ˈɫõ.ʒɨ,ˈlõ,ˈɫõ,2,2,1,1,Initial,Initial,0,d̠ʒi,0,ʒɨ,,longe,far,Bandeira2017[366-412],
Angolar,ˈlõd̠ʒi,ˈɫõʒɨ,ˈlõ.d̠ʒi,ˈɫõ.ʒɨ,d̠ʒi,ʒɨ,2,2,2,2,Final,Final,ˈlõ,2,ˈɫõ,2,,longe,far,Bandeira2017[366-412],
Angolar,ˈpɛtu,ˈpeɾtu,ˈpɛ.tu,ˈpeɾ.tu,ˈpɛ,ˈpeɾ,2,2,1,1,Initial,Initial,0,tu,0,tu,,perto,near,Bandeira2017[366-412],
Angolar,ˈpɛtu,ˈpeɾtu,ˈpɛ.tu,ˈpeɾ.tu,tu,tu,2,2,2,2,Final,Final,ˈpɛ,2,ˈpeɾ,2,,perto,near,Bandeira2017[366-412],
Angolar,siˈkɛdu,ʃˈkeɾdu,si.ˈkɛ.du,ʃ.ˈkeɾ.du,si,ʃ,3,3,1,1,Initial,Initial,0,ˈkɛ,0,ˈkeɾ,,esquerdo,left,Bandeira2017[366-412],
Angolar,siˈkɛdu,ʃˈkeɾdu,si.ˈkɛ.du,ʃ.ˈkeɾ.du,ˈkɛ,ˈkeɾ,3,3,2,2,Medial,Medial,si,du,ʃ,du,,esquerdo,left,Bandeira2017[366-412],
Angolar,siˈkɛdu,ʃˈkeɾdu,si.ˈkɛ.du,ʃ.ˈkeɾ.du,du,du,3,3,3,3,Final,Final,ˈkɛ,3,ˈkeɾ,3,,esquerdo,left,Bandeira2017[366-412],
Angolar,baˈdɛlɐ,bɐ̃wˈdɐjɾɐ,ba.ˈdɛ.lɐ,bɐ̃w.ˈdɐj.ɾɐ,ba,bɐ̃w,3,3,1,1,Initial,Initial,0,ˈdɛ,0,ˈdɐj,,bandeira,flag,Bandeira2017[366-412],
Angolar,baˈdɛlɐ,bɐ̃wˈdɐjɾɐ,ba.ˈdɛ.lɐ,bɐ̃w.ˈdɐj.ɾɐ,ˈdɛ,ˈdɐj,3,3,2,2,Medial,Medial,ba,lɐ,bɐ̃w,ɾɐ,,bandeira,flag,Bandeira2017[366-412],
Angolar,baˈdɛlɐ,bɐ̃wˈdɐjɾɐ,ba.ˈdɛ.lɐ,bɐ̃w.ˈdɐj.ɾɐ,lɐ,ɾɐ,3,3,3,3,Final,Final,ˈdɛ,3,ˈdɐj,3,,bandeira,flag,Bandeira2017[366-412],
Angolar,baˈθuɐ,vɐˈsoɾɐ,ba.ˈθu.ɐ,vɐ.ˈso.ɾɐ,ba,vɐ,3,3,1,1,Initial,Initial,0,ˈθu,0,ˈso,,vassoura,broom,Bandeira2017[366-412],
Angolar,baˈθuɐ,vɐˈsoɾɐ,ba.ˈθu.ɐ,vɐ.ˈso.ɾɐ,ˈθu,ˈso,3,3,2,2,Medial,Medial,ba,ɐ,vɐ,ɾɐ,,vassoura,broom,Bandeira2017[366-412],
Angolar,baˈθuɐ,vɐˈsoɾɐ,ba.ˈθu.ɐ,vɐ.ˈso.ɾɐ,ɐ,ɾɐ,3,3,3,3,Final,Final,ˈθu,3,ˈso,3,,vassoura,broom,Bandeira2017[366-412],
Angolar,bɔˈtɔ,buˈtɐ̃w,bɔ.ˈtɔ,bu.ˈtɐ̃w,bɔ,bu,2,2,1,1,Initial,Initial,0,ˈtɔ,0,ˈtɐ̃w,,botão,button,Bandeira2017[366-412],
Angolar,bɔˈtɔ,buˈtɐ̃w,bɔ.ˈtɔ,bu.ˈtɐ̃w,ˈtɔ,ˈtɐ̃w,2,2,2,2,Final,Final,bɔ,2,bu,2,,botão,button,Bandeira2017[366-412],
Angolar,afiˈnete,aɫfiˈnetɨ,a.fi.ˈne.te,aɫ.fi.ˈne.tɨ,a,aɫ,4,4,1,1,Initial,Initial,0,fi,0,fi,,alfinete,pin,Bandeira2017[366-412],
Angolar,afiˈnete,aɫfiˈnetɨ,a.fi.ˈne.te,aɫ.fi.ˈne.tɨ,fi,fi,4,4,2,2,Medial,Medial,a,ˈne,aɫ,ˈne,,alfinete,pin,Bandeira2017[366-412],
Angolar,afiˈnete,aɫfiˈnetɨ,a.fi.ˈne.te,aɫ.fi.ˈne.tɨ,ˈne,ˈne,4,4,3,3,Medial,Medial,fi,te,fi,tɨ,,alfinete,pin,Bandeira2017[366-412],
Angolar,afiˈnete,aɫfiˈnetɨ,a.fi.ˈne.te,aɫ.fi.ˈne.tɨ,te,tɨ,4,4,4,4,Final,Final,ˈne,4,ˈne,4,,alfinete,pin,Bandeira2017[366-412],
Angolar,ˈdɔmɐ,ʀɨˈdomɐ,ˈdɔ.mɐ,ʁɨ.ˈdo.mɐ,ˈdɔ,ʁɨ,2,3,1,1,Initial,Initial,0,mɐ,0,ˈdo,,redoma,bottle,Bandeira2017[366-412],
Angolar,ˈdɔmɐ,ʀɨˈdomɐ,ˈdɔ.mɐ,ʁɨ.ˈdo.mɐ,mɐ,ˈdo,2,3,2,2,Final,Medial,ˈdɔ,-,ʁɨ,mɐ,,redoma,bottle,Bandeira2017[366-412],
Angolar,ˈdɔmɐ,ʀɨˈdomɐ,ˈdɔ.mɐ,ʁɨ.ˈdo.mɐ,-,mɐ,2,3,-,3,-,Final,mɐ,-,ˈdo,3,,redoma,bottle,Bandeira2017[366-412],
Angolar,ˈgalufu,ˈgaɾfu,ˈga.lu.fu,ˈgaɾ.fu,ˈga,ˈgaɾ,3,2,1,1,Initial,Initial,0,lu,0,fu,,garfo,fork,Bandeira2017[366-412],
Angolar,ˈgalufu,ˈgaɾfu,ˈga.lu.fu,ˈgaɾ.fu,lu,fu,3,2,2,2,Medial,Final,ˈga,fu,ˈgaɾ,-,,garfo,fork,Bandeira2017[366-412],
Angolar,ˈgalufu,ˈgaɾfu,ˈga.lu.fu,ˈgaɾ.fu,fu,-,3,2,3,-,Final,-,lu,3,fu,-,,garfo,fork,Bandeira2017[366-412],
Angolar,ˈsitakɐ,ʃˈtakɐ,ˈsi.ta.kɐ,ʃ.ˈta.kɐ,ˈsi,ʃ,3,3,1,1,Initial,Initial,0,ta,0,ˈta,,estaca,stake,Bandeira2017[366-412],
Angolar,ˈsitakɐ,ʃˈtakɐ,ˈsi.ta.kɐ,ʃ.ˈta.kɐ,ta,ˈta,3,3,2,2,Medial,Medial,ˈsi,kɐ,ʃ,kɐ,,estaca,stake,Bandeira2017[366-412],
Angolar,ˈsitakɐ,ʃˈtakɐ,ˈsi.ta.kɐ,ʃ.ˈta.kɐ,kɐ,kɐ,3,3,3,3,Final,Final,ta,3,ˈta,3,,estaca,stake,Bandeira2017[366-412],
Angolar,ˈkɔpu,ˈkɔpu,ˈkɔ.pu,ˈkɔ.pu,ˈkɔ,ˈkɔ,2,2,1,1,Initial,Initial,0,pu,0,pu,,copo,glass,Bandeira2017[366-412],
Angolar,ˈkɔpu,ˈkɔpu,ˈkɔ.pu,ˈkɔ.pu,pu,pu,2,2,2,2,Final,Final,ˈkɔ,2,ˈkɔ,2,,copo,glass,Bandeira2017[366-412],
Angolar,ˈkɔdɔ,ˈkɔɾdɐ,ˈkɔ.dɔ,ˈkɔɾ.dɐ,ˈkɔ,ˈkɔɾ,2,2,1,1,Initial,Initial,0,dɔ,0,dɐ,,corda,rope,Bandeira2017[366-412],
Angolar,ˈkɔdɔ,ˈkɔɾdɐ,ˈkɔ.dɔ,ˈkɔɾ.dɐ,dɔ,dɐ,2,2,2,2,Final,Final,ˈkɔ,2,ˈkɔɾ,2,,corda,rope,Bandeira2017[366-412],
Angolar,kwaˈdo,kuɐˈdoɾ,kwa.ˈdo,ku.ɐ.ˈdoɾ,kwa,ku,2,3,1,1,Initial,Initial,0,ˈdo,0,ɐ,,coador,strainer,Bandeira2017[366-412],
Angolar,kwaˈdo,kuɐˈdoɾ,kwa.ˈdo,ku.ɐ.ˈdoɾ,ˈdo,ɐ,2,3,2,2,Final,Medial,kwa,-,ku,.ˈdoɾ,,coador,strainer,Bandeira2017[366-412],
Angolar,kwaˈdo,kuɐˈdoɾ,kwa.ˈdo,ku.ɐ.ˈdoɾ,-,.ˈdoɾ,2,3,-,3,-,Final,ˈdo,-,ɐ,3,,coador,strainer,Bandeira2017[366-412],
Angolar,lãˈpjõ,lɐ̃piˈɐ̃w̃,lã.ˈpjõ,lɐ̃.pi.ˈɐ̃w̃,lã,lɐ̃,2,3,1,1,Initial,Initial,0,ˈpjõ,0,pi,,lampião,lantern,Bandeira2017[366-412],
Angolar,lãˈpjõ,lɐ̃piˈɐ̃w̃,lã.ˈpjõ,lɐ̃.pi.ˈɐ̃w̃,ˈpjõ,pi,2,3,2,2,Final,Medial,lã,-,lɐ̃,ˈɐ̃w̃,,lampião,lantern,Bandeira2017[366-412],
Angolar,lãˈpjõ,lɐ̃piˈɐ̃w̃,lã.ˈpjõ,lɐ̃.pi.ˈɐ̃w̃,-,ˈɐ̃w̃,2,3,-,3,-,Final,ˈpjõ,-,pi,3,,lampião,lantern,Bandeira2017[366-412],
Angolar,ˈlɐ̃sɐ,ˈlɐ̃sɐ,ˈlɐ̃.sɐ,ˈlɐ̃.sɐ,ˈlɐ̃,ˈlɐ̃,2,2,1,1,Initial,Initial,0,sɐ,0,sɐ,,lança,lance,Bandeira2017[366-412],
Angolar,ˈlɐ̃sɐ,ˈlɐ̃sɐ,ˈlɐ̃.sɐ,ˈlɐ̃.sɐ,sɐ,sɐ,2,2,2,2,Final,Final,ˈlɐ̃,2,ˈlɐ̃,2,,lança,lance,Bandeira2017[366-412],
Angolar,maˈtɛlu,maɾˈteɫu,ma.ˈtɛ.lu,maɾ.ˈte.ɫu,ma,maɾ,3,3,1,1,Initial,Initial,0,ˈtɛ,0,ˈte,,martelo,hammer,Bandeira2017[366-412],
Angolar,maˈtɛlu,maɾˈteɫu,ma.ˈtɛ.lu,maɾ.ˈte.ɫu,ˈtɛ,ˈte,3,3,2,2,Medial,Medial,ma,lu,maɾ,ɫu,,martelo,hammer,Bandeira2017[366-412],
Angolar,maˈtɛlu,maɾˈteɫu,ma.ˈtɛ.lu,maɾ.ˈte.ɫu,lu,ɫu,3,3,3,3,Final,Final,ˈtɛ,3,ˈte,3,,martelo,hammer,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,ma,mɐ,3,3,1,1,Initial,Initial,0,ˈθa,0,ˈʃa,,machado,ax,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,ˈθa,ˈʃa,3,3,2,2,Medial,Medial,ma,du,mɐ,du,,machado,ax,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,du,du,3,3,3,3,Final,Final,ˈθa,3,ˈʃa,3,,machado,ax,Bandeira2017[366-412],
Angolar,ˈmwɛdɐ,muˈedɐ,ˈmw.ɛ.dɐ,mu.ˈe.dɐ,ˈmw,mu,3,3,1,1,Initial,Initial,0,ɛ,0,ˈe,,moeda,coin,Bandeira2017[366-412],
Angolar,ˈmwɛdɐ,muˈedɐ,ˈmw.ɛ.dɐ,mu.ˈe.dɐ,ɛ,ˈe,3,3,2,2,Medial,Medial,ˈmw,dɐ,mu,dɐ,,moeda,coin,Bandeira2017[366-412],
Angolar,ˈmwɛdɐ,muˈedɐ,ˈmw.ɛ.dɐ,mu.ˈe.dɐ,dɐ,dɐ,3,3,3,3,Final,Final,ɛ,3,ˈe,3,,moeda,coin,Bandeira2017[366-412],
Angolar,paˈnɛlɐ,pɐˈneɫɐ,pa.ˈnɛ.lɐ,pɐ.ˈne.ɫɐ,pa,pɐ,3,3,1,1,Initial,Initial,0,ˈnɛ,0,ˈne,,panela,pot,Bandeira2017[366-412],
Angolar,paˈnɛlɐ,pɐˈneɫɐ,pa.ˈnɛ.lɐ,pɐ.ˈne.ɫɐ,ˈnɛ,ˈne,3,3,2,2,Medial,Medial,pa,lɐ,pɐ,ɫɐ,,panela,pot,Bandeira2017[366-412],
Angolar,paˈnɛlɐ,pɐˈneɫɐ,pa.ˈnɛ.lɐ,pɐ.ˈne.ɫɐ,lɐ,ɫɐ,3,3,3,3,Final,Final,ˈnɛ,3,ˈne,3,,panela,pot,Bandeira2017[366-412],
Angolar,ˈpẽt̠ʃi,ˈpẽtɨ,ˈpẽ.t̠ʃi,ˈpẽ.tɨ,ˈpẽ,ˈpẽ,2,2,1,1,Initial,Initial,0,t̠ʃi,0,tɨ,,pente,comb,Bandeira2017[366-412],
Angolar,ˈpẽt̠ʃi,ˈpẽtɨ,ˈpẽ.t̠ʃi,ˈpẽ.tɨ,t̠ʃi,tɨ,2,2,2,2,Final,Final,ˈpẽ,2,ˈpẽ,2,,pente,comb,Bandeira2017[366-412],
Angolar,piˈnɛlɐ,pɨˈnɐjɾɐ,pi.ˈnɛ.lɐ,pɨ.ˈnɐj.ɾɐ,pi,pɨ,3,3,1,1,Initial,Initial,0,ˈnɛ,0,nɐj,,peneira,sieve,Bandeira2017[366-412],
Angolar,piˈnɛlɐ,pɨˈnɐjɾɐ,pi.ˈnɛ.lɐ,pɨ.ˈnɐj.ɾɐ,ˈnɛ,nɐj,3,3,2,2,Medial,Medial,pi,lɐ,pɨ,ɾɐ,,peneira,sieve,Bandeira2017[366-412],
Angolar,piˈnɛlɐ,pɨˈnɐjɾɐ,pi.ˈnɛ.lɐ,pɨ.ˈnɐj.ɾɐ,lɐ,ɾɐ,3,3,3,3,Final,Final,ˈnɛ,3,nɐj,3,,peneira,sieve,Bandeira2017[366-412],
Angolar,ˈpa:tu,ˈpɾatu,ˈpa:.tu,ˈpɾa.tu,ˈpa:,ˈpɾa,2,2,1,1,Initial,Initial,0,tu,0,1,,prato,plate,Bandeira2017[366-412],
Angolar,ˈpa:tu,c,ˈpa:.tu,ˈpɾa.tu,tu,tu,2,7,2,2,Final,Medial,ˈpa:,2,0,2,,prato,plate,Bandeira2017[366-412],
Angolar,ˈpɛ:gu,ˈpɾegu,ˈpɛ:.gu,ˈpɾe.gu,ˈpɛ:,ˈpɾe,2,2,1,1,Initial,Initial,0,gu,0,gu,,prego,nail,Bandeira2017[366-412],
Angolar,ˈpɛ:gu,ˈpɾegu,ˈpɛ:.gu,ˈpɾe.gu,gu,gu,2,2,2,2,Final,Final,ˈpɛ:,2,ˈpɾe,2,,prego,nail,Bandeira2017[366-412],
Angolar,ˈlɔdɐ,ˈʁodɐ,ˈlɔ.dɐ,ˈʁo.dɐ,ˈlɔ,ˈʁo,2,2,1,1,Initial,Initial,0,dɐ,0,dɐ,,roda,wheel,Bandeira2017[366-412],
Angolar,ˈlɔdɐ,ˈʁodɐ,ˈlɔ.dɐ,ˈʁo.dɐ,dɐ,dɐ,2,2,2,2,Final,Final,ˈlɔ,2,ˈʁo,2,,roda,wheel,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,ma,mɐ,3,3,1,1,Initial,Initial,0,ˈθa,0,ˈʃa,,machado,ax,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,ˈθa,ˈʃa,3,3,2,2,Medial,Medial,ma,du,mɐ,du,,machado,ax,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,du,du,3,3,3,3,Final,Final,ˈθa,3,ˈʃa,3,,machado,ax,Bandeira2017[366-412],
Angolar,ˈθadɐ,ẽˈʃadɐ,ˈθa.dɐ,ẽ.ˈʃa.dɐ,ˈθa,ẽ,2,3,1,1,Initial,Initial,0,dɐ,0,ˈʃa,,enxada,hoe,Bandeira2017[366-412],
Angolar,ˈθadɐ,ẽˈʃadɐ,ˈθa.dɐ,ẽ.ˈʃa.dɐ,dɐ,ˈʃa,2,3,2,2,Final,Medial,ˈθa,-,ẽ,dɐ,,enxada,hoe,Bandeira2017[366-412],
Angolar,ˈθadɐ,ẽˈʃadɐ,ˈθa.dɐ,ẽ.ˈʃa.dɐ,-,dɐ,2,3,-,3,-,Final,dɐ,-,ˈʃa,3,,enxada,hoe,Bandeira2017[366-412],
Angolar,ˈsinu,ˈsinu,ˈsi.nu,ˈsi.nu,ˈsi,ˈsi,2,2,1,1,Initial,Initial,0,nu,0,nu,,sino,bell,Bandeira2017[366-412],
Angolar,ˈsinu,ˈsinu,ˈsi.nu,ˈsi.nu,nu,nu,2,2,2,2,Final,Final,ˈsi,2,ˈsi,2,,sino,bell,Bandeira2017[366-412],
Angolar,ˈθot̠ʃi,ɐˈsojtɨ,ˈθo.t̠ʃi,ɐ.ˈsoj.tɨ,-,ɐ,2,3,-,1,-,Initial,0,ˈθo,0,ˈsoj,,açoite,scourge,Bandeira2017[366-412],
Angolar,ˈθot̠ʃi,ɐˈsojtɨ,ˈθo.t̠ʃi,ɐ.ˈsoj.tɨ,ˈθo,ˈsoj,2,3,1,2,Initial,Medial,-,t̠ʃi,ɐ,tɨ,,açoite,scourge,Bandeira2017[366-412],
Angolar,ˈθot̠ʃi,ɐˈsojtɨ,ˈθo.t̠ʃi,ɐ.ˈsoj.tɨ,t̠ʃi,tɨ,2,3,2,3,Final,Final,ˈθo,2,ˈsoj,3,,açoite,scourge,Bandeira2017[366-412],
Angolar,θuˈpe,ʃ.ˈpɐ.ʎu,θu.ˈpe,ʃ.ˈpɐ.ʎu,θu,ʃ,2,1,1,1,Initial,Final,0,ˈpe,0,ˈpɐ,,espelho,mirror,Bandeira2017[366-412],
Angolar,θuˈpe,ʃ.ˈpɐ.ʎu,θu.ˈpe,ʃ.ˈpɐ.ʎu,ˈpe,ˈpɐ,2,1,2,2,Final,Medial,θu,-,ʃ,ʎu,,espelho,mirror,Bandeira2017[366-412],
Angolar,θuˈpe,ʃ.ˈpɐ.ʎu,θu.ˈpe,ʃ.ˈpɐ.ʎu,-,ʎu,2,1,-,3,-,Medial,ˈpe,-,ˈpɐ,3,,espelho,mirror,Bandeira2017[366-412],
Angolar,ˈtapɐ,ˈtɐ̃pɐ,ˈta.pɐ,ˈtɐ̃.pɐ,ˈta,ˈtɐ̃,2,2,1,1,Initial,Initial,0,pɐ,0,pɐ,,tampa,cover,Bandeira2017[366-412],
Angolar,ˈtapɐ,ˈtɐ̃pɐ,ˈta.pɐ,ˈtɐ̃.pɐ,pɐ,pɐ,2,2,2,2,Final,Final,ˈta,2,ˈtɐ̃,2,,tampa,cover,Bandeira2017[366-412],
Angolar,ˈtaθu,ˈtaʃu,ˈta.θu,ˈta.ʃu,ˈta,ˈta,2,2,1,1,Initial,Initial,0,θu,0,ʃu,,tacho,pan,Bandeira2017[366-412],
Angolar,ˈtaθu,ˈtaʃu,ˈta.θu,ˈta.ʃu,θu,ʃu,2,2,2,2,Final,Final,ˈta,2,ˈta,2,,tacho,pan,Bandeira2017[366-412],
Angolar,ˈvɛlɐ,ˈvɛlɐ,ˈvɛ.lɐ,ˈvɛ.lɐ,ˈvɛ,ˈvɛ,2,2,1,1,Initial,Initial,0,lɐ,0,lɐ,,vela,candle,Bandeira2017[366-412],
Angolar,ˈvɛlɐ,ˈvɛlɐ,ˈvɛ.lɐ,ˈvɛ.lɐ,lɐ,lɐ,2,2,2,2,Final,Final,ˈvɛ,2,ˈvɛ,2,,vela,candle,Bandeira2017[366-412],
Angolar,ˈðɔlɔ,ɐ̃ˈzɔɫ,ˈðɔ.lɔ,ɐ̃.ˈzɔɫ,ˈðɔ,ɐ̃,2,2,1,1,Initial,Initial,0,lɔ,0,ˈzɔɫ,,anzol,hook,Bandeira2017[366-412],
Angolar,ˈðɔlɔ,ɐ̃ˈzɔɫ,ˈðɔ.lɔ,ɐ̃.ˈzɔɫ,lɔ,ˈzɔɫ,2,2,2,2,Final,Final,ˈðɔ,2,ɐ̃,2,,anzol,hook,Bandeira2017[366-412],
Angolar,biˈsidu,vɨʃˈtidu,bi.ˈsi.du,vɨʃ.ˈti.du,bi,vɨʃ,3,3,1,1,Initial,Initial,0,ˈsi,0,ˈti,,vestido,dress,Bandeira2017[366-412],
