Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceWordSyllabe,TargetWordSyllabe,PositionSource,PositionTarget,SourceWord Length,TargetWord Length,SourceWordSyl Length,TargetWordSyl Length,Word diff,Word bigger,Syll diff,SylNum bigger
Principense,kaˈbɛsɛ,kɐˈbesɐ,ka.ˈbɛ.sɛ,kɐ.ˈbe.sɐ,sɛ,sɐ,3,3,6,6,3,3,0,Equal,0,Equal
Principense,kaˈdja,ˈnadɨgɐʃ,ka.ˈdja,ˈna.dɨ.gɐʃ,ˈdja,gɐʃ,2,3,5,7,2,3,-2,Target,-1,Target
Principense,koˈko,pɨʃˈkosu,ko.ˈko,pɨʃ.ˈko.su,ˈko,su,2,3,4,7,2,3,-3,Target,-1,Target
Principense,kɔˈsɐ̃,kuɾɐˈsɐ̃w̃,kɔ.ˈsɐ̃,ku.ɾɐ.ˈsɐ̃w̃,ˈsɐ̃,ˈsɐ̃w̃,2,3,5,9,2,3,-4,Target,-1,Target
Principense,kuˈpi,ˈkuʃpu,ku.ˈpi,ˈkuʃ.pu,ˈpi,pu,2,2,4,5,2,2,-1,Target,0,Equal
Principense,ˈlũŋgɛ,ˈlĩɡuɐ,ˈlũŋ.gɛ,ˈlĩ.guɐ,gɛ,guɐ,2,2,6,5,2,3,1,Source,-1,Target
Principense,ˈmamɐ,ˈmɐmɐ,ˈma.mɐ,ˈmɐ.mɐ,mɐ,mɐ,1,2,4,4,2,2,0,Equal,0,Equal
Principense,uˈmɐ̃,ˈmɐ̃w̃,u.ˈmɐ̃,ˈmɐ̃w̃,ˈmɐ̃,-,2,-,4,5,2,1,-1,Target,1,Source
Principense,ˈmbigu,ũˈbigu,ˈmbi.gu,ũ.ˈbi.gu,gu,gu,2,3,5,6,2,3,-1,Target,-1,Target
Principense,ɔˈpɛ,ˈpɛ,ɔ.ˈpɛ,ˈpɛ,ˈpɛ,-,2,-,3,2,2,1,1,Source,1,Source
Principense,uˈrja,oˈɾɐʎɐ,u.ˈrja,o.ˈɾɐ.ʎɐ,ˈrja,ʎɐ,2,3,4,5,2,3,-1,Target,-1,Target
Principense,ˈɔsu,ˈosu,ˈɔ.su,ˈo.su,su,su,2,2,3,3,2,2,0,Equal,0,Equal
Principense,oˈze,ʒuˈɐʎu,o.ˈze,ʒu.ˈɐ.ʎu,ˈze,ʎu,2,3,3,5,2,3,-2,Target,-1,Target
Principense,ˈpɛli,ˈpelɨ,ˈpɛ.li,ˈpe.lɨ,li,lɨ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈpusu,ˈpulsu,ˈpu.su,ˈpul.su,su,su,2,2,4,5,2,2,-1,Target,0,Equal
Principense,puluˈmɐ̃,pulˈmɐ̃w̃,pu.lu.ˈmɐ̃,pul.ˈmɐ̃w̃,ˈmɐ̃,ˈmɐ̃w̃,3,2,7,8,3,2,-1,Target,1,Source
Principense,iˈriʃɪ,nɐˈɾiʃ,i.ˈri.ʃɪ,nɐ.ˈɾiʃ,ʃɪ,ˈɾiʃ,3,2,5,5,3,2,0,Equal,1,Source
Principense,ˈsɐ̃gɪ,ˈsɐ̃ɡɨ,ˈsɐ̃.gɪ,ˈsɐ̃.ɡɨ,gɪ,ɡɨ,2,2,5,5,2,2,0,Equal,0,Equal
Principense,ˈt̠ʃipɐ,ĩtɨʃˈtinu,ˈt̠ʃi.pɐ,ĩ.tɨʃ.ˈti.nu,pɐ,nu,2,4,4,9,2,4,-5,Target,-2,Target
Principense,uˈmuɲɐ,ˈuɲɐ,u.ˈmu.ɲɐ,ˈu.ɲɐ,ɲɐ,ɲɐ,3,2,5,3,3,2,2,Source,1,Source
Principense,ˈwe,ˈoʎu,ˈwe,ˈo.ʎu,-,ʎu,-,2,2,3,1,2,-1,Target,-1,Target
Principense,akaˈʀe,ˈsapu,a.ka.ˈʀe,ˈsa.pu,ˈʀe,pu,3,2,5,4,3,2,1,Source,1,Source
Principense,ˈbisu,ɐniˈmaɫ,ˈbi.su,ɐ.ni.ˈmaɫ,su,ˈmaɫ,2,3,4,6,2,3,-2,Target,-1,Target
Principense,uˈbweɔmi,ˈboj,u.ˈbwe.ɔ.mi,ˈboj,mi,-,4,-,7,3,4,1,4,Source,3,Source
Principense,ˈkabɐ,ˈkabɾɐ,ˈka.bɐ,ˈka.bɾɐ,bɐ,bɾɐ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,kaˈso,kɐˈʃoʀu,ka.ˈso,kɐ.ˈʃo.ʀu,ˈso,ʀu,2,3,4,6,2,3,-2,Target,-1,Target
Principense,ˈkɔbɔ,ˈkɔbɾɐ,ˈkɔ.bɔ,ˈkɔ.bɾɐ,bɔ,bɾɐ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,maˈkaku,mɐˈkaku,ma.ˈka.ku,mɐ.ˈka.ku,ku,ku,3,3,6,6,3,3,0,Equal,0,Equal
Principense,muˈsɛgu,muɾˈsegu,mu.ˈsɛ.gu,muɾ.ˈse.gu,gu,gu,3,3,6,7,3,3,-1,Target,0,Equal
Principense,giˈɲɐ̃,gɐˈliɲɐ,gi.ˈɲɐ̃,gɐ.ˈli.ɲɐ,ˈɲɐ̃,ɲɐ,3,3,5,6,2,3,-1,Target,-1,Target
Principense,ˈgasɐ,ˈgaɾsɐ,ˈga.sɐ,ˈgaɾ.sɐ,sɐ,sɐ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,bẽˈku,taɾtɐˈɾugɐ ɐfɾiˈkɐnɐ,bẽ.ˈku,taɾ.tɐ.ˈɾu.gɐ ɐ.fɾi.ˈkɐ.nɐ,ku,nɐ,2,8,5,18,2,7,-13,Target,-5,Target
Principense,ˈpo:ko,ˈpoɾku,ˈpo:.ko,ˈpoɾ.ku,ko,ku,2,2,5,5,2,2,0,Equal,0,Equal
Principense,teˈtu:gɐ,taɾtɐˈɾugɐ,te.ˈtu:.gɐ,taɾ.tɐ.ˈɾu.gɐ,gɐ,gɐ,4,4,7,9,3,4,-2,Target,-1,Target
Principense,aˈmwe,ɐˈmoɾ,a.ˈmwe,ɐ.ˈmoɾ,ˈmwe,ˈmoɾ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈgɛ,ˈgɛʀɐ,ˈgɛ,ˈgɛ.ʀɐ,-,ʀɐ,-,2,2,4,1,2,-2,Target,-1,Target
Principense,ˈkalimɐ,ˈkalmɐ,ˈka.li.mɐ,ˈkal.mɐ,mɐ,mɐ,3,2,6,5,3,2,1,Source,1,Source
Principense,kɔˈraʒi,kuˈɾaʒɐ̃j̃,kɔ.ˈra.ʒi,ku.ˈɾa.ʒɐ̃j̃,ʒi,ʒɐ̃j̃,3,3,6,9,3,3,-3,Target,0,Equal
Principense,uˈrĩ,ʀuˈĩ,u.ˈrĩ,ʀu.ˈĩ,ˈrĩ,ˈĩ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,madiˈsɐ̃,maldiˈsɐ̃w̃,ma.di.ˈsɐ̃,mal.di.ˈsɐ̃w̃,ˈsɐ̃,ˈsɐ̃w̃,3,3,7,10,3,3,-3,Target,0,Equal
Principense,pɛˈdɐ̃,pɨɾˈdɐ̃w̃,pɛ.ˈdɐ̃,pɨɾ.ˈdɐ̃w̃,ˈdɐ̃,ˈdɐ̃w̃,2,2,5,8,2,2,-3,Target,0,Equal
Principense,piˈgisɐ,pɾɨˈgisɐ,pi.ˈgi.sɐ,pɾɨ.ˈgi.sɐ,sɐ,sɐ,3,3,6,7,3,3,-1,Target,0,Equal
Principense,ˈrɛvɐ,ˈʀajvɐ,ˈrɛ.vɐ,ˈʀaj.vɐ,vɐ,vɐ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,ˈsedɪ,ˈsedɨ,ˈse.dɪ,ˈse.dɨ,dɪ,dɨ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈsumi,siˈumɨʃ,ˈsu.mi,si.ˈu.mɨʃ,mi,mɨʃ,2,3,4,6,2,3,-2,Target,-1,Target
Principense,vɔˈgjɐ̃,vɨɾˈgoɲɐ,vɔ.ˈgjɐ̃,vɨɾ.ˈgo.ɲɐ,ˈgjɐ̃,ɲɐ,2,3,6,7,2,3,-1,Target,-1,Target
Principense,ˈweˈʃja,ĩˈvɐjʒɐ,ˈwe.ˈʃja,ĩ.ˈvɐj.ʒɐ,ˈʃja,ʒɐ,2,3,5,7,2,3,-2,Target,-1,Target
Principense,ˈbɐ̃:ku,ˈbɾɐ̃ku,ˈbɐ̃:.ku,ˈbɾɐ̃.ku,ku,ku,2,2,6,6,2,2,0,Equal,0,Equal
Principense,ˈko,ˈkoɾ,ˈko,ˈkoɾ,ˈko,ˈkoɾ,1,1,2,3,1,1,-1,Target,0,Equal
Principense,maˈrɛlu,ɐmɐˈɾelu,ma.ˈrɛ.lu,ɐ.mɐ.ˈɾe.lu,lu,lu,3,4,6,7,3,4,-1,Target,-1,Target
Principense,ˈpɛ:tu,ˈpɾetu,ˈpɛ:.tu,ˈpɾe.tu,tu,tu,2,2,5,5,2,2,0,Equal,0,Equal
Principense,ˈrɔzɐ,ˈʀozɐ,ˈrɔ.zɐ,ˈʀo.zɐ,zɐ,zɐ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈvede,ˈveɾdɨ,ˈve.de,ˈveɾ.dɨ,de,dɨ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,veˈme,vɨɾˈmɐjʎu,ve.ˈme,vɨɾ.ˈmɐj.ʎu,ˈme,ʎu,2,3,4,8,2,3,-4,Target,-1,Target
Principense,ˈzulu,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,lu,ˈzuɫ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,kaˈra,kɐɾɐ̃ˈgejʒu,ka.ˈra,kɐ.ɾɐ̃.ˈgej.ʒu,ka,kɐ,1,1,4,10,2,4,-6,Target,-2,Target
Principense,ˈkisaki,baʀɐˈkudɐ,ˈki.sa.ki,ba.ʀɐ.ˈku.dɐ,ˈki,ba,1,1,6,8,3,4,-2,Target,-1,Target
Principense,uˈgujɐ,ɐˈguʎɐ,u.ˈgu.jɐ,ɐ.ˈgu.ʎɐ,jɐ,ʎɐ,3,3,5,5,3,3,0,Equal,0,Equal
Principense,ˈiʃikɐ,ˈiʃkɐ,ˈiʃ.i.kɐ,ˈiʃ.kɐ,kɐ,kɐ,3,2,5,4,3,2,1,Source,1,Source
Principense,iˈze,kɐmɐˈɾɐ̃w̃,i.ˈze,kɐ.mɐ.ˈɾɐ̃w̃,ˈze,ˈɾɐ̃w̃,2,3,3,9,2,3,-6,Target,-1,Target
Principense,tuˈbɐ̃,tubɐˈɾɐ̃w̃,tu.ˈbɐ̃,tu.bɐ.ˈɾɐ̃w̃,ˈbɐ̃,ˈɾɐ̃w̃,2,3,5,9,2,3,-4,Target,-1,Target
Principense,ˈpeʃi,ˈpejʃɨ,ˈpe.ʃi,ˈpej.ʃɨ,ʃi,ʃɨ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,voaˈdo,vuɐˈdoɾ,vo.a.ˈdo,vu.ɐ.ˈdoɾ,ˈdo,ˈdoɾ,3,3,5,6,3,3,-1,Target,0,Equal
Principense,ˈkusu,diaˈʀɐjɐ,ˈku.su,di.a.ˈʀɐj.ɐ,su,ɐ,2,4,4,7,2,4,-3,Target,-2,Target
Principense,biˈʃigɐ,vɐˈɾiulɐ,bi.ˈʃi.gɐ,vɐ.ˈɾi.u.lɐ,gɐ,lɐ,3,4,6,7,3,4,-1,Target,-1,Target
Principense,ˈdo,ˈdoɾ,ˈdo,ˈdoɾ,ˈdo,ˈdoɾ,1,1,2,3,1,1,-1,Target,0,Equal
Principense,ˈfɛbi,ˈfɛbɾɨ,ˈfɛ.bi,ˈfɛ.bɾɨ,bi,bɾɨ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,ˈfi:dɐ,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,dɐ,dɐ,3,3,5,6,2,3,-1,Target,-1,Target
Principense,ˈgɔmitu,vuˈmitu,ˈgɔ.mi.tu,vu.ˈmi.tu,tu,tu,3,3,6,6,3,3,0,Equal,0,Equal
Principense,ˈkutuˈkutu,sɐˈɾɐ̃pu,ˈku.tu.ˈku.tu,sɐ.ˈɾɐ̃.pu,tu,pu,4,3,8,7,4,3,1,Source,1,Source
Principense,uˈlalu,duˈẽsɐ dɨ ˈpelɨ,u.ˈla.lu,du.ˈẽ.sɐ dɨ ˈpe.lɨ,lu,lɨ,3,6,5,14,3,4,-9,Target,-1,Target
Principense,ˈlɛpɐ,ˈlɛpɾɐ,ˈlɛ.pɐ,ˈlɛ.pɾɐ,pɐ,pɾɐ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,lɔ̃ˈbi:gɐ,lõˈbɾigɐ,lɔ̃.ˈbi:.gɐ,lõ.ˈbɾi.gɐ,gɐ,gɐ,3,3,8,8,3,3,0,Equal,0,Equal
Principense,ˈmaliˈbwɛgɐ,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,gɐ,gɐ,4,5,9,13,4,3,-4,Target,1,Source
Principense,ˈkura,ʀɨˈmɛdiu,ˈku.ra,ʀɨ.ˈmɛ.di.u,ra,u,2,4,4,7,2,4,-3,Target,-2,Target
Principense,ˈpɛʃt̠ʃi,ˈpeʃtɨ,ˈpɛʃ.t̠ʃi,ˈpeʃ.tɨ,t̠ʃi,tɨ,2,2,5,5,2,2,0,Equal,0,Equal
Principense,ˈpa:gɐ,ˈpɾagɐ,ˈpa:.gɐ,ˈpɾa.gɐ,gɐ,gɐ,2,2,5,5,2,2,0,Equal,0,Equal
Principense,ˈtɔʃi,ˈtosɨ,ˈtɔ.ʃi,ˈto.sɨ,ʃi,sɨ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,baˈja,vɐjˈaɾ,ba.ˈja,vɐj.ˈaɾ,ˈja,ˈaɾ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,ˈvwɛ,vɐˈʀeɾ,ˈvwɛ,vɐ.ˈʀeɾ,-,ˈʀeɾ,-,2,3,5,1,2,-2,Target,-1,Target
Principense,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,ˈna,ˈnaɾ,2,3,4,6,2,3,-2,Target,-1,Target
Principense,bɐ̃dɔˈna,ɐbɐ̃w̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃w̃.du.ˈnaɾ,ˈna,ˈnaɾ,3,4,7,11,3,4,-4,Target,-1,Target
Principense,ba:ˈga,dɨʃfɐˈzeɾ,ba:.ˈga,dɨʃ.fɐ.ˈzeɾ,ˈga,ˈzeɾ,2,3,5,8,2,3,-3,Target,-1,Target
Principense,baˈsa,ɐbajˈʃaɾ,ba.ˈsa,ɐ.baj.ˈʃaɾ,ˈsa,ˈʃaɾ,2,3,4,7,2,3,-3,Target,-1,Target
Principense,baˈte,bɐˈteɾ,ba.ˈte,bɐ.ˈteɾ,ˈte,ˈteɾ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,ˈve,ˈveɾ,ˈve,ˈveɾ,ˈve,ˈveɾ,1,1,2,3,1,1,-1,Target,0,Equal
Principense,beˈbe,bɨˈbeɾ,be.ˈbe,bɨ.ˈbeɾ,ˈbe,ˈbeɾ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,bɛ̃ˈza,bɐjˈʒaɾ,bɛ̃.ˈza,bɐj.ˈʒaɾ,ˈza,ˈʒaɾ,2,2,5,6,2,2,-1,Target,0,Equal
Principense,viˈka,ˈviɾ,vi.ˈka,ˈviɾ,ˈka,-,2,-,4,3,2,1,1,Source,1,Source
Principense,vɔˈta,vɔlˈtaɾ,vɔ.ˈta,vɔl.ˈtaɾ,ˈta,ˈtaɾ,2,2,4,6,2,2,-2,Target,0,Equal
Principense,ˈbi:,ɐˈbɾiɾ,ˈbi:,ɐ.ˈbɾiɾ,-,ˈbɾiɾ,-,2,3,5,1,2,-2,Target,-1,Target
Principense,biˈʃi,vɨʃˈtiɾ,bi.ˈʃi,vɨʃ.ˈtiɾ,ˈʃi,ˈtiɾ,2,2,4,6,2,2,-2,Target,0,Equal
Principense,ˈbje,kuziˈɲaɾ,ˈbje,ku.zi.ˈɲaɾ,-,ˈɲaɾ,-,3,3,7,1,3,-4,Target,-2,Target
Principense,bɔˈja,bojˈaɾ,bɔ.ˈja,boj.ˈaɾ,ˈja,ˈaɾ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,buˈka,buʃˈkaɾ,bu.ˈka,buʃ.ˈkaɾ,ˈka,ˈkaɾ,2,2,4,6,2,2,-2,Target,0,Equal
Principense,buˈrja,ẽbɾuˈʎaɾ,bu.ˈrja,ẽ.bɾu.ˈʎaɾ,ˈrja,ˈʎaɾ,2,3,5,8,2,3,-3,Target,-1,Target
Principense,ˈda,ˈdaɾ,ˈda,ˈdaɾ,ˈda,ˈdaɾ,1,1,2,3,1,1,-1,Target,0,Equal
Principense,dɐ̃ˈsa,dɐ̃ˈsaɾ,dɐ̃.ˈsa,dɐ̃.ˈsaɾ,ˈsa,ˈsaɾ,2,2,5,6,2,2,-1,Target,0,Equal
Principense,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,ˈte,ˈteɾ,2,3,5,7,2,3,-2,Target,-1,Target
Principense,diˈmi,duɾˈmiɾ,di.ˈmi,duɾ.ˈmiɾ,ˈmi,ˈmiɾ,2,2,4,6,2,2,-2,Target,0,Equal
Principense,ˈfa:,fɐˈlaɾ,ˈfa:.,fɐ.ˈlaɾ,-,ˈlaɾ,-,2,3,5,2,2,-2,Target,0,Equal
Principense,ˈfaˈlwɐ̃gu,mẽˈtiɾ,ˈfa.ˈlwɐ̃.gu,mẽ.ˈtiɾ,gu,ˈtiɾ,3,2,8,6,3,2,2,Source,1,Source
Principense,faˈta,falˈtaɾ,fa.ˈta,fal.ˈtaɾ,ˈta,ˈtaɾ,2,2,4,6,2,2,-2,Target,0,Equal
Principense,miˈza,uɾiˈnaɾ,mi.ˈza,u.ɾi.ˈnaɾ,ˈza,ˈnaɾ,2,3,4,6,2,3,-2,Target,-1,Target
Principense,fɛˈdɛ,fɨˈdeɾ,fɛ.ˈdɛ,fɨ.ˈdeɾ,ˈdɛ,ˈdeɾ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,fiˈka,fiˈkaɾ,fi.ˈka,fi.ˈkaɾ,ˈka,ˈkaɾ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,fɛˈga,ʃfɾɨˈgaɾ,fɛ.ˈga,ʃ.fɾɨ.ˈgaɾ,ˈga,ˈgaɾ,2,3,4,7,2,3,-3,Target,-1,Target
Principense,fɔˈga,fɔlˈgaɾ,fɔ.ˈga,fɔl.ˈgaɾ,ˈga,ˈgaɾ,2,2,4,6,2,2,-2,Target,0,Equal
Principense,fuˈma,dɨfuˈmaɾ,fu.ˈma,dɨ.fu.ˈmaɾ,ˈma,ˈmaɾ,2,3,4,7,2,3,-3,Target,-1,Target
Principense,fu:ˈta,ʀoˈbaɾ,fu:.ˈta,ʀo.ˈbaɾ,ˈta,ˈbaɾ,2,2,5,5,2,2,0,Equal,0,Equal
Principense,gɔˈgɔ,guʃˈtaɾ,gɔ.ˈgɔ,guʃ.ˈtaɾ,ˈgɔ,ˈtaɾ,2,2,4,6,2,2,-2,Target,0,Equal
Principense,waˈda,ʃpɨˈɾaɾ,wa.ˈda,ʃ.pɨ.ˈɾaɾ,ˈda,ˈɾaɾ,2,3,4,6,2,3,-2,Target,-1,Target
Principense,jɔˈgɔ,mɨʎuˈɾaɾ,jɔ.ˈgɔ,mɨ.ʎu.ˈɾaɾ,ˈgɔ,ˈɾaɾ,2,3,4,7,2,3,-3,Target,-1,Target
Principense,kaˈba,ɐkɐˈbaɾ,ka.ˈba,ɐ.kɐ.ˈbaɾ,ˈba,ˈbaɾ,2,3,4,6,2,3,-2,Target,-1,Target
Principense,koˈseˈpeʃɪ,ʃkɐˈmaɾ,ko.ˈse.ˈpe.ʃɪ,ʃ.kɐ.ˈmaɾ,ʃɪ,ˈmaɾ,4,3,8,6,4,3,2,Source,1,Source
Principense,kɐ̃ˈta,kɐ̃ˈtaɾ,kɐ̃.ˈta,kɐ̃.ˈtaɾ,ˈta,ˈtaɾ,2,2,5,6,2,2,-1,Target,0,Equal
Principense,kaˈza,kɐˈzaɾ,ka.ˈza,kɐ.ˈzaɾ,ˈza,ˈzaɾ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,kɛˈba,kɨˈbɾaɾ,kɛ.ˈba,kɨ.ˈbɾaɾ,ˈba,ˈbɾaɾ,2,2,4,6,2,2,-2,Target,0,Equal
Principense,ˈke:,ˈkɾeɾ,ˈke:,ˈkɾeɾ,ˈke:,ˈkɾeɾ,1,1,3,4,1,1,-1,Target,0,Equal
Principense,kɛˈma,kejˈmaɾ,kɛ.ˈma,kej.ˈmaɾ,ˈma,ˈmaɾ,2,2,4,6,2,2,-2,Target,0,Equal
Principense,kjɛ̃ˈta,ʃkẽˈtaɾ,kjɛ̃.ˈta,ʃ.kẽ.ˈtaɾ,ˈta,ˈtaɾ,2,3,6,7,2,3,-1,Target,-1,Target
Principense,kjẽˈse,ʃkɨˈseɾ,kjẽ.ˈse,ʃ.kɨ.ˈseɾ,ˈse,ˈseɾ,2,3,6,6,2,3,0,Equal,-1,Target
Principense,ˈkje,kɐˈiɾ,ˈkje,kɐ.ˈiɾ,-,ˈiɾ,-,2,3,4,1,2,-1,Target,-1,Target
Principense,kaˈga,kɐʀɨˈgaɾ,ka.ˈga,kɐ.ʀɨ.ˈgaɾ,ˈga,ˈgaɾ,2,3,4,7,2,3,-3,Target,-1,Target
Principense,keˈse,kɾɨʃˈseɾ,ke.ˈse,kɾɨʃ.ˈseɾ,ˈse,ˈseɾ,2,2,4,7,2,2,-3,Target,0,Equal
Principense,koˈko,ʀɐʃˈpaɾ,ko.ˈko,ʀɐʃ.ˈpaɾ,ˈko,ˈpaɾ,2,2,4,6,2,2,-2,Target,0,Equal
Principense,kõˈde,ʃkõˈdeɾ,kõ.ˈde,ʃ.kõ.ˈdeɾ,ˈde,ˈdeɾ,2,3,4,7,2,3,-3,Target,-1,Target
