Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceWordSyllabe,TargetWordSyllabe,PositionSource,PositionTarget,SourceWord Length,TargetWord Length,SourceWordSyl Length,TargetWordSyl Length,Word diff,Word bigger,Syll diff,SylNum bigger
Principense,uˈdẽtu,ˈdẽtɾu,u.ˈdẽ.tu,ˈdẽ.tɾu,ˈdẽ,-,2,-,6,6,3,2,0,Equal,1,Source
Principense,ˈfɔ,ˈfɔɾɐ,ˈfɔ,ˈfɔ.ɾɐ,-,ɾɐ,-,2,2,4,1,2,-2,Target,-1,Target
Principense,ˈla,ˈla,ˈla,ˈla,la,la,1,1,2,2,1,1,0,Equal,0,Equal
Principense,ˈlõʒi,ˈlõʒɨ,ˈlõ.ʒi,ˈlõ.ʒi,ˈlõ,ˈlõ,1,1,4,5,2,1,-1,Target,1,Source
Principense,ˈpɛtu,ˈpeɾtu,ˈpɛ.tu,ˈpeɾ.tu,tu,tu,2,2,4,5,2,2,-1,Target,0,Equal
Principense,ʃiˈkɛdɛ,ʃˈkeɾdu,ʃi.ˈkɛ.dɛ,ʃ.ˈkeɾ.du,ʃi,ʃ,1,1,6,6,3,3,0,Equal,0,Equal
Principense,bɐ̃ˈdja,bɐ̃w̃ˈdɐjɾɐ,bɐ̃.ˈdja,bɐ̃w̃.ˈdɐj.ɾɐ,ˈdja,ɾɐ,2,3,6,10,2,3,-4,Target,-1,Target
Principense,uˈbɐ̃ku,ˈbɐ̃ku,u.ˈbɐ̃.ku,ˈbɐ̃.ku,u,ˈbɐ̃,1,1,6,5,3,2,1,Source,1,Source
Principense,ˈbaʀɐ,ˈbaʀɐ,ˈba.ʀɐ,ˈba.ʀɐ,ʀɐ,ʀɐ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,bɔˈswa,vɐˈsoɾɐ,bɔ.ˈswa,vɐ.ˈso.ɾɐ,bɔ,vɐ,1,1,5,6,2,3,-1,Target,-1,Target
Principense,buˈtɐ̃,buˈtɐ̃w̃,bu.ˈtɐ̃,bu.ˈtɐ̃w̃,ˈtɐ̃,ˈtɐ̃w̃,2,2,5,7,2,2,-2,Target,0,Equal
Principense,uˈfakɐ,ˈfakɐ,u.ˈfa.kɐ,ˈfa.kɐ,u,ˈfa,1,1,5,4,3,2,1,Source,1,Source
Principense,fiˈnete,alfiˈnetɨ,fi.ˈne.te,al.fi.ˈne.tɨ,fi.ˈne.te,tɨ,3,4,6,8,3,4,-2,Target,-1,Target
Principense,gaˈrafɐ,gɐˈʀafɐ,ga.ˈra.fɐ,gɐ.ˈʀa.fɐ,ga,gɐ,1,1,6,6,3,3,0,Equal,0,Equal
Principense,uˈgafu,ˈgaɾfu,u.ˈga.fu,ˈgaɾ.fu,fu,fu,3,2,5,5,3,2,0,Equal,1,Source
Principense,ˈʃtakɐ,ʃˈtakɐ,ˈʃta.kɐ,ʃ.ˈta.kɐ,ˈʃta,ʃ,1,1,5,5,2,3,0,Equal,-1,Target
Principense,ˈkɔpu,ˈkɔpu,ˈkɔ.pu,ˈkɔ.pu,pu,pu,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈkwa:,ˈkɔɾdɐ,ˈkwa:,ˈkɔɾ.dɐ,ˈkwa:,ˈkɔɾ,1,1,4,5,1,2,-1,Target,-1,Target
Principense,kwaˈdo,kuɐˈdoɾ,kwa.ˈdo,ku.ɐ.ˈdoɾ,ˈdo,ˈdoɾ,2,3,5,6,2,3,-1,Target,-1,Target
Principense,lɐ̃ˈpjɐ̃,lɐ̃piˈɐ̃w̃,lɐ̃.ˈpjɐ̃,lɐ̃.pi.ˈɐ̃w̃,lɐ̃,lɐ̃,1,1,7,9,2,3,-2,Target,-1,Target
Principense,ˈlɐ̃sɐ,lɐ̃ˈsaɾ,ˈlɐ̃.sɐ,lɐ̃.ˈsaɾ,sɐ,ˈsaɾ,2,2,5,6,2,2,-1,Target,0,Equal
Principense,maˈtɛlu,maɾˈtelu,ma.ˈtɛ.lu,maɾ.ˈte.lu,ma,maɾ,1,1,6,7,3,3,-1,Target,0,Equal
Principense,maˈsadu,mɐˈʃadu,ma.ˈsa.du,mɐ.ˈʃa.du,du,du,3,3,6,6,3,3,0,Equal,0,Equal
Principense,ˈmwɛdɐ,muˈedɐ,ˈmwɛ.dɐ,mu.ˈe.dɐ,ˈmwɛ,mu,1,1,5,5,2,3,0,Equal,-1,Target
Principense,paˈnɛlɐ,pɐˈnelɐ,pa.ˈnɛ.lɐ,pɐ.ˈne.lɐ,lɐ,lɐ,3,3,6,6,3,3,0,Equal,0,Equal
Principense,ˈpẽte,ˈpẽtɨ,ˈpẽ.te,ˈpẽ.tɨ,ˈpẽ,ˈpẽ,1,1,5,5,2,2,0,Equal,0,Equal
Principense,piˈnɛʀɐ,pɨˈnɐjɾɐ,pi.ˈnɛ.ʀɐ,pɨ.ˈnɐj.ɾɐ,ʀɐ,ɾɐ,3,3,6,7,3,3,-1,Target,0,Equal
Principense,ˈpa:tu,ˈpɾatu,ˈpa:.tu,ˈpɾa.tu,ˈpa:,ˈpɾa,1,1,5,5,2,2,0,Equal,0,Equal
Principense,ˈpɛ:gu,ˈpɾegu,ˈpɛ:.gu,ˈpɾe.gu,gu,gu,2,2,5,5,2,2,0,Equal,0,Equal
Principense,ˈrɔdɐ,ˈʀodɐ,ˈrɔ.dɐ,ˈʀo.dɐ,ˈrɔ,ˈʀo,1,1,4,4,2,2,0,Equal,0,Equal
Principense,rɔˈdɔmɐ,ʀɨˈdomɐ,rɔ.ˈdɔ.mɐ,ʀɨ.ˈdo.mɐ,mɐ,mɐ,3,3,6,6,3,3,0,Equal,0,Equal
Principense,ˈsadɐ,ẽˈʃadɐ,ˈsa.dɐ,ẽ.ˈʃa.dɐ,ˈsa,ẽ,1,1,4,6,2,3,-2,Target,-1,Target
Principense,ˈʃinu,ˈsinu,ˈʃi.nu,ˈsi.nu,nu,nu,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈsot̠ʃi,ɐˈsojtɨ,ˈso.t̠ʃi,ɐ.ˈsoj.tɨ,ˈso,ɐ,1,1,4,6,2,3,-2,Target,-1,Target
Principense,suˈpe,ʃˈpɐʎu,su.ˈpe,ʃ.ˈpɐ.ʎu,ˈpe,ʎu,2,3,4,5,2,3,-1,Target,-1,Target
Principense,ˈtɐ̃pɐ,ˈtɐ̃pɐ,ˈtɐ̃.pɐ,ˈtɐ̃.pɐ,ˈtɐ̃,ˈtɐ̃,1,1,5,5,2,2,0,Equal,0,Equal
Principense,uˈtasu,ˈtaʃu,u.ˈta.su,ˈta.ʃu,su,ʃu,3,2,5,4,3,2,1,Source,1,Source
Principense,ˈvɛlɐ,ˈvɛlɐ,ˈvɛ.lɐ,ˈvɛ.lɐ,ˈvɛ,ˈvɛ,1,1,4,4,2,2,0,Equal,0,Equal
Principense,ĩˈzɔlu,ɐ̃ˈzɔɫ,ĩ.ˈzɔ.lu,ɐ̃.ˈzɔɫ,lu,ˈzɔɫ,3,2,6,5,3,2,1,Source,1,Source
Principense,biˈʃidu,vɨʃˈtidu,bi.ˈʃi.du,vɨʃ.ˈti.du,bi,vɨʃ,1,1,6,7,3,3,-1,Target,0,Equal
Principense,ˈbɔtɐ,ˈbotɐ,ˈbɔ.tɐ,ˈbo.tɐ,tɐ,tɐ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,kaˈmizɐ,kɐˈmizɐ,ka.ˈmi.zɐ,kɐ.ˈmi.zɐ,ka,kɐ,1,1,6,6,3,3,0,Equal,0,Equal
Principense,kaliˈsɐ̃,kalˈsɐ̃w̃,ka.li.ˈsɐ̃,kal.ˈsɐ̃w̃,ˈsɐ̃,ˈsɐ̃w̃,3,2,7,8,3,2,-1,Target,1,Source
Principense,ˈmɛjɐ,ˈmɐjɐ,ˈmɛ.jɐ,ˈmɐj.ɐ,ˈmɛ,ˈmɐj,1,1,4,4,2,2,0,Equal,0,Equal
Principense,ˈsɛjɐ,ˈsajɐ,ˈsɛ.jɐ,ˈsa.jɐ,jɐ,jɐ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,saˈpɛ,t̠ʃɐˈpɛw,sa.ˈpɛ,t̠ʃɐ.ˈpɛw,sa,t̠ʃɐ,1,1,4,5,2,2,-1,Target,0,Equal
Principense,ˈsɛdɐ,ˈsedɐ,ˈsɛ.dɐ,ˈse.dɐ,dɐ,dɐ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,t̠ʃiˈʃidu,tɨˈsidu,t̠ʃi.ˈʃi.du,tɨ.ˈsi.du,t̠ʃi,tɨ,1,1,6,6,3,3,0,Equal,0,Equal
Principense,ˈafikɐ,ˈafɾikɐ,ˈafi.kɐ,ˈa.fɾi.kɐ,kɐ,kɐ,2,3,5,6,2,3,-1,Target,-1,Target
Principense,gaˈbɐ̃,gɐˈbɐ̃w̃,ga.ˈbɐ̃,gɐ.ˈbɐ̃w̃,ga,gɐ,1,1,5,7,2,2,-2,Target,0,Equal
Principense,ˈiɛ,ˈiʎɐ du ˈpɾĩsɨpɨ,ˈiɛ,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,-,pɨ,-,6,2,15,1,4,-13,Target,-3,Target
Principense,ˈpĩʃipi,ˈpɾĩsɨpɨ,ˈpĩ.ʃi.pi,ˈpɾĩ.sɨ.pɨ,ˈpĩ,ˈpɾĩ,1,1,7,8,3,3,-1,Target,0,Equal
Principense,putuˈga,puɾtuˈgaɫ,pu.tu.ˈga,puɾ.tu.ˈgaɫ,ˈga,ˈgaɫ,3,3,6,8,3,3,-2,Target,0,Equal
Principense,sɐ̃tɔˈmɛ,sɐ̃w̃tuˈmɛ,sɐ̃.tɔ.ˈmɛ,sɐ̃w̃.tu.ˈmɛ,sɐ̃,sɐ̃w̃,1,1,7,9,3,3,-2,Target,0,Equal
Principense,ˌdesupaˈga,obɾiˈgadu,de.su.pa.ˈga,o.bɾi.ˈga.du,ˈga,du,4,4,9,8,3,4,1,Source,-1,Target
Principense,ˈdjo,diˈɲɐjɾu,ˈdjo,di.ˈɲɐj.ɾu,ˈdjo,di,1,1,3,7,1,3,-4,Target,-2,Target
Principense,faˈvo,fɐˈvoɾ,fa.ˈvo,fɐ.ˈvoɾ,ˈvo,ˈvoɾ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,fuˈtunɐ,fuɾˈtunɐ,fu.ˈtu.nɐ,fuɾ.ˈtu.nɐ,fu,fuɾ,1,1,6,7,3,3,-1,Target,0,Equal
Principense,kuˈmĩ,kɐˈmiɲu,ku.ˈmĩ,kɐ.ˈmi.ɲu,ˈmĩ,ɲu,2,3,5,6,2,3,-1,Target,-1,Target
Principense,ˈkatɐ,ˈkaɾtɐ,ˈka.tɐ,ˈkaɾ.tɐ,ˈka,ˈkaɾ,1,1,4,5,2,2,-1,Target,0,Equal
Principense,kazaˈmẽtu,kɐzɐˈmẽtu,ka.za.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,tu,tu,4,4,9,9,4,4,0,Equal,0,Equal
Principense,ɔkɛˈrɛ,buˈɾaku,ɔ.kɛ.ˈrɛ,bu.ˈɾa.ku,ɔ,bu,1,1,5,6,3,3,-1,Target,0,Equal
Principense,liˈsɐ̃,liˈsɐ̃w̃,li.ˈsɐ̃,li.ˈsɐ̃w̃,ˈsɐ̃,ˈsɐ̃w̃,2,2,5,7,2,2,-2,Target,0,Equal
Principense,ˈlivu,ˈlivɾu,ˈli.vu,ˈli.vɾu,ˈli,ˈli,1,1,4,5,2,2,-1,Target,0,Equal
Principense,ˈmɔt̠ʃi,ˈmoɾtɨ,ˈmɔ.t̠ʃi,ˈmoɾ.tɨ,t̠ʃi,tɨ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,paˈlavɐ,pɐˈlavɾɐ,pa.ˈla.vɐ,pɐ.ˈla.vɾɐ,pa,pɐ,1,1,6,7,3,3,-1,Target,0,Equal
Principense,pɐ̃ˈkadɐ,pɐ̃ˈkadɐ,pɐ̃.ˈka.dɐ,pɐ̃.ˈka.dɐ,dɐ,dɐ,3,3,7,7,3,3,0,Equal,0,Equal
Principense,pɛˈpɛlu,pɐˈpɛɫ,pɛ.ˈpɛ.lu,pɐ.ˈpɛɫ,pɛ,pɐ,1,1,6,5,3,2,1,Source,1,Source
Principense,ˈpɔtɔ,ˈpoɾtɐ,ˈpɔ.tɔ,ˈpoɾ.tɐ,tɔ,tɐ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,ˈrɛʃtu,ˈʀɛʃtu,ˈrɛʃ.tu,ˈrɛʃ.tu,ˈrɛʃ,ˈrɛʃ,1,1,5,5,2,2,0,Equal,0,Equal
Principense,saˈbɐ̃,sɐˈbɐ̃w̃,sa.ˈbɐ̃,sɐ.ˈbɐ̃w̃,ˈbɐ̃,ˈbɐ̃w̃,2,2,5,7,2,2,-2,Target,0,Equal
Principense,ˈsɛrɐ,ˈsɛʀɐ,ˈsɛ.rɐ,ˈsɛ.ʀɐ,ˈsɛ,ˈsɛ,1,1,4,4,2,2,0,Equal,0,Equal
Principense,ˈt̠ʃĩtɐ,ˈtĩtɐ,ˈt̠ʃĩ.tɐ,ˈtĩ.tɐ,tɐ,tɐ,2,2,5,5,2,2,0,Equal,0,Equal
Principense,tɔˈmɛ̃tu,tuɾˈmẽtu,tɔ.ˈmɛ̃.tu,tuɾ.ˈmẽ.tu,tɔ,tuɾ,1,1,7,8,3,3,-1,Target,0,Equal
Principense,uˈtu,ˈmofu,u.ˈtu,ˈmo.fu,ˈtu,fu,2,2,3,4,2,2,-1,Target,0,Equal
Principense,vɛˈdadi,vɨɾˈdadɨ,vɛ.ˈda.di,vɨɾ.ˈda.dɨ,vɛ,vɨɾ,1,1,6,7,3,3,-1,Target,0,Equal
