Language,SourceWord,TargetWord,SourceWordSyllable,TargetWordSyylable,SourceSyllable,TargetSyllable,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,PositionSource Simple,PositionTarget Simple,Previous SourceSyllable,Next SourceSyllable,Previous TargetSyllable,Next TargetSyllable,Process,TargetOrthography,Translation,References,Notes
Fa d’Ambo,voaˈdol,vuɐˈdoɾ,vo.a.ˈdol,vu.ɐ.ˈdoɾ,ˈdoɾ,ˈdol,3,3,3,3,Final,Final,a,3,ɐ,3,,voador,flying fish,Bandeira2017[366-412],
Fa d’Ambo,biˈʃiga,bɨˈʃigɐ,bi.ˈʃi.ga,bɨ.ˈʃi.gɐ,bɨ,bi,3,3,1,1,Initial,Initial,0,ˈʃi,0,ˈʃi,,bexiga (varíola),variola,Bandeira2017[366-412],
Fa d’Ambo,biˈʃiga,bɨˈʃigɐ,bi.ˈʃi.ga,bɨ.ˈʃi.gɐ,ˈʃi,ˈʃi,3,3,2,2,Medial,Medial,bi,ga,bɨ,gɐ,,bexiga (varíola),variola,Bandeira2017[366-412],
Fa d’Ambo,biˈʃiga,bɨˈʃigɐ,bi.ˈʃi.ga,bɨ.ˈʃi.gɐ,gɐ,ga,3,3,3,3,Final,Final,ˈʃi,3,ˈʃi,3,,bexiga (varíola),variola,Bandeira2017[366-412],
Fa d’Ambo,ˈdol,ˈdoɾ,ˈdol,ˈdoɾ,ˈdoɾ,ˈdol,1,1,1,1,Final,Final,0,1,0,1,,dor,pain,Bandeira2017[366-412],
Fa d’Ambo,ˈfibili,ˈfɛbɾɨ,ˈfi.bi.li,ˈfɛ.bɾɨ,ˈfɛ,ˈfi,3,2,1,1,Initial,Initial,0,bi,0,bɾɨ,,febre,fever,Bandeira2017[366-412],
Fa d’Ambo,ˈfibili,ˈfɛbɾɨ,ˈfi.bi.li,ˈfɛ.bɾɨ,bɾɨ,bi,3,2,2,2,Medial,Final,ˈfi,li,ˈfɛ,-,,febre,fever,Bandeira2017[366-412],
Fa d’Ambo,ˈfibili,ˈfɛbɾɨ,ˈfi.bi.li,ˈfɛ.bɾɨ,-,li,3,2,3,-,Final,-,bi,3,bɾɨ,-,,febre,fever,Bandeira2017[366-412],
Fa d’Ambo,ˈfi:da,fɨˈɾidɐ,ˈfi:.da,fɨ.ˈɾi.dɐ,fɨ,ˈfi:,2,3,1,1,Initial,Initial,0,-,0,ˈɾi,,ferida,wound,Bandeira2017[366-412],
Fa d’Ambo,ˈfi:da,fɨˈɾidɐ,ˈfi:.da,fɨ.ˈɾi.dɐ,ˈɾi,-,2,3,-,2,-,Medial,ˈfi:,da,fɨ,dɐ,,ferida,wound,Bandeira2017[366-412],
Fa d’Ambo,ˈfi:da,fɨˈɾidɐ,ˈfi:.da,fɨ.ˈɾi.dɐ,dɐ,da,2,3,2,3,Final,Final,-,2,ˈɾi,3,,ferida,wound,Bandeira2017[366-412],
Fa d’Ambo,ˈlɛpa,ˈlɛpɾɐ,ˈlɛ.pa,ˈlɛ.pɾɐ,ˈlɛ,ˈlɛ,2,2,1,1,Initial,Initial,0,pa,0,pɾɐ,,lepra,leprosy,Bandeira2017[366-412],
Fa d’Ambo,ˈlɛpa,ˈlɛpɾɐ,ˈlɛ.pa,ˈlɛ.pɾɐ,pɾɐ,pa,2,2,2,2,Final,Final,ˈlɛ,2,ˈlɛ,2,,lepra,leprosy,Bandeira2017[366-412],
Fa d’Ambo,liˈmɛd̠ʒi,ʀɨˈmɛdiw,li.ˈmɛ.d̠ʒi,ʀɨ.ˈmɛ.diw,ʀɨ,li,3,3,1,1,Initial,Initial,0,ˈmɛ,0,ˈmɛ,,remédio,medicine,Bandeira2017[366-412],
Fa d’Ambo,liˈmɛd̠ʒi,ʀɨˈmɛdiw,li.ˈmɛ.d̠ʒi,ʀɨ.ˈmɛ.diw,ˈmɛ,ˈmɛ,3,3,2,2,Medial,Medial,li,d̠ʒi,ʀɨ,diw,,remédio,medicine,Bandeira2017[366-412],
Fa d’Ambo,liˈmɛd̠ʒi,ʀɨˈmɛdiw,li.ˈmɛ.d̠ʒi,ʀɨ.ˈmɛ.diw,diw,d̠ʒi,3,3,3,3,Final,Final,ˈmɛ,3,ˈmɛ,3,,remédio,medicine,Bandeira2017[366-412],
Fa d’Ambo,ˈtɔʃi,ˈtɔsɨ,ˈtɔ.ʃi,ˈtɔ.sɨ,ˈtɔ,ˈtɔ,2,2,1,1,Initial,Initial,0,ʃi,0,sɨ,,tosse,cough,Bandeira2017[366-412],
Fa d’Ambo,ˈtɔʃi,ˈtɔsɨ,ˈtɔ.ʃi,ˈtɔ.sɨ,sɨ,ʃi,2,2,2,2,Final,Final,ˈtɔ,2,ˈtɔ,2,,tosse,cough,Bandeira2017[366-412],
Fa d’Ambo,baˈle,vɐˈʀeɾ,ba.ˈle,vɐ.ˈʀeɾ,vɐ,ba,2,2,1,1,Initial,Initial,0,ˈle,0,ˈʀeɾ,,varrer,sweep,Bandeira2017[366-412],
Fa d’Ambo,baˈle,vɐˈʀeɾ,ba.ˈle,vɐ.ˈʀeɾ,ˈʀeɾ,ˈle,2,2,2,2,Final,Final,ba,2,vɐ,2,,varrer,sweep,Bandeira2017[366-412],
Fa d’Ambo,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,ɐ,-,2,3,-,1,-,Initial,0,ba,0,bɐ,,abanar,shake,Bandeira2017[366-412],
Fa d’Ambo,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,bɐ,ba,2,3,1,2,Initial,Medial,-,ˈna,ɐ,ˈnaɾ,,abanar,shake,Bandeira2017[366-412],
Fa d’Ambo,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,ˈnaɾ,ˈna,2,3,2,3,Final,Final,ba,2,bɐ,3,,abanar,shake,Bandeira2017[366-412],
Fa d’Ambo,bɐ̃dɔˈna,ɐbɐ̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃.du.ˈnaɾ,ɐ,-,3,4,-,1,-,Initial,0,bɐ̃,0,bɐ̃,,abandonar,leave,Bandeira2017[366-412],
Fa d’Ambo,bɐ̃dɔˈna,ɐbɐ̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃.du.ˈnaɾ,bɐ̃,bɐ̃,3,4,1,2,Initial,Medial,-,dɔ,ɐ,du,,abandonar,leave,Bandeira2017[366-412],
Fa d’Ambo,bɐ̃dɔˈna,ɐbɐ̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃.du.ˈnaɾ,du,dɔ,3,4,2,3,Medial,Medial,bɐ̃,ˈna,bɐ̃,ˈnaɾ,,abandonar,leave,Bandeira2017[366-412],
Fa d’Ambo,bɐ̃dɔˈna,ɐbɐ̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃.du.ˈnaɾ,ˈnaɾ,ˈna,3,4,3,4,Final,Final,dɔ,3,du,4,,abandonar,leave,Bandeira2017[366-412],
Fa d’Ambo,deˈse,dɨʃˈseɾ,de.ˈse,dɨʃ.ˈseɾ,dɨʃ,de,2,2,1,1,Initial,Initial,0,ˈse,0,ˈseɾ,,descer,lower in,Bandeira2017[366-412],
Fa d’Ambo,deˈse,dɨʃˈseɾ,de.ˈse,dɨʃ.ˈseɾ,ˈseɾ,ˈse,2,2,2,2,Final,Final,de,2,dɨʃ,2,,descer,lower in,Bandeira2017[366-412],
Fa d’Ambo,baˈte,bɐˈteɾ,ba.ˈte,bɐ.ˈteɾ,bɐ,ba,2,2,1,1,Initial,Initial,0,ˈte,0,ˈteɾ,,bater,hit,Bandeira2017[366-412],
Fa d’Ambo,baˈte,bɐˈteɾ,ba.ˈte,bɐ.ˈteɾ,ˈteɾ,ˈte,2,2,2,2,Final,Final,ba,2,bɐ,2,,bater,hit,Bandeira2017[366-412],
Fa d’Ambo,ˈbe,ˈveɾ,ˈbe,ˈveɾ,ˈveɾ,ˈbe,1,1,1,1,Final,Final,0,1,0,1,,ver,see,Bandeira2017[366-412],
Fa d’Ambo,beˈbe,bɨˈbeɾ,be.ˈbe,bɨ.ˈbeɾ,bɨ,be,2,2,1,1,Initial,Initial,0,ˈbe,0,ˈbeɾ,,beber,drink,Bandeira2017[366-412],
Fa d’Ambo,beˈbe,bɨˈbeɾ,be.ˈbe,bɨ.ˈbeɾ,ˈbeɾ,ˈbe,2,2,2,2,Final,Final,be,2,bɨ,2,,beber,drink,Bandeira2017[366-412],
Fa d’Ambo,bɛ̃ˈza,bɐjˈʒaɾ,bɛ̃.ˈza,bɐj.ˈʒaɾ,bɐj,bɛ̃,2,2,1,1,Initial,Initial,0,ˈza,0,ˈʒaɾ,,beijar,kiss,Bandeira2017[366-412],
Fa d’Ambo,bɛ̃ˈza,bɐjˈʒaɾ,bɛ̃.ˈza,bɐj.ˈʒaɾ,ˈʒaɾ,ˈza,2,2,2,2,Final,Final,bɛ̃,2,bɐj,2,,beijar,kiss,Bandeira2017[366-412],
Fa d’Ambo,ˈbi,ˈviɾ,ˈbi,ˈviɾ,ˈviɾ,ˈbi,1,1,1,1,Final,Final,0,1,0,1,,vir,come,Bandeira2017[366-412],
Fa d’Ambo,biˈli,ɐˈbɾiɾ,bi.ˈli,ɐ.ˈbɾiɾ,ɐ,-,2,2,-,1,-,Initial,0,bi,0,ˈbɾiɾ,,abrir,open,Bandeira2017[366-412],
Fa d’Ambo,biˈli,ɐˈbɾiɾ,bi.ˈli,ɐ.ˈbɾiɾ,ˈbɾiɾ,bi,2,2,1,2,Initial,Final,-,ˈli,ɐ,-,,abrir,open,Bandeira2017[366-412],
Fa d’Ambo,biˈli,ɐˈbɾiɾ,bi.ˈli,ɐ.ˈbɾiɾ,-,ˈli,2,2,2,-,Final,-,bi,2,ˈbɾiɾ,-,,abrir,open,Bandeira2017[366-412],
Fa d’Ambo,biˈʃi,vɨʃˈtiɾ,bi.ˈʃi,vɨʃ.ˈtiɾ,vɨʃ,bi,2,2,1,1,Initial,Initial,0,ˈʃi,0,ˈtiɾ,metathesis,vestir,get dressed,Bandeira2017[366-412],
Fa d’Ambo,biˈʃi,vɨʃˈtiɾ,bi.ˈʃi,vɨʃ.ˈtiɾ,ˈtiɾ,ˈʃi,2,2,2,2,Final,Final,bi,2,vɨʃ,2,,vestir,get dressed,Bandeira2017[366-412],
Fa d’Ambo,boˈja,bojˈaɾ,bo.ˈja,boj.ˈaɾ,boj,bo,2,2,1,1,Initial,Initial,0,ˈja,0,ˈaɾ,,boiar,float,Bandeira2017[366-412],
Fa d’Ambo,boˈja,bojˈaɾ,bo.ˈja,boj.ˈaɾ,ˈaɾ,ˈja,2,2,2,2,Final,Final,bo,2,boj,2,,boiar,float,Bandeira2017[366-412],
Fa d’Ambo,xuˈa,ʒuˈgaɾ,xu.ˈa,ʒu.ˈgaɾ,ʒu,xu,2,2,1,1,Initial,Initial,0,ˈa,0,ˈgaɾ,,jogar,search,Bandeira2017[366-412],
Fa d’Ambo,xuˈa,ʒuˈgaɾ,xu.ˈa,ʒu.ˈgaɾ,ˈgaɾ,ˈa,2,2,2,2,Final,Final,xu,2,ʒu,2,,jogar,search,Bandeira2017[366-412],
Fa d’Ambo,boxiˈa,ɐ̃j̃bɾuˈʎaɾ,bo.xi.ˈa,ɐ̃j̃.bɾu.ˈʎaɾ,ɐ̃j̃,-,3,3,-,1,-,Initial,0,bo,0,bɾu,,embrulhar,wrap up,Bandeira2017[366-412],
Fa d’Ambo,boxiˈa,ɐ̃j̃bɾuˈʎaɾ,bo.xi.ˈa,ɐ̃j̃.bɾu.ˈʎaɾ,bɾu,bo,3,3,1,2,Initial,Medial,-,xi,ɐ̃j̃,-,,embrulhar,wrap up,Bandeira2017[366-412],
Fa d’Ambo,boxiˈa,ɐ̃j̃bɾuˈʎaɾ,bo.xi.ˈa,ɐ̃j̃.bɾu.ˈʎaɾ,-,xi,3,3,2,-,Medial,-,bo,ˈa,bɾu,ˈʎaɾ,,embrulhar,wrap up,Bandeira2017[366-412],
Fa d’Ambo,boxiˈa,ɐ̃j̃bɾuˈʎaɾ,bo.xi.ˈa,ɐ̃j̃.bɾu.ˈʎaɾ,ˈʎaɾ,ˈa,3,3,3,3,Final,Final,xi,3,-,3,,embrulhar,wrap up,Bandeira2017[366-412],
Fa d’Ambo,ˈda,ˈdaɾ,ˈda,ˈdaɾ,ˈdaɾ,ˈda,1,1,1,1,Final,Final,0,1,0,1,,dar,give,Bandeira2017[366-412],
Fa d’Ambo,dɐ̃ˈsaɾ,dɐ̃ˈsaɾ,dɐ̃.ˈsa,dɐ̃.ˈsaɾ,dɐ̃,dɐ̃,1,2,1,1,Final,Initial,0,ˈsa,0,ˈsaɾ,,dançar,to dance,Bandeira2017[366-412],
Fa d’Ambo,dɐ̃ˈsaɾ,dɐ̃ˈsaɾ,dɐ̃.ˈsa,dɐ̃.ˈsaɾ,ˈsaɾ,ˈsa,1,2,2,2,Medial,Final,dɐ̃,2,dɐ̃,2,,dançar,to dance,Bandeira2017[366-412],
Fa d’Ambo,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,dɨ,de:,2,3,1,1,Initial,Initial,0,-,0,ʀɨ,,derreter,to melt,Bandeira2017[366-412],
Fa d’Ambo,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,ʀɨ,-,2,3,-,2,-,Medial,de:,ˈte,dɨ,ˈteɾ,,derreter,to melt,Bandeira2017[366-412],
Fa d’Ambo,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,ˈteɾ,ˈte,2,3,2,3,Final,Final,-,2,ʀɨ,3,,derreter,to melt,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒjuˈni,duɾˈmiɾ,d̠ʒju.ˈni,duɾ.ˈmiɾ,duɾ,d̠ʒju,2,2,1,1,Initial,Initial,0,ˈni,0,ˈmiɾ,,dormir,to sleep,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒjuˈni,duɾˈmiɾ,d̠ʒju.ˈni,duɾ.ˈmiɾ,ˈmiɾ,ˈni,2,2,2,2,Final,Final,d̠ʒju,2,duɾ,2,,dormir,to sleep,Bandeira2017[366-412],
Fa d’Ambo,faˈla,fɐˈlaɾ,fa.ˈla,fɐ.ˈlaɾ,fɐ,fa,2,2,1,1,Initial,Initial,0,ˈla,0,ˈlaɾ,,falar,say,Bandeira2017[366-412],
Fa d’Ambo,faˈla,fɐˈlaɾ,fa.ˈla,fɐ.ˈlaɾ,ˈlaɾ,ˈla,2,2,2,2,Final,Final,fa,2,fɐ,2,,falar,say,Bandeira2017[366-412],
Fa d’Ambo,faˈmĩʃila,mẽˈtiɾ,fa.ˈmĩ.ʃi.la,mẽ.ˈtiɾ,-,fa,4,2,1,-,Initial,-,0,ˈmĩ,0,mẽ,,mentir,to lie,Bandeira2017[366-412],
Fa d’Ambo,faˈmĩʃila,mẽˈtiɾ,fa.ˈmĩ.ʃi.la,mẽ.ˈtiɾ,mẽ,ˈmĩ,4,2,2,1,Medial,Initial,fa,ʃi,-,ˈtiɾ,,mentir,to lie,Bandeira2017[366-412],
Fa d’Ambo,faˈmĩʃila,mẽˈtiɾ,fa.ˈmĩ.ʃi.la,mẽ.ˈtiɾ,ˈtiɾ,ʃi,4,2,3,2,Medial,Final,ˈmĩ,la,mẽ,-,,mentir,to lie,Bandeira2017[366-412],
Fa d’Ambo,faˈmĩʃila,mẽˈtiɾ,fa.ˈmĩ.ʃi.la,mẽ.ˈtiɾ,-,la,4,2,4,-,Final,-,ʃi,4,ˈtiɾ,-,,mentir,to lie,Bandeira2017[366-412],
Fa d’Ambo,fa:ˈta,falˈtaɾ,fa:.ˈta,faɫ.ˈtaɾ,faɫ,fa:,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,faltar,be absent,Bandeira2017[366-412],
Fa d’Ambo,fa:ˈta,falˈtaɾ,fa:.ˈta,faɫ.ˈtaɾ,ˈtaɾ,ˈta,2,2,2,2,Final,Final,fa:,2,faɫ,2,,faltar,be absent,Bandeira2017[366-412],
Fa d’Ambo,minˈza,miˈʒaɾ,min.ˈza,mi.ˈʒaɾ,mi,min,2,2,1,1,Initial,Initial,0,ˈza,0,ˈʒaɾ,,mijar,urinate,Bandeira2017[366-412],
Fa d’Ambo,minˈza,miˈʒaɾ,min.ˈza,mi.ˈʒaɾ,ˈʒaɾ,ˈza,2,2,2,2,Final,Final,min,2,mi,2,,mijar,urinate,Bandeira2017[366-412],
Fa d’Ambo,fɛ̃ˈdɛ,fɨˈdeɾ,fɛ̃.ˈdɛ,fɨ.ˈdeɾ,fɨ,fɛ̃,2,2,1,1,Initial,Initial,0,ˈdɛ,0,ˈdeɾ,,feder,stink,Bandeira2017[366-412],
Fa d’Ambo,fɛ̃ˈdɛ,fɨˈdeɾ,fɛ̃.ˈdɛ,fɨ.ˈdeɾ,ˈdeɾ,ˈdɛ,2,2,2,2,Final,Final,fɛ̃,2,fɨ,2,,feder,stink,Bandeira2017[366-412],
Fa d’Ambo,fɛ:ˈga,ɨʃfɾɨˈgaɾ,fɛ:.ˈga,ɨʃ.fɾɨ.ˈgaɾ,ɨʃ,-,2,3,-,1,-,Initial,0,fɛ:,0,fɾɨ,,esfregar,rub,Bandeira2017[366-412],
Fa d’Ambo,fɛ:ˈga,ɨʃfɾɨˈgaɾ,fɛ:.ˈga,ɨʃ.fɾɨ.ˈgaɾ,fɾɨ,fɛ:,2,3,1,2,Initial,Medial,-,ˈga,ɨʃ,ˈgaɾ,,esfregar,rub,Bandeira2017[366-412],
Fa d’Ambo,fɛ:ˈga,ɨʃfɾɨˈgaɾ,fɛ:.ˈga,ɨʃ.fɾɨ.ˈgaɾ,ˈgaɾ,ˈga,2,3,2,3,Final,Final,fɛ:,2,fɾɨ,3,,esfregar,rub,Bandeira2017[366-412],
Fa d’Ambo,fu:ˈga,fɔɫˈgaɾ,fu:.ˈga,fɔɫ.ˈgaɾ,fɔɫ,fu:,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,folgar,play,Bandeira2017[366-412],
Fa d’Ambo,fu:ˈga,fɔɫˈgaɾ,fu:.ˈga,fɔɫ.ˈgaɾ,ˈgaɾ,ˈga,2,2,2,2,Final,Final,fu:,2,fɔɫ,2,,folgar,play,Bandeira2017[366-412],
Fa d’Ambo,fũˈmɐ̃,dɨfuˈmaɾ,fũ.ˈmɐ̃,dɨ.fu.ˈmaɾ,dɨ,-,2,3,-,1,-,Initial,0,fũ,0,fu,,defumar,smoke,Bandeira2017[366-412],
Fa d’Ambo,fũˈmɐ̃,dɨfuˈmaɾ,fũ.ˈmɐ̃,dɨ.fu.ˈmaɾ,fu,fũ,2,3,1,2,Initial,Medial,-,ˈmɐ̃,dɨ,ˈmaɾ,,defumar,smoke,Bandeira2017[366-412],
Fa d’Ambo,fũˈmɐ̃,dɨfuˈmaɾ,fũ.ˈmɐ̃,dɨ.fu.ˈmaɾ,ˈmaɾ,ˈmɐ̃,2,3,2,3,Final,Final,fũ,2,fu,3,,defumar,smoke,Bandeira2017[366-412],
Fa d’Ambo,gusˈta,guʃˈtaɾ,gus.ˈta,guʃ.ˈtaɾ,guʃ,gus,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,gostar,like,Bandeira2017[366-412],
Fa d’Ambo,gusˈta,guʃˈtaɾ,gus.ˈta,guʃ.ˈtaɾ,ˈtaɾ,ˈta,2,2,2,2,Final,Final,gus,2,guʃ,2,,gostar,like,Bandeira2017[366-412],
Fa d’Ambo,xaˈba,ɐkɐˈbaɾ,xa.ˈba,ɐ.kɐ.ˈbaɾ,ɐ,-,2,3,-,1,-,Initial,0,xa,0,kɐ,,acabar,finish,Bandeira2017[366-412],
Fa d’Ambo,xaˈba,ɐkɐˈbaɾ,xa.ˈba,ɐ.kɐ.ˈbaɾ,kɐ,xa,2,3,1,2,Initial,Medial,-,ˈba,ɐ,ˈbaɾ,,acabar,finish,Bandeira2017[366-412],
Fa d’Ambo,xaˈba,ɐkɐˈbaɾ,xa.ˈba,ɐ.kɐ.ˈbaɾ,ˈbaɾ,ˈba,2,3,2,3,Final,Final,xa,2,kɐ,3,,acabar,finish,Bandeira2017[366-412],
Fa d’Ambo,xaˈma,ɨʃkɐˈmaɾ,xa.ˈma,ɨʃ.kɐ.ˈmaɾ,ɨʃ,-,2,3,-,1,-,Initial,0,xa,0,kɐ,,escamar,scale fish,Bandeira2017[366-412],
Fa d’Ambo,xaˈma,ɨʃkɐˈmaɾ,xa.ˈma,ɨʃ.kɐ.ˈmaɾ,kɐ,xa,2,3,1,2,Initial,Medial,-,ˈma,ɨʃ,ˈmaɾ,,escamar,scale fish,Bandeira2017[366-412],
Fa d’Ambo,xaˈma,ɨʃkɐˈmaɾ,xa.ˈma,ɨʃ.kɐ.ˈmaɾ,ˈmaɾ,ˈma,2,3,2,3,Final,Final,xa,2,kɐ,3,,escamar,scale fish,Bandeira2017[366-412],
Fa d’Ambo,xɐ̃nˈta,kɐ̃ˈtaɾ,xɐ̃n.ˈta,kɐ̃.ˈtaɾ,kɐ̃,xɐ̃n,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,cantar,sing,Bandeira2017[366-412],
Fa d’Ambo,xɐ̃nˈta,kɐ̃ˈtaɾ,xɐ̃n.ˈta,kɐ̃.ˈtaɾ,ˈtaɾ,ˈta,2,2,2,2,Final,Final,xɐ̃n,2,kɐ̃,2,,cantar,sing,Bandeira2017[366-412],
Fa d’Ambo,xaˈza,kɐˈzaɾ,xa.ˈza,kɐ.ˈzaɾ,kɐ,xa,2,2,1,1,Initial,Initial,0,ˈza,0,ˈzaɾ,,casar,marry,Bandeira2017[366-412],
Fa d’Ambo,xaˈza,kɐˈzaɾ,xa.ˈza,kɐ.ˈzaɾ,ˈzaɾ,ˈza,2,2,2,2,Final,Final,xa,2,kɐ,2,,casar,marry,Bandeira2017[366-412],
Fa d’Ambo,xabɛˈla,kɨˈbɾaɾ,xa.bɛ.ˈla,kɨ.ˈbɾaɾ,kɨ,xa,3,2,1,1,Initial,Initial,0,bɛ,0,ˈbɾaɾ,,quebrar,split,Bandeira2017[366-412],
Fa d’Ambo,xabɛˈla,kɨˈbɾaɾ,xa.bɛ.ˈla,kɨ.ˈbɾaɾ,ˈbɾaɾ,bɛ,3,2,2,2,Medial,Final,xa,ˈla,kɨ,-,,quebrar,split,Bandeira2017[366-412],
Fa d’Ambo,xabɛˈla,kɨˈbɾaɾ,xa.bɛ.ˈla,kɨ.ˈbɾaɾ,-,ˈla,3,2,3,-,Final,-,bɛ,3,ˈbɾaɾ,-,,quebrar,split,Bandeira2017[366-412],
Fa d’Ambo,xeˈle,ˈkɾeɾ,xe.ˈle,ˈkɾeɾ,ˈkɾeɾ,xe,2,1,1,1,Initial,Final,0,ˈle,0,-,,crer,believe,Bandeira2017[366-412],
Fa d’Ambo,xeˈle,ˈkɾeɾ,xe.ˈle,ˈkɾeɾ,-,ˈle,2,1,2,-,Final,-,xe,2,ˈkɾeɾ,-,,crer,believe,Bandeira2017[366-412],
Fa d’Ambo,kaˈma,kɐjˈmaɾ,ka.ˈma,kɐj.ˈmaɾ,kɐj,ka,2,2,1,1,Initial,Initial,0,ˈma,0,ˈmaɾ,,queimar,burn,Bandeira2017[366-412],
Fa d’Ambo,kaˈma,kɐjˈmaɾ,ka.ˈma,kɐj.ˈmaɾ,ˈmaɾ,ˈma,2,2,2,2,Final,Final,ka,2,kɐj,2,,queimar,burn,Bandeira2017[366-412],
Fa d’Ambo,xɛ̃jˈta,ɨʃkẽˈtaɾ,xɛ̃j.ˈta,ɨʃ.kẽ.ˈtaɾ,ɨʃ,-,2,3,-,1,-,Initial,0,xɛ̃j,0,kẽ,,esquentar,warm up,Bandeira2017[366-412],
Fa d’Ambo,xɛ̃jˈta,ɨʃkẽˈtaɾ,xɛ̃j.ˈta,ɨʃ.kẽ.ˈtaɾ,kẽ,xɛ̃j,2,3,1,2,Initial,Medial,-,ˈta,ɨʃ,ˈtaɾ,,esquentar,warm up,Bandeira2017[366-412],
Fa d’Ambo,xɛ̃jˈta,ɨʃkẽˈtaɾ,xɛ̃j.ˈta,ɨʃ.kẽ.ˈtaɾ,ˈtaɾ,ˈta,2,3,2,3,Final,Final,xɛ̃j,2,kẽ,3,,esquentar,warm up,Bandeira2017[366-412],
Fa d’Ambo,keˈse,ɨʃkɛˈseɾ,ke.ˈse,ɨʃ.kɛ.ˈseɾ,ɨʃ,-,2,3,-,1,-,Initial,0,ke,0,kɛ,,esquecer,to forget,Bandeira2017[366-412],
Fa d’Ambo,keˈse,ɨʃkɛˈseɾ,ke.ˈse,ɨʃ.kɛ.ˈseɾ,kɛ,ke,2,3,1,2,Initial,Medial,-,ˈse,ɨʃ,ˈseɾ,,esquecer,to forget,Bandeira2017[366-412],
Fa d’Ambo,keˈse,ɨʃkɛˈseɾ,ke.ˈse,ɨʃ.kɛ.ˈseɾ,ˈseɾ,ˈse,2,3,2,3,Final,Final,ke,2,kɛ,3,,esquecer,to forget,Bandeira2017[366-412],
Fa d’Ambo,kaˈe,kɐˈiɾ,ka.ˈe,kɐ.ˈiɾ,kɐ,ka,2,2,1,1,Initial,Initial,0,ˈe,0,ˈiɾ,,cair,fall,Bandeira2017[366-412],
Fa d’Ambo,kaˈe,kɐˈiɾ,ka.ˈe,kɐ.ˈiɾ,ˈiɾ,ˈe,2,2,2,2,Final,Final,ka,2,kɐ,2,,cair,fall,Bandeira2017[366-412],
Fa d’Ambo,ga:ˈga,kɐʀɨˈgaɾ,ga:.ˈga,kɐ.ʀɨ.ˈgaɾ,kɐ,ga:,2,3,1,1,Initial,Initial,0,-,0,ʀɨ,,carregar,load,Bandeira2017[366-412],
Fa d’Ambo,ga:ˈga,kɐʀɨˈgaɾ,ga:.ˈga,kɐ.ʀɨ.ˈgaɾ,ʀɨ,-,2,3,-,2,-,Medial,ga:,ˈga,kɐ,ˈgaɾ,,carregar,load,Bandeira2017[366-412],
Fa d’Ambo,ga:ˈga,kɐʀɨˈgaɾ,ga:.ˈga,kɐ.ʀɨ.ˈgaɾ,ˈgaɾ,ˈga,2,3,2,3,Final,Final,-,2,ʀɨ,3,,carregar,load,Bandeira2017[366-412],
Fa d’Ambo,xe:ˈse,kɾɨʃˈseɾ,xe:.ˈse,kɾɨʃ.ˈseɾ,kɾɨʃ,xe:,2,2,1,1,Initial,Initial,0,ˈse,0,ˈseɾ,,crescer,grow,Bandeira2017[366-412],
Fa d’Ambo,xe:ˈse,kɾɨʃˈseɾ,xe:.ˈse,kɾɨʃ.ˈseɾ,ˈseɾ,ˈse,2,2,2,2,Final,Final,xe:,2,kɾɨʃ,2,,crescer,grow,Bandeira2017[366-412],
Fa d’Ambo,kiˈli,kuˈʎeɾ,ki.ˈli,ku.ˈʎeɾ,ku,ki,2,2,1,1,Initial,Initial,0,ˈli,0,ˈʎeɾ,,colher,harvest,Bandeira2017[366-412],
Fa d’Ambo,kiˈli,kuˈʎeɾ,ki.ˈli,ku.ˈʎeɾ,ˈʎeɾ,ˈli,2,2,2,2,Final,Final,ki,2,ku,2,,colher,harvest,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɨʃkuˈʎeɾ,ku.ˈʎa,ɨʃ.ku.ˈʎeɾ,ɨʃ,-,2,3,-,1,-,Initial,0,ku,0,ku,,escolher,choose,Bandeira2017[366-412],
