Language,SourceWord,TargetWord,SourceWordSyllable,TargetWordSyylable,SourceSyllable,TargetSyllable,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,PositionSource Simple,PositionTarget Simple,Previous SourceSyllable,Next SourceSyllable,Previous TargetSyllable,Next TargetSyllable,Process,TargetOrthography,Translation,References,Notes
Fa d’Ambo,sɔˈxa,sɨˈkaɾ,sɔ.ˈxa,sɨ.ˈkaɾ,sɨ,sɔ,2,2,1,1,Initial,Initial,0,ˈkaɾ,0,ˈxa,,secar,wipe,Bandeira2017[366-412],
Fa d’Ambo,sɔˈxa,sɨˈkaɾ,sɔ.ˈxa,sɨ.ˈkaɾ,ˈxa,ˈkaɾ,2,2,2,2,Final,Final,sɔ,2,sɨ,2,,secar,wipe,Bandeira2017[366-412],
Fa d’Ambo,suˈpa,ʃuˈpaɾ,su.ˈpa,ʃu.ˈpaɾ,ʃu,su,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpaɾ,,chupar,suck,Bandeira2017[366-412],
Fa d’Ambo,suˈpa,ʃuˈpaɾ,su.ˈpa,ʃu.ˈpaɾ,ˈpaɾ,ˈpa,2,2,2,2,Final,Final,su,2,ʃu,2,,chupar,suck,Bandeira2017[366-412],
Fa d’Ambo,suˈa,suˈaɾ,su.ˈa,su.ˈaɾ,su,su,2,2,1,1,Initial,Initial,0,ˈa,0,ˈaɾ,,suar,sweat,Bandeira2017[366-412],
Fa d’Ambo,suˈa,suˈaɾ,su.ˈa,su.ˈaɾ,ˈaɾ,ˈa,2,2,2,2,Final,Final,su,2,su,2,,suar,sweat,Bandeira2017[366-412],
Fa d’Ambo,sẽˈta,sẽˈtaɾ,sẽ.ˈta,sẽ.ˈtaɾ,sẽ,sẽ,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,sentar,sit,Bandeira2017[366-412],
Fa d’Ambo,sẽˈta,sẽˈtaɾ,sẽ.ˈta,sẽ.ˈtaɾ,ˈtaɾ,ˈta,2,2,2,2,Final,Final,sẽ,2,sẽ,2,,sentar,sit,Bandeira2017[366-412],
Fa d’Ambo,ˈte,teɾ,ˈte,teɾ,teɾ,ˈte,1,1,1,1,Final,Final,0,1,0,1,,ter,have,Bandeira2017[366-412],
Fa d’Ambo,tẽˈde,ẽtẽˈdeɾ,tẽ.ˈde,ẽ.tẽ.ˈdeɾ,ẽ,-,2,3,-,1,-,Initial,0,tẽ,0,tẽ,,entender,to listen,Bandeira2017[366-412],
Fa d’Ambo,tẽˈde,ẽtẽˈdeɾ,tẽ.ˈde,ẽ.tẽ.ˈdeɾ,tẽ,tẽ,2,3,1,2,Initial,Medial,-,ˈde,ẽ,ˈdeɾ,,entender,to listen,Bandeira2017[366-412],
Fa d’Ambo,tẽˈde,ẽtẽˈdeɾ,tẽ.ˈde,ẽ.tẽ.ˈdeɾ,ˈdeɾ,ˈde,2,3,2,3,Final,Final,tẽ,2,tẽ,3,,entender,to listen,Bandeira2017[366-412],
Fa d’Ambo,t̠ʃiˈla,tiˈɾaɾ,t̠ʃi.ˈla,ti.ˈɾaɾ,ti,t̠ʃi,2,2,1,1,Initial,Initial,0,ˈla,0,ˈɾaɾ,,tirar,remove,Bandeira2017[366-412],
Fa d’Ambo,t̠ʃiˈla,tiˈɾaɾ,t̠ʃi.ˈla,ti.ˈɾaɾ,ˈɾaɾ,ˈla,2,2,2,2,Final,Final,t̠ʃi,2,ti,2,,tirar,remove,Bandeira2017[366-412],
Fa d’Ambo,ta:baˈʎa,tɾɐbɐˈʎaɾ,ta:.ba.ˈʎa,tɾɐ.bɐ.ˈʎaɾ,tɾɐ,ta:,3,3,1,1,Initial,Initial,0,ba,0,bɐ,,trabalhar,to work,Bandeira2017[366-412],
Fa d’Ambo,ta:baˈʎa,tɾɐbɐˈʎaɾ,ta:.ba.ˈʎa,tɾɐ.bɐ.ˈʎaɾ,bɐ,ba,3,3,2,2,Medial,Medial,ta:,ˈʎa,tɾɐ,ˈʎaɾ,,trabalhar,to work,Bandeira2017[366-412],
Fa d’Ambo,ta:baˈʎa,tɾɐbɐˈʎaɾ,ta:.ba.ˈʎa,tɾɐ.bɐ.ˈʎaɾ,ˈʎaɾ,ˈʎa,3,3,3,3,Final,Final,ba,3,bɐ,3,,trabalhar,to work,Bandeira2017[366-412],
Fa d’Ambo,ntɔˈla,tuˈʀaɾ,ntɔ.ˈla,tu.ˈʀaɾ,-,n,2,2,1,-,Initial,-,0,tɔ,0,tu,,torrar,toast,Bandeira2017[366-412],
Fa d’Ambo,ntɔˈla,tuˈʀaɾ,ntɔ.ˈla,tu.ˈʀaɾ,tu,tɔ,2,2,2,1,Final,Initial,n,ˈla,-,ˈʀaɾ,,torrar,toast,Bandeira2017[366-412],
Fa d’Ambo,ntɔˈla,tuˈʀaɾ,ntɔ.ˈla,tu.ˈʀaɾ,ˈʀaɾ,ˈla,2,2,3,2,Medial,Final,tɔ,3,tu,2,,torrar,toast,Bandeira2017[366-412],
Fa d’Ambo,zuˈda,ɐʒuˈdaɾ,zu.ˈda,ɐ.ʒu.ˈdaɾ,ɐ,-,2,3,-,1,-,Initial,0,zu,0,ʒu,,ajudar,help,Bandeira2017[366-412],
Fa d’Ambo,zuˈda,ɐʒuˈdaɾ,zu.ˈda,ɐ.ʒu.ˈdaɾ,ʒu,zu,2,3,1,2,Initial,Medial,-,ˈda,ɐ,ˈdaɾ,,ajudar,help,Bandeira2017[366-412],
Fa d’Ambo,zuˈda,ɐʒuˈdaɾ,zu.ˈda,ɐ.ʒu.ˈdaɾ,ˈdaɾ,ˈda,2,3,2,3,Final,Final,zu,2,ʒu,3,,ajudar,help,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈfũtu,dɨˈfũtu,d̠ʒi.ˈfũ.tu,dɨ.ˈfũ.tu,dɨ,d̠ʒi,3,3,1,1,Initial,Initial,0,ˈfũ,0,ˈfũ,,defunto,deceased,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈfũtu,dɨˈfũtu,d̠ʒi.ˈfũ.tu,dɨ.ˈfũ.tu,ˈfũ,ˈfũ,3,3,2,2,Medial,Medial,d̠ʒi,tu,dɨ,tu,,defunto,deceased,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈfũtu,dɨˈfũtu,d̠ʒi.ˈfũ.tu,dɨ.ˈfũ.tu,tu,tu,3,3,3,3,Final,Final,ˈfũ,3,ˈfũ,3,,defunto,deceased,Bandeira2017[366-412],
Fa d’Ambo,ˈminu,mɨˈninu,ˈmi.nu,mɨ.ˈni.nu,mɨ,ˈmi,2,3,1,1,Initial,Initial,0,-,0,ˈni,,menino,child,Bandeira2017[366-412],
Fa d’Ambo,ˈminu,mɨˈninu,ˈmi.nu,mɨ.ˈni.nu,ˈni,-,2,3,-,2,-,Medial,ˈmi,nu,mɨ,nu,,menino,child,Bandeira2017[366-412],
Fa d’Ambo,ˈminu,mɨˈninu,ˈmi.nu,mɨ.ˈni.nu,nu,nu,2,3,2,3,Final,Final,-,2,ˈni,3,,menino,child,Bandeira2017[366-412],
Fa d’Ambo,ˈmjɛle,muˈʎɛɾ,ˈmjɛ.le,mu.ˈʎɛɾ,mu,ˈmjɛ,2,2,1,1,Initial,Initial,0,le,0,ˈʎɛɾ,,mulher,woman,Bandeira2017[366-412],
Fa d’Ambo,ˈmjɛle,muˈʎɛɾ,ˈmjɛ.le,mu.ˈʎɛɾ,ˈʎɛɾ,le,2,2,2,2,Final,Final,ˈmjɛ,2,mu,2,,mulher,woman,Bandeira2017[366-412],
Fa d’Ambo,ˈŋge,aɫˈgɐ̃j̃,ˈŋge,aɫ.ˈgɐ̃j̃,aɫ,-,1,2,-,1,-,Initial,0,ˈŋge,0,ˈgɐ̃j̃,,alguém,someone,Bandeira2017[366-412],
Fa d’Ambo,ˈŋge,aɫˈgɐ̃j̃,ˈŋge,aɫ.ˈgɐ̃j̃,ˈgɐ̃j̃,ˈŋge,1,2,1,2,Final,Final,-,1,aɫ,2,,alguém,someone,Bandeira2017[366-412],
Fa d’Ambo,ɔˈmɛ,ɔˈmɛ̃,ɔ.ˈmɛ,ɔ.ˈmɛ̃,ɔ,ɔ,2,2,1,1,Initial,Initial,0,ˈmɛ,0,ˈmɛ̃,,homem,man,Bandeira2017[366-412],
Fa d’Ambo,ɔˈmɛ,ɔˈmɛ̃,ɔ.ˈmɛ,ɔ.ˈmɛ̃,ˈmɛ̃,ˈmɛ,2,2,2,2,Final,Final,ɔ,2,ɔ,2,,homem,man,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈvid̠ʒil,viˈziɲu,d̠ʒi.ˈvi.d̠ʒil,vi.ˈzi.ɲu,-,d̠ʒi,3,3,1,-,Initial,-,0,ˈvi,0,vi,,vizinho,neighbor,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈvid̠ʒil,viˈziɲu,d̠ʒi.ˈvi.d̠ʒil,vi.ˈzi.ɲu,vi,ˈvi,3,3,2,1,Medial,Initial,d̠ʒi,d̠ʒil,-,ˈzi,,vizinho,neighbor,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈvid̠ʒil,viˈziɲu,d̠ʒi.ˈvi.d̠ʒil,vi.ˈzi.ɲu,ˈzi,d̠ʒil,3,3,3,2,Final,Medial,ˈvi,-,vi,ɲu,,vizinho,neighbor,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈvid̠ʒil,viˈziɲu,d̠ʒi.ˈvi.d̠ʒil,vi.ˈzi.ɲu,ɲu,-,3,3,-,3,-,Final,d̠ʒil,-,ˈzi,3,,vizinho,neighbor,Bandeira2017[366-412],
Fa d’Ambo,ˈfɛla,ˈfejɾɐ,ˈfɛ.la,ˈfɐj.ɾɐ,ˈfɐj,ˈfɛ,2,2,1,1,Initial,Initial,0,la,0,ɾɐ,,feira,market,Bandeira2017[366-412],
Fa d’Ambo,ˈfɛla,ˈfejɾɐ,ˈfɛ.la,ˈfɐj.ɾɐ,ɾɐ,la,2,2,2,2,Final,Final,ˈfɛ,2,ˈfɐj,2,,feira,market,Bandeira2017[366-412],
Fa d’Ambo,ˈge:za,iˈgrɐʒɐ,ˈge:.za,i.ˈgrɐ.ʒɐ,i,-,2,3,-,1,-,Initial,0,ˈge,0,ˈgrɐ,,igreja,church,Bandeira2017[366-412],
Fa d’Ambo,ˈge:za,iˈgrɐʒɐ,ˈge:.za,i.ˈgrɐ.ʒɐ,ˈgrɐ,ˈge,2,3,1,2,Initial,Medial,-,za,i,ʒɐ,,igreja,church,Bandeira2017[366-412],
Fa d’Ambo,ˈge:za,iˈgrɐʒɐ,ˈge:.za,i.ˈgrɐ.ʒɐ,ʒɐ,za,2,3,2,3,Final,Final,ˈge,2,ˈgrɐ,3,,igreja,church,Bandeira2017[366-412],
Fa d’Ambo,xaˈd̠ʒia,kɐˈdɐjɐ,xa.ˈd̠ʒi.a,kɐ.ˈdɐj.ɐ,kɐ,xa,3,3,1,1,Initial,Initial,0,ˈd̠ʒi,0,ˈdɐj,,cadeia,prison,Bandeira2017[366-412],
Fa d’Ambo,xaˈd̠ʒia,kɐˈdɐjɐ,xa.ˈd̠ʒi.a,kɐ.ˈdɐj.ɐ,ˈdɐj,ˈd̠ʒi,3,3,2,2,Medial,Medial,xa,a,kɐ,ɐ,,cadeia,prison,Bandeira2017[366-412],
Fa d’Ambo,xaˈd̠ʒia,kɐˈdɐjɐ,xa.ˈd̠ʒi.a,kɐ.ˈdɐj.ɐ,ɐ,a,3,3,3,3,Final,Final,ˈd̠ʒi,3,ˈdɐj,3,,cadeia,prison,Bandeira2017[366-412],
Fa d’Ambo,ˈxai,ˈkazɐ,ˈxai,ˈka.zɐ,ˈka,ˈxai,1,2,1,1,Final,Initial,0,-,0,zɐ,,casa,house,Bandeira2017[366-412],
Fa d’Ambo,ˈxai,ˈkazɐ,ˈxai,ˈka.zɐ,zɐ,-,1,2,-,2,-,Final,ˈxai,-,ˈka,2,,casa,house,Bandeira2017[366-412],
Fa d’Ambo,fɐ̃ˈtɛ:za,fuɾtɐˈlezɐ,fɐ̃.ˈtɛ:.za,fuɾ.tɐ.ˈle.zɐ,fuɾ,fɐ̃,3,4,1,1,Initial,Initial,0,ˈtɛ,0,tɐ,,fortaleza,wall,Bandeira2017[366-412],
Fa d’Ambo,fɐ̃ˈtɛ:za,fuɾtɐˈlezɐ,fɐ̃.ˈtɛ:.za,fuɾ.tɐ.ˈle.zɐ,tɐ,ˈtɛ,3,4,2,2,Medial,Medial,fɐ̃,-,fuɾ,ˈle,,fortaleza,wall,Bandeira2017[366-412],
Fa d’Ambo,fɐ̃ˈtɛ:za,fuɾtɐˈlezɐ,fɐ̃.ˈtɛ:.za,fuɾ.tɐ.ˈle.zɐ,ˈle,-,3,4,-,3,-,Medial,ˈtɛ,za,tɐ,zɐ,,fortaleza,wall,Bandeira2017[366-412],
Fa d’Ambo,fɐ̃ˈtɛ:za,fuɾtɐˈlezɐ,fɐ̃.ˈtɛ:.za,fuɾ.tɐ.ˈle.zɐ,zɐ,za,3,4,3,4,Final,Final,-,3,ˈle,4,,fortaleza,wall,Bandeira2017[366-412],
Fa d’Ambo,ˈpa:sa,ˈpɾasɐ,ˈpa:.sa,ˈpɾa.sɐ,ˈpɾa,ˈpa:,2,2,1,1,Initial,Initial,0,sa,0,sɐ,,praça,square,Bandeira2017[366-412],
Fa d’Ambo,ˈpa:sa,ˈpɾasɐ,ˈpa:.sa,ˈpɾa.sɐ,sɐ,sa,2,2,2,2,Final,Final,ˈpa:,2,ˈpɾa,2,,praça,square,Bandeira2017[366-412],
Fa d’Ambo,ˈtol,ˈtoʀɨ,ˈtol,ˈto.ʀɨ,ˈto,ˈtol,1,2,1,1,Final,Initial,0,-,0,ʀɨ,,torre,tower,Bandeira2017[366-412],
Fa d’Ambo,ˈtol,ˈtoʀɨ,ˈtol,ˈto.ʀɨ,ʀɨ,-,1,2,-,2,-,Final,ˈtol,-,ˈto,2,,torre,tower,Bandeira2017[366-412],
Fa d’Ambo,ˈfɛlu,ˈfɛʀu,ˈfɛ.lu,ˈfɛ.ʀu,ˈfɛ,ˈfɛ,2,2,1,1,Initial,Initial,0,lu,0,ʀu,,ferro,iron,Bandeira2017[366-412],
Fa d’Ambo,ˈfɛlu,ˈfɛʀu,ˈfɛ.lu,ˈfɛ.ʀu,ʀu,lu,2,2,2,2,Final,Final,ˈfɛ,2,ˈfɛ,2,,ferro,iron,Bandeira2017[366-412],
Fa d’Ambo,ˈpa:ta,ˈpɾatɐ,ˈpa:.ta,ˈpɾa.tɐ,ˈpɾa,ˈpa:,2,2,1,1,Initial,Initial,0,ta,0,tɐ,,prata,silver,Bandeira2017[366-412],
Fa d’Ambo,ˈpa:ta,ˈpɾatɐ,ˈpa:.ta,ˈpɾa.tɐ,tɐ,ta,2,2,2,2,Final,Final,ˈpa:,2,ˈpɾa,2,,prata,silver,Bandeira2017[366-412],
Fa d’Ambo,ˈsũba,ˈʃũbu,ˈsũ.ba,ˈʃũ.bu,ˈʃũ,ˈsũ,2,2,1,1,Initial,Initial,0,ba,0,bu,,chumbo,lead,Bandeira2017[366-412],
Fa d’Ambo,ˈsũba,ˈʃũbu,ˈsũ.ba,ˈʃũ.bu,bu,ba,2,2,2,2,Final,Final,ˈsũ,2,ˈʃũ,2,,chumbo,lead,Bandeira2017[366-412],
Fa d’Ambo,aˈlɛa,ɐˈɾɐjɐ,a.ˈlɛ.a,ɐ.ˈɾɐj.ɐ,ɐ,a,3,3,1,1,Initial,Initial,0,ˈlɛ,0,ˈɾɐj,,areia,sand,Bandeira2017[366-412],
Fa d’Ambo,aˈlɛa,ɐˈɾɐjɐ,a.ˈlɛ.a,ɐ.ˈɾɐj.ɐ,ˈɾɐj,ˈlɛ,3,3,2,2,Medial,Medial,a,a,ɐ,ɐ,,areia,sand,Bandeira2017[366-412],
Fa d’Ambo,aˈlɛa,ɐˈɾɐjɐ,a.ˈlɛ.a,ɐ.ˈɾɐj.ɐ,ɐ,a,3,3,3,3,Final,Final,ˈlɛ,3,ˈɾɐj,3,,areia,sand,Bandeira2017[366-412],
Fa d’Ambo,ˈbalu,ˈbaʀu,ˈba.lu,ˈba.ʀu,ˈba,ˈba,2,2,1,1,Initial,Initial,0,lu,0,ʀu,,barro,clay,Bandeira2017[366-412],
Fa d’Ambo,ˈbalu,ˈbaʀu,ˈba.lu,ˈba.ʀu,ʀu,lu,2,2,2,2,Final,Final,ˈba,2,ˈba,2,,barro,clay,Bandeira2017[366-412],
Fa d’Ambo,ˈfiu,ˈfɾiu,ˈfi.u,ˈfɾi.u,ˈfɾi,ˈfi,2,2,1,1,Initial,Initial,0,u,0,u,,frio,cold,Bandeira2017[366-412],
Fa d’Ambo,ˈfiu,ˈfɾiu,ˈfi.u,ˈfɾi.u,u,u,2,2,2,2,Final,Final,ˈfi,2,ˈfɾi,2,,frio,cold,Bandeira2017[366-412],
Fa d’Ambo,iˈʎa,ˈiʎɐ,i.ˈʎa,ˈi.ʎɐ,i,i,2,2,1,1,Initial,Initial,0,ˈʎa,0,ʎɐ,,ilha,island,Bandeira2017[366-412],
Fa d’Ambo,iˈʎa,ˈiʎɐ,i.ˈʎa,ˈi.ʎɐ,ʎɐ,ˈʎa,2,2,2,2,Final,Final,i,2,i,2,,ilha,island,Bandeira2017[366-412],
Fa d’Ambo,ˈkɛĩt̠ʃi,ˈkẽtɨ,ˈkɛĩ.t̠ʃi,ˈkẽ.tɨ,ˈkẽ,ˈkɛĩ,2,2,1,1,Initial,Initial,0,t̠ʃi,0,tɨ,,quente,heat,Bandeira2017[366-412],
Fa d’Ambo,ˈkɛĩt̠ʃi,ˈkẽtɨ,ˈkɛĩ.t̠ʃi,ˈkẽ.tɨ,tɨ,t̠ʃi,2,2,2,2,Final,Final,ˈkɛĩ,2,ˈkẽ,2,,quente,heat,Bandeira2017[366-412],
Fa d’Ambo,xa:ˈbɐ̃,kɐɾˈvɐ̃w̃,xa:.ˈbɐ̃,kɐɾ.ˈvɐ̃w̃,kɐɾ,xa:,2,2,1,1,Initial,Initial,0,ˈbɐ̃,0,ˈvɐ̃w̃,,carvão,coal,Bandeira2017[366-412],
Fa d’Ambo,xa:ˈbɐ̃,kɐɾˈvɐ̃w̃,xa:.ˈbɐ̃,kɐɾ.ˈvɐ̃w̃,ˈvɐ̃w̃,ˈbɐ̃,2,2,2,2,Final,Final,xa:,2,kɐɾ,2,,carvão,coal,Bandeira2017[366-412],
Fa d’Ambo,ˈnovi,ˈnuvɐ̃j̃,ˈno.vi,ˈnu.vɐ̃j̃,ˈnu,ˈno,2,2,1,1,Initial,Initial,0,vi,0,vɐ̃j̃,,nuvem,cloud,Bandeira2017[366-412],
Fa d’Ambo,ˈnovi,ˈnuvɐ̃j̃,ˈno.vi,ˈnu.vɐ̃j̃,vɐ̃j̃,vi,2,2,2,2,Final,Final,ˈno,2,ˈnu,2,,nuvem,cloud,Bandeira2017[366-412],
Fa d’Ambo,ˈnwa,ˈluɐ,ˈnwa,ˈlu.ɐ,ˈlu,ˈnwa,1,2,1,1,Final,Initial,0,-,0,ɐ,,lua,moon,Bandeira2017[366-412],
Fa d’Ambo,ˈnwa,ˈluɐ,ˈnwa,ˈlu.ɐ,ɐ,-,1,2,-,2,-,Final,ˈnwa,-,ˈlu,2,,lua,moon,Bandeira2017[366-412],
Fa d’Ambo,ˈnia,ˈlɐɲɐ,ˈni.a,ˈlɐ.ɲɐ,ˈlɐ,-,2,2,-,1,-,Initial,0,ˈni,0,ɲɐ,,lenha,wood,Bandeira2017[366-412],
Fa d’Ambo,ˈnia,ˈlɐɲɐ,ˈni.a,ˈlɐ.ɲɐ,ɲɐ,ˈni,2,2,1,2,Initial,Final,-,a,ˈlɐ,-,,lenha,wood,Bandeira2017[366-412],
Fa d’Ambo,ˈnia,ˈlɐɲɐ,ˈni.a,ˈlɐ.ɲɐ,-,a,2,2,2,-,Final,-,ˈni,2,ɲɐ,-,,lenha,wood,Bandeira2017[366-412],
Fa d’Ambo,ɔˈmɛ,ˈmaɾ,ɔ.ˈmɛ,ˈmaɾ,-,ɔ,2,1,1,-,Initial,-,0,ˈmɛ,0,ˈmaɾ,,mar,sea,Bandeira2017[366-412],
Fa d’Ambo,ɔˈmɛ,ˈmaɾ,ɔ.ˈmɛ,ˈmaɾ,ˈmaɾ,ˈmɛ,2,1,2,1,Final,Final,ɔ,2,-,1,,mar,sea,Bandeira2017[366-412],
Fa d’Ambo,luˈbɛla,ʀiˈbɐjɾu,lu.ˈbɛ.la,ʀi.ˈbɐj.ɾu,ʀi,lu,3,3,1,1,Initial,Initial,0,ˈbɛ,0,ˈbɐj,,ribeiro,river,Bandeira2017[366-412],
Fa d’Ambo,luˈbɛla,ʀiˈbɐjɾu,lu.ˈbɛ.la,ʀi.ˈbɐj.ɾu,ˈbɐj,ˈbɛ,3,3,2,2,Medial,Medial,lu,la,ʀi,ɾu,,ribeiro,river,Bandeira2017[366-412],
Fa d’Ambo,luˈbɛla,ʀiˈbɐjɾu,lu.ˈbɛ.la,ʀi.ˈbɐj.ɾu,ɾu,la,3,3,3,3,Final,Final,ˈbɛ,3,ˈbɐj,3,,ribeiro,river,Bandeira2017[366-412],
Fa d’Ambo,ɔˈsɛ,ˈsɛw,ɔ.ˈsɛ,ˈsɛw,-,ɔ,2,1,1,-,Initial,-,0,ˈsɛ,0,ˈsɛw,,céu,sky,Bandeira2017[366-412],
Fa d’Ambo,ɔˈsɛ,ˈsɛw,ɔ.ˈsɛ,ˈsɛw,ˈsɛw,ˈsɛ,2,1,2,1,Final,Final,ɔ,2,-,1,,céu,sky,Bandeira2017[366-412],
Fa d’Ambo,ˈpiku,ˈpiku,ˈpi.ku,ˈpi.ku,ˈpi,ˈpi,2,2,1,1,Initial,Initial,0,ku,0,ku,,pico,peak,Bandeira2017[366-412],
Fa d’Ambo,ˈpiku,ˈpiku,ˈpi.ku,ˈpi.ku,ku,ku,2,2,2,2,Final,Final,ˈpi,2,ˈpi,2,,pico,peak,Bandeira2017[366-412],
Fa d’Ambo,ˈsɔlɔ,ˈsɔl,ˈsɔ.lɔ,ˈsɔl,ˈsɔl,ˈsɔ,2,1,1,1,Initial,Final,0,lɔ,0,-,,sol,sun,Bandeira2017[366-412],
Fa d’Ambo,ˈsɔlɔ,ˈsɔl,ˈsɔ.lɔ,ˈsɔl,-,lɔ,2,1,2,-,Final,-,ˈsɔ,2,ˈsɔl,-,,sol,sun,Bandeira2017[366-412],
Fa d’Ambo,ˈtɛ:la,ɨʃˈtɾelɐ,ˈtɛ:.la,ɨʃ.ˈtɾe.lɐ,ɨʃ,-,2,3,-,1,-,Initial,0,ˈtɛ:,0,ˈtɾe,,estrela,star,Bandeira2017[366-412],
Fa d’Ambo,ˈtɛ:la,ɨʃˈtɾelɐ,ˈtɛ:.la,ɨʃ.ˈtɾe.lɐ,ˈtɾe,ˈtɛ:,2,3,1,2,Initial,Medial,-,la,ɨʃ,lɐ,,estrela,star,Bandeira2017[366-412],
Fa d’Ambo,ˈtɛ:la,ɨʃˈtɾelɐ,ˈtɛ:.la,ɨʃ.ˈtɾe.lɐ,lɐ,la,2,3,2,3,Final,Final,ˈtɛ:,2,ˈtɾe,3,,estrela,star,Bandeira2017[366-412],
Fa d’Ambo,ˈʃuva,ˈʃuvɐ,ˈʃu.va,ˈʃu.vɐ,ˈʃu,ˈʃu,2,2,1,1,Initial,Initial,0,va,0,vɐ,,chuva,rain,Bandeira2017[366-412],
Fa d’Ambo,ˈʃuva,ˈʃuvɐ,ˈʃu.va,ˈʃu.vɐ,vɐ,va,2,2,2,2,Final,Final,ˈʃu,2,ˈʃu,2,,chuva,rain,Bandeira2017[366-412],
Fa d’Ambo,ˈtɛla,ˈtɛʀɐ,ˈtɛ.la,ˈtɛ.ʀɐ,ˈtɛ,ˈtɛ,2,2,1,1,Initial,Initial,0,la,0,ʀɐ,,terra,earth,Bandeira2017[366-412],
Fa d’Ambo,ˈtɛla,ˈtɛʀɐ,ˈtɛ.la,ˈtɛ.ʀɐ,ʀɐ,la,2,2,2,2,Final,Final,ˈtɛ,2,ˈtɛ,2,,terra,earth,Bandeira2017[366-412],
Fa d’Ambo,toloˈvada,tɾuvuˈada,to.lo.ˈva.da,tɾu.vu.ˈa.dɐ,tɾu,to,4,4,1,1,Initial,Initial,0,lo,0,-,,trovoada,thunderstorm,Bandeira2017[366-412],
Fa d’Ambo,toloˈvada,tɾuvuˈada,to.lo.ˈva.da,tɾu.vu.ˈa.dɐ,-,lo,4,4,2,-,Medial,-,to,-,tɾu,vu,,trovoada,thunderstorm,Bandeira2017[366-412],
Fa d’Ambo,toloˈvada,tɾuvuˈada,to.lo.ˈva.da,tɾu.vu.ˈa.dɐ,vu,-,4,4,-,2,-,Medial,lo,ˈva,-,ˈa,,trovoada,thunderstorm,Bandeira2017[366-412],
Fa d’Ambo,toloˈvada,tɾuvuˈada,to.lo.ˈva.da,tɾu.vu.ˈa.dɐ,ˈa,ˈva,4,4,3,3,Medial,Medial,-,da,vu,dɐ,,trovoada,thunderstorm,Bandeira2017[366-412],
Fa d’Ambo,toloˈvada,tɾuvuˈada,to.lo.ˈva.da,tɾu.vu.ˈa.dɐ,dɐ,da,4,4,4,4,Final,Final,ˈva,4,ˈa,4,,trovoada,thunderstorm,Bandeira2017[366-412],
Fa d’Ambo,ɔˈvɛ̃tu,ˈvẽtu,ɔ.ˈvɛ̃.tu,ˈvẽ.tu,-,ɔ,3,2,1,-,Initial,-,0,ˈvɛ̃,0,ˈvẽ,,vento,wind,Bandeira2017[366-412],
Fa d’Ambo,ɔˈvɛ̃tu,ˈvẽtu,ɔ.ˈvɛ̃.tu,ˈvẽ.tu,ˈvẽ,ˈvɛ̃,3,2,2,1,Medial,Initial,ɔ,tu,-,tu,,vento,wind,Bandeira2017[366-412],
Fa d’Ambo,ɔˈvɛ̃tu,ˈvẽtu,ɔ.ˈvɛ̃.tu,ˈvẽ.tu,tu,tu,3,2,3,2,Final,Final,ˈvɛ̃,3,ˈvẽ,2,,vento,wind,Bandeira2017[366-412],
Fa d’Ambo,aˈle,ˈʀɐj,a.ˈle,ˈʀɐj,-,a,2,1,1,-,Initial,-,0,ˈle,0,ˈʀɐj,,rei,king,Bandeira2017[366-412],
Fa d’Ambo,aˈle,ˈʀɐj,a.ˈle,ˈʀɐj,ˈʀɐj,ˈle,2,1,2,1,Final,Final,a,2,-,1,,rei,king,Bandeira2017[366-412],
Fa d’Ambo,doˈtolo,dowˈtoɾ,do.ˈto.lo,do.ˈtoɾ,do,do,3,1,1,1,Initial,Final,0,ˈto,0,ˈtoɾ,,doutor,doctor,Bandeira2017[366-412],
Fa d’Ambo,doˈtolo,dowˈtoɾ,do.ˈto.lo,do.ˈtoɾ,ˈtoɾ,ˈto,3,1,2,2,Medial,Medial,do,lo,do,-,,doutor,doctor,Bandeira2017[366-412],
Fa d’Ambo,doˈtolo,dowˈtoɾ,do.ˈto.lo,do.ˈtoɾ,-,lo,3,1,3,-,Final,-,ˈto,3,ˈtoɾ,-,,doutor,doctor,Bandeira2017[366-412],
Fa d’Ambo,xɐ̃ˈtelu,kɐɾpĩˈtejɾu,xɐ̃.ˈte.lu,kɐɾ.pĩ.ˈtɐj.ɾu,kɐɾ,xɐ̃,3,4,1,1,Initial,Initial,0,-,0,pĩ,,carpinteiro,carpenter,Bandeira2017[366-412],
Fa d’Ambo,xɐ̃ˈtelu,kɐɾpĩˈtejɾu,xɐ̃.ˈte.lu,kɐɾ.pĩ.ˈtɐj.ɾu,pĩ,-,3,4,-,2,-,Medial,xɐ̃,ˈte,kɐɾ,ˈtɐj,,carpinteiro,carpenter,Bandeira2017[366-412],
