Language,SourceWord,SourceWord CV,TargetWord,SourceWordSyl,TargetWordSyl,SourceWordSyllabe,TargetWordSyllabe,PositionSource,PositionTarget,Process,TargetOrthography,Translation,References,Notes
Principense,ˈbi:,CV,ɐˈbɾiɾ,ˈbi:,ɐ.ˈbɾiɾ,ˈbi:,ˈbɾiɾ,1,2,,abrir,open,Bandeira2017[366-412],
Principense,biˈʃi,CV'CV,vɨʃˈtiɾ,bi.ˈʃi,vɨʃ.ˈtiɾ,bi,vɨʃ,1,1,,vestir,get dressed,Bandeira2017[366-412],
Principense,biˈʃi,CV'CV,vɨʃˈtiɾ,bi.ˈʃi,vɨʃ.ˈtiɾ,ˈʃi,ˈtiɾ,2,2,,vestir,get dressed,Bandeira2017[366-412],
Principense,ˈbje,CGV,kuziˈɲaɾ,ˈbje,ku.zi.ˈɲaɾ,,,,,,cozinhar,cook,Bandeira2017[366-412],Not of portuguese origin
Principense,bɔˈja,CV'GV,bojˈaɾ,bɔ.ˈja,boj.ˈaɾ,bɔ,boj,1,1,,boiar,float,Bandeira2017[366-412],
Principense,bɔˈja,CV'GV,bojˈaɾ,bɔ.ˈja,boj.ˈaɾ,ˈja,ˈaɾ,2,2,,boiar,float,Bandeira2017[366-412],
Principense,buˈka,CV'CV,buʃˈkaɾ,bu.ˈka,buʃ.ˈkaɾ,bu,buʃ,1,1,,buscar,search,Bandeira2017[366-412],
Principense,buˈka,CV'CV,buʃˈkaɾ,bu.ˈka,buʃ.ˈkaɾ,ˈka,ˈkaɾ,2,2,,buscar,search,Bandeira2017[366-412],
Principense,buˈrja,CV'CGV,ẽbɾuˈʎaɾ,bu.ˈrja,ẽ.bɾu.ˈʎaɾ,-,ẽ,-,1,metathesis,embrulhar,wrap up,Bandeira2017[366-412],
Principense,buˈrja,CV'CGV,ẽbɾuˈʎaɾ,bu.ˈrja,ẽ.bɾu.ˈʎaɾ,bu,bɾu,1,2,,embrulhar,wrap up,Bandeira2017[366-412],
Principense,buˈrja,CV'CGV,ẽbɾuˈʎaɾ,bu.ˈrja,ẽ.bɾu.ˈʎaɾ,ˈrja,ˈʎaɾ,2,3,,embrulhar,wrap up,Bandeira2017[366-412],
Principense,ˈda,CV,ˈdaɾ,ˈda,ˈdaɾ,ˈda,ˈdaɾ,1,1,,dar,give,Bandeira2017[366-412],
Principense,dɐ̃ˈsa,CV'CV,dɐ̃ˈsaɾ,dɐ̃.ˈsa,dɐ̃.ˈsaɾ,dɐ̃,dɐ̃,1,1,,dançar,to dance,Bandeira2017[366-412],
Principense,dɐ̃ˈsa,CV'CV,dɐ̃ˈsaɾ,dɐ̃.ˈsa,dɐ̃.ˈsaɾ,ˈsa,ˈsaɾ,2,2,,dançar,to dance,Bandeira2017[366-412],
Principense,de:ˈte,CV'CV,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,de:,dɨ,1,1,metathesis,derreter,to melt,Bandeira2017[366-412],
Principense,de:ˈte,CV'CV,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,-,ʀɨ,-,2,,derreter,to melt,Bandeira2017[366-412],
Principense,de:ˈte,CV'CV,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,ˈte,ˈteɾ,2,3,,derreter,to melt,Bandeira2017[366-412],
Principense,diˈmi,CV'CV,duɾˈmiɾ,di.ˈmi,duɾ.ˈmiɾ,di,duɾ,1,1,,dormir,to sleep,Bandeira2017[366-412],
Principense,diˈmi,CV'CV,duɾˈmiɾ,di.ˈmi,duɾ.ˈmiɾ,ˈmi,ˈmiɾ,2,2,,dormir,to sleep,Bandeira2017[366-412],
Principense,ˈfa:,CV,fɐˈlaɾ,ˈfa:.,fɐ.ˈlaɾ,ˈfa:.,fɐ,1,1,metathesis,falar,say,Bandeira2017[366-412],
Principense,ˈfa:,CV,fɐˈlaɾ,ˈfa:.,fɐ.ˈlaɾ,-,ˈlaɾ,-,2,,falar,say,Bandeira2017[366-412],
Principense,ˈfaˈlwɐ̃gu,CV'CGVCV,mẽˈtiɾ,ˈfa.ˈlwɐ̃.gu,mẽ.ˈtiɾ,,,,,,mentir,to lie,Bandeira2017[366-412],Not of portuguese origin
Principense,faˈta,CV'CV,falˈtaɾ,fa.ˈta,fal.ˈtaɾ,fa,fal,1,1,,faltar,be absent,Bandeira2017[366-412],
Principense,faˈta,CV'CV,falˈtaɾ,fa.ˈta,fal.ˈtaɾ,ˈta,ˈtaɾ,2,2,,faltar,be absent,Bandeira2017[366-412],
Principense,miˈza,CV'CV,mɨˈʒaɾ,mi.ˈza,mɨ.ˈʒaɾ,mi,mɨ,1,1,metathesis,mijar,urinate,Bandeira2017[366-412],
Principense,miˈza,CV'CV,mɨˈʒaɾ,mi.ˈza,mɨ.ˈʒaɾ,ˈza,ˈʒaɾ,2,2,,urinar,urinate,Bandeira2017[366-412],
Principense,fɛˈdɛ,CV'CV,fɨˈdeɾ,fɛ.ˈdɛ,fɨ.ˈdeɾ,fɛ,fɨ,1,1,,feder,stink,Bandeira2017[366-412],
Principense,fɛˈdɛ,CV'CV,fɨˈdeɾ,fɛ.ˈdɛ,fɨ.ˈdeɾ,ˈdɛ,ˈdeɾ,2,2,,feder,stink,Bandeira2017[366-412],
Principense,fiˈka,CV'CV,fiˈkaɾ,fi.ˈka,fi.ˈkaɾ,fi,fi,1,1,,ficar,stay,Bandeira2017[366-412],
Principense,fiˈka,CV'CV,fiˈkaɾ,fi.ˈka,fi.ˈkaɾ,ˈka,ˈkaɾ,2,2,,ficar,stay,Bandeira2017[366-412],
Principense,fɛˈga,CV'CV,ʃfɾɨˈgaɾ,fɛ.ˈga,ʃ.fɾɨ.ˈgaɾ,-,ʃ,-,1,metathesis,esfregar,rub,Bandeira2017[366-412],
Principense,fɛˈga,CV'CV,ʃfɾɨˈgaɾ,fɛ.ˈga,ʃ.fɾɨ.ˈgaɾ,fɛ,fɾɨ,1,2,,esfregar,rub,Bandeira2017[366-412],
Principense,fɛˈga,CV'CV,ʃfɾɨˈgaɾ,fɛ.ˈga,ʃ.fɾɨ.ˈgaɾ,ˈga,ˈgaɾ,2,3,,esfregar,rub,Bandeira2017[366-412],
Principense,fɔˈga,CV'CV,fɔlˈgaɾ,fɔ.ˈga,fɔl.ˈgaɾ,fɔ,fɔl,1,1,,folgar,play,Bandeira2017[366-412],
Principense,fɔˈga,CV'CV,fɔlˈgaɾ,fɔ.ˈga,fɔl.ˈgaɾ,ˈga,ˈgaɾ,2,2,,folgar,play,Bandeira2017[366-412],
Principense,fuˈma,CV'CV,dɨfuˈmaɾ,fu.ˈma,dɨ.fu.ˈmaɾ,-,dɨ,-,1,,defumar,smoke,Bandeira2017[366-412],
Principense,fuˈma,CV'CV,dɨfuˈmaɾ,fu.ˈma,dɨ.fu.ˈmaɾ,fu,fu,1,2,,defumar,smoke,Bandeira2017[366-412],
Principense,fuˈma,CV'CV,dɨfuˈmaɾ,fu.ˈma,dɨ.fu.ˈmaɾ,ˈma,ˈmaɾ,2,3,,defumar,smoke,Bandeira2017[366-412],
Principense,fu:ˈta,CV'CV,fuɾˈtaɾ,fu:.ˈta,fuɾ.ˈtaɾ,fu:,fuɾ,1,1,,furtar,to steal,Bandeira2017[366-412],
Principense,fu:ˈta,CV'CV,fuɾˈtaɾ,fu:.ˈta,fuɾ.ˈtaɾ,ˈta,ˈtaɾ,2,2,,furtar,to steal,Bandeira2017[366-412],
Principense,gɔˈgɔ,CV'CV,guʃˈtaɾ,gɔ.ˈgɔ,guʃ.ˈtaɾ,gɔ,guʃ,1,1,,gostar,like,Bandeira2017[366-412],ideophone
Principense,gɔˈgɔ,CV'CV,guʃˈtaɾ,gɔ.ˈgɔ,guʃ.ˈtaɾ,ˈgɔ,ˈtaɾ,2,2,,gostar,like,Bandeira2017[366-412],ideophone
Principense,waˈda,CV'CV,ʃpɨˈɾaɾ,wa.ˈda,ʃ.pɨ.ˈɾaɾ,wa,ʃ,1,1,metathesis,esperar,to wait,Bandeira2017[366-412],
Principense,waˈda,GV'CV,ʃpɨˈɾaɾ,wa.ˈda,ʃ.pɨ.ˈɾaɾ,-,pɨ,-,2,,esperar,to wait,Bandeira2017[366-412],
Principense,waˈda,GV'CV,ʃpɨˈɾaɾ,wa.ˈda,ʃ.pɨ.ˈɾaɾ,ˈda,ˈɾaɾ,2,3,,esperar,to wait,Bandeira2017[366-412],
Principense,jɔˈgɔ,GV'CV,mɨʎuˈɾaɾ,jɔ.ˈgɔ,mɨ.ʎu.ˈɾaɾ,,,,,,melhorar,to improve,Bandeira2017[366-412],Not of portuguese origin
Principense,kaˈba,CV'CV,ɐkɐˈbaɾ,ka.ˈba,ɐ.kɐ.ˈbaɾ,-,ɐ,-,1,metathesis,acabar,finish,Bandeira2017[366-412],
Principense,kaˈba,CV'CV,ɐkɐˈbaɾ,ka.ˈba,ɐ.kɐ.ˈbaɾ,ka,kɐ,1,2,,acabar,finish,Bandeira2017[366-412],
Principense,kaˈba,CV'CV,ɐkɐˈbaɾ,ka.ˈba,ɐ.kɐ.ˈbaɾ,ˈba,ˈbaɾ,2,3,,acabar,finish,Bandeira2017[366-412],
Principense,kɐ̃ˈta,CV'CV,kɐ̃ˈtaɾ,kɐ̃.ˈta,kɐ̃.ˈtaɾ,kɐ̃,kɐ̃,1,1,,cantar,sing,Bandeira2017[366-412],
Principense,kɐ̃ˈta,CV'CV,kɐ̃ˈtaɾ,kɐ̃.ˈta,kɐ̃.ˈtaɾ,ˈta,ˈtaɾ,2,2,,cantar,sing,Bandeira2017[366-412],
Principense,kaˈza,CV'CV,kɐˈzaɾ,ka.ˈza,kɐ.ˈzaɾ,ka,kɐ,1,1,,casar,marry,Bandeira2017[366-412],
Principense,kaˈza,CV'CV,kɐˈzaɾ,ka.ˈza,kɐ.ˈzaɾ,ˈza,ˈzaɾ,2,2,,casar,marry,Bandeira2017[366-412],
Principense,kɛˈba,CV'CV,kɨˈbɾaɾ,kɛ.ˈba,kɨ.ˈbɾaɾ,kɛ,kɨ,1,1,,quebrar,split,Bandeira2017[366-412],
Principense,kɛˈba,CV'CV,kɨˈbɾaɾ,kɛ.ˈba,kɨ.ˈbɾaɾ,ˈba,ˈbɾaɾ,2,2,,quebrar,split,Bandeira2017[366-412],
Principense,ˈke:,CV,ˈkɾeɾ,ˈke:,ˈkɾeɾ,ˈke:,ˈkɾeɾ,1,1,,crer,believe,Bandeira2017[366-412],
Principense,kɛˈma,CV'CV,kejˈmaɾ,kɛ.ˈma,kej.ˈmaɾ,kɛ,kej,1,1,,queimar,burn,Bandeira2017[366-412],
Principense,kɛˈma,CV'CV,kejˈmaɾ,kɛ.ˈma,kej.ˈmaɾ,ˈma,ˈmaɾ,2,2,,queimar,burn,Bandeira2017[366-412],
Principense,kjɛ̃ˈta,CGV'CV,ʃkẽˈtaɾ,kjɛ̃.ˈta,ʃ.kẽ.ˈtaɾ,-,ʃ,-,1,,esquentar,warm up,Bandeira2017[366-412],
Principense,kjɛ̃ˈta,CGV'CV,ʃkẽˈtaɾ,kjɛ̃.ˈta,ʃ.kẽ.ˈtaɾ,kjɛ̃,kẽ,1,2,,esquentar,warm up,Bandeira2017[366-412],
Principense,kjɛ̃ˈta,CGV'CV,ʃkẽˈtaɾ,kjɛ̃.ˈta,ʃ.kẽ.ˈtaɾ,ˈta,ˈtaɾ,2,3,,esquentar,warm up,Bandeira2017[366-412],
Principense,kjẽˈse,CGV'CV,ʃkɨˈseɾ,kjẽ.ˈse,ʃ.kɨ.ˈseɾ,-,ʃ,-,1,,esquecer,to forget,Bandeira2017[366-412],
Principense,kjẽˈse,CGV'CV,ʃkɨˈseɾ,kjẽ.ˈse,ʃ.kɨ.ˈseɾ,kjẽ,kɨ,1,2,,esquecer,to forget,Bandeira2017[366-412],
Principense,kjẽˈse,CGV'CV,ʃkɨˈseɾ,kjẽ.ˈse,ʃ.kɨ.ˈseɾ,ˈse,ˈseɾ,2,3,,esquecer,to forget,Bandeira2017[366-412],
Principense,ˈkje,CGV,kɐˈiɾ,ˈkje,kɐ.ˈiɾ,ˈkje,kɐ,1,1,metathesis,cair,fall,Bandeira2017[366-412],
Principense,ˈkje,CGV,kɐˈiɾ,ˈkje,kɐ.ˈiɾ,-,ˈiɾ,-,2,,cair,fall,Bandeira2017[366-412],
Principense,kaˈga,CV'CV,kɐʀɨˈgaɾ,ka.ˈga,kɐ.ʀɨ.ˈgaɾ,ka,kɐ,1,1,metathesis,carregar,load,Bandeira2017[366-412],
Principense,kaˈga,CV'CV,kɐʀɨˈgaɾ,ka.ˈga,kɐ.ʀɨ.ˈgaɾ,-,ʀɨ,-,2,,carregar,load,Bandeira2017[366-412],
Principense,kaˈga,CV'CV,kɐʀɨˈgaɾ,ka.ˈga,kɐ.ʀɨ.ˈgaɾ,ˈga,ˈgaɾ,2,3,,carregar,load,Bandeira2017[366-412],
Principense,keˈse,CV'CV,kɾɨʃˈseɾ,ke.ˈse,kɾɨʃ.ˈseɾ,ke,kɾɨʃ,1,1,,crescer,grow,Bandeira2017[366-412],
Principense,keˈse,CV'CV,kɾɨʃˈseɾ,ke.ˈse,kɾɨʃ.ˈseɾ,ˈse,ˈseɾ,2,2,,crescer,grow,Bandeira2017[366-412],
Principense,koˈko,CV'CV,ʀɐʃˈpaɾ,ko.ˈko,ʀɐʃ.ˈpaɾ,,,,,,raspar,scrape,Bandeira2017[366-412],Not of portuguese origin
Principense,kõˈde,CV'CV,ʃkõˈdeɾ,kõ.ˈde,ʃ.kõ.ˈdeɾ,-,ʃ,-,1,metathesis,esconder,hide,Bandeira2017[366-412],
Principense,kõˈde,CV'CV,ʃkõˈdeɾ,kõ.ˈde,ʃ.kõ.ˈdeɾ,kõ,kõ,1,2,,esconder,hide,Bandeira2017[366-412],
Principense,kõˈde,CV'CV,ʃkõˈdeɾ,kõ.ˈde,ʃ.kõ.ˈdeɾ,ˈde,ˈdeɾ,2,3,,esconder,hide,Bandeira2017[366-412],
Principense,kɔ̃ˈta,CV'CV,ẽkõˈtɾaɾ,kɔ̃.ˈta,ẽ.kõ.ˈtɾaɾ,kɔ̃,ẽ,1,1,metathesis,encontrar,to find,Bandeira2017[366-412],
Principense,kɔ̃ˈta,CV'CV,ẽkõˈtɾaɾ,kɔ̃.ˈta,ẽ.kõ.ˈtɾaɾ,-,kõ,-,2,,encontrar,to find,Bandeira2017[366-412],
Principense,kɔ̃ˈta,CV'CV,ẽkõˈtɾaɾ,kɔ̃.ˈta,ẽ.kõ.ˈtɾaɾ,ˈta,ˈtɾaɾ,2,3,,encontrar,to find,Bandeira2017[366-412],
Principense,koˈre,CV'CV,ku'ʀeɾ,ko.ˈre,ku.'ʀeɾ,ko,ku,1,1,,correr,To run,Bandeira2017[366-412],
Principense,koˈre,CV'CV,ku'ʀeɾ,ko.ˈre,ku.'ʀeɾ,ˈre,ʀeɾ,2,2,,correr,To run,Bandeira2017[366-412],
Principense,kɔˈta,CV'CV,kuɾˈtaɾ,kɔ.ˈta,kuɾ.ˈtaɾ,kɔ,kuɾ,1,1,,cortar,cut,Bandeira2017[366-412],
Principense,kɔˈta,CV'CV,kuɾˈtaɾ,kɔ.ˈta,kuɾ.ˈtaɾ,ˈta,ˈtaɾ,2,2,,cortar,cut,Bandeira2017[366-412],
Principense,kɔˈsa,CV'CV,kuˈsaɾ,kɔ.ˈsa,ku.ˈsaɾ,kɔ,ku,1,1,,coçar,scratch,Bandeira2017[366-412],
Principense,kɔˈsa,CV'CV,kuˈsaɾ,kɔ.ˈsa,ku.ˈsaɾ,ˈsa,ˈsaɾ,2,2,,coçar,scratch,Bandeira2017[366-412],
Principense,koˈze,CV'CV,kuˈzeɾ,ko.ˈze,ku.ˈzeɾ,ko,ku,1,1,,coser,sew,Bandeira2017[366-412],
Principense,koˈze,CV'CV,kuˈzeɾ,ko.ˈze,ku.ˈzeɾ,ˈze,ˈzeɾ,2,2,,coser,sew,Bandeira2017[366-412],
Principense,kuˈbi,CV'CV,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ku,ku,1,1,,cobrir,cover,Bandeira2017[366-412],
Principense,kuˈbi,CV'CV,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ˈbi,ˈbɾiɾ,2,2,,cobrir,cover,Bandeira2017[366-412],
Principense,kuˈda,CV'CV,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ku,kuj,1,1,,cuidar,care,Bandeira2017[366-412],
Principense,kuˈda,CV'CV,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ˈda,ˈdaɾ,2,2,,cuidar,care,Bandeira2017[366-412],
Principense,kuˈdi,CV'CV,ɐkuˈdiɾ,ku.ˈdi,ɐ.ku.ˈdiɾ,-,ɐ,-,1,metathesis,acudir,help,Bandeira2017[366-412],
Principense,kuˈdi,CV'CV,ɐkuˈdiɾ,ku.ˈdi,ɐ.ku.ˈdiɾ,ku,ku,1,2,,acudir,help,Bandeira2017[366-412],
Principense,kuˈdi,CV'CV,ɐkuˈdiɾ,ku.ˈdi,ɐ.ku.ˈdiɾ,ˈdi,ˈdiɾ,2,3,,acudir,help,Bandeira2017[366-412],
Principense,kuˈpa,CV'CV,kulˈpaɾ,ku.ˈpa,kul.ˈpaɾ,ku,kul,1,1,,culpar,to blame,Bandeira2017[366-412],
Principense,kuˈpa,CV'CV,kulˈpaɾ,ku.ˈpa,kul.ˈpaɾ,ˈpa,ˈpaɾ,2,2,,culpar,to blame,Bandeira2017[366-412],
Principense,kuˈmɛ,CV'CV,kuˈmeɾ,ku.ˈmɛ,ku.ˈmeɾ,ku,ku,1,1,,comer,to eat,Bandeira2017[366-412],
Principense,kuˈmɛ,CV'CV,kuˈmeɾ,ku.ˈmɛ,ku.ˈmeɾ,ˈmɛ,ˈmeɾ,2,2,,comer,to eat,Bandeira2017[366-412],
Principense,kuˈpi,CV'CV,kuʃˈpiɾ,ku.ˈpi,kuʃ.ˈpiɾ,ku,kuʃ,1,1,,cuspir,spit,Bandeira2017[366-412],
Principense,kuˈpi,CV'CV,kuʃˈpiɾ,ku.ˈpi,kuʃ.ˈpiɾ,ˈpi,ˈpiɾ,2,2,,cuspir,spit,Bandeira2017[366-412],
Principense,kuˈra,CV'CV,kuˈɾaɾ,ku.ˈra,ku.ˈɾaɾ,ku,ku,1,1,,curar,heal,Bandeira2017[366-412],
Principense,kuˈra,CV'CV,kuˈɾaɾ,ku.ˈra,ku.ˈɾaɾ,ˈra,ˈɾaɾ,2,2,,curar,heal,Bandeira2017[366-412],
Principense,kuˈʒi,CV'CV,kuˈzeɾ,ku.ˈʒi,ku.ˈzeɾ,ku,ku,1,1,,cozer,cook,Bandeira2017[366-412],
Principense,kuˈʒi,CV'CV,kuˈzeɾ,ku.ˈʒi,ku.ˈzeɾ,ˈʒi,ˈzeɾ,2,2,,cozer,cook,Bandeira2017[366-412],
Principense,laˈva,CV'CV,lɐˈvaɾ,la.ˈva,lɐ.ˈvaɾ,la,lɐ,1,1,,lavar,wash,Bandeira2017[366-412],
Principense,laˈva,CV'CV,lɐˈvaɾ,la.ˈva,lɐ.ˈvaɾ,ˈva,ˈvaɾ,2,2,,lavar,wash,Bandeira2017[366-412],
Principense,lɐ̃ˈda,CV'CV,nɐˈdaɾ,lɐ̃.ˈda,nɐ.ˈdaɾ,lɐ̃,nɐ,1,1,,nadar,to swim,Bandeira2017[366-412],
Principense,lɐ̃ˈda,CV'CV,nɐˈdaɾ,lɐ̃.ˈda,nɐ.ˈdaɾ,ˈda,ˈdaɾ,2,2,,nadar,to swim,Bandeira2017[366-412],
Principense,lɐ̃ˈsa,CV'CV,lɐ̃ˈsaɾ,lɐ̃.ˈsa,lɐ̃.ˈsaɾ,lɐ̃,lɐ̃,1,1,,lançar,to throw up,Bandeira2017[366-412],
Principense,lɐ̃ˈsa,CV'CV,lɐ̃ˈsaɾ,lɐ̃.ˈsa,lɐ̃.ˈsaɾ,ˈsa,ˈsaɾ,2,2,,lançar,to throw up,Bandeira2017[366-412],
Principense,laˈta,CV'CV,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,la,lɨ,1,1,metathesis,levantar,get up,Bandeira2017[366-412],
Principense,laˈta,CV'CV,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,-,vɐ̃,-,2,,levantar,get up,Bandeira2017[366-412],
Principense,laˈta,CV'CV,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,ˈta,ˈtaɾ,2,3,,levantar,get up,Bandeira2017[366-412],
Principense,lɔˈlɔ,CV'CV,lɐ̃ˈbeɾ,lɔ.ˈlɔ,lɐ̃.ˈbeɾ,,,,,,lamber,lick,Bandeira2017[366-412],Not of portuguese origin
Principense,luˈʒi,CV'CV,luˈziɾ,lu.ˈʒi,lu.ˈziɾ,lu,lu,1,1,,luzir,shine,Bandeira2017[366-412],
Principense,luˈʒi,CV'CV,luˈziɾ,lu.ˈʒi,lu.ˈziɾ,ˈʒi,ˈziɾ,2,2,,luzir,shine,Bandeira2017[366-412],
Principense,maˈra,CV'CV,ɐmaˈʀaɾ,ma.ˈra,ɐ.ma.ˈʀaɾ,-,ɐ,-,1,metathesis,amarrar,tie,Bandeira2017[366-412],
Principense,maˈra,CV'CV,ɐmaˈʀaɾ,ma.ˈra,ɐ.ma.ˈʀaɾ,ma,ma,1,2,,amarrar,tie,Bandeira2017[366-412],
Principense,maˈra,CV'CV,ɐmaˈʀaɾ,ma.ˈra,ɐ.ma.ˈʀaɾ,ˈra,ˈʀaɾ,2,3,,amarrar,tie,Bandeira2017[366-412],
Principense,ˈmɛ̃du,CVCV,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,ˈmɛ̃,tɾɨ,-,1,metathesis,tremendo,to fear,Bandeira2017[366-412],
Principense,ˈmɛ̃du,CVCV,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,ˈmɛ̃,ˈmẽ,1,2,,tremendo,to fear,Bandeira2017[366-412],
Principense,ˈmɛ̃du,CVCV,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,du,du,2,3,,tremendo,to fear,Bandeira2017[366-412],
Principense,meˈse,CV'CV,mɨɾɨˈseɾ,me.ˈse,mɨ.ɾɨ.ˈseɾ,me,mɨ,1,1,metathesis,merecer,to want,Bandeira2017[366-412],
Principense,meˈse,CV'CV,mɨɾɨˈseɾ,me.ˈse,mɨ.ɾɨ.ˈseɾ,-,ɾɨ,-,2,,merecer,to want,Bandeira2017[366-412],
Principense,meˈse,CV'CV,mɨɾɨˈseɾ,me.ˈse,mɨ.ɾɨ.ˈseɾ,ˈse,ˈseɾ,2,3,,merecer,to want,Bandeira2017[366-412],
Principense,mĩˈgwa,CV'CGV,mĩˈgwaɾ,mĩ.ˈgwa,mĩ.ˈgwaɾ,mĩ,mĩ,1,1,,minguar,wane,Bandeira2017[366-412],
Principense,mĩˈgwa,CV'CGV,mĩˈgwaɾ,mĩ.ˈgwa,mĩ.ˈgwaɾ,ˈgwa,ˈgwaɾ,2,2,,minguar,wane,Bandeira2017[366-412],
Principense,moˈde,CV'CV,muɾˈdeɾ,mo.ˈde,muɾ.ˈdeɾ,mo,muɾ,1,1,,morder,to bite,Bandeira2017[366-412],
Principense,moˈde,CV'CV,muɾˈdeɾ,mo.ˈde,muɾ.ˈdeɾ,ˈde,ˈdeɾ,2,2,,morder,to bite,Bandeira2017[366-412],
Principense,ˈgɐ̃,CV,gɐˈɲaɾ,ˈgɐ̃,gɐ.ˈɲaɾ,ˈgɐ̃,gɐ,1,1,metathesis,ganhar,to earn,Bandeira2017[366-412],
Principense,ˈgɐ̃,CV,gɐˈɲaɾ,ˈgɐ̃,gɐ.ˈɲaɾ,-,ˈɲaɾ,-,2,metathesis,ganhar,to earn,Bandeira2017[366-412],
Principense,ŋgɔˈma,CCV'CV,ẽguˈmaɾ,ŋgɔ.ˈma,ẽ.gu.ˈmaɾ,-,ẽ,-,1,,engomar,iron,Bandeira2017[366-412],
Principense,ŋgɔˈma,CCV'CV,ẽguˈmaɾ,ŋgɔ.ˈma,ẽ.gu.ˈmaɾ,ŋgɔ,gu,1,2,metathesis,engomar,iron,Bandeira2017[366-412],
Principense,ŋgɔˈma,CCV'CV,ẽguˈmaɾ,ŋgɔ.ˈma,ẽ.gu.ˈmaɾ,ˈma,ˈmaɾ,2,3,,engomar,iron,Bandeira2017[366-412],
Principense,gumiˈta,CVCV'CV,vumiˈtaɾ,gu.mi.ˈta,vu.mi.ˈtaɾ,gu,vu,1,1,,vomitar,to throw up,Bandeira2017[366-412],
Principense,gumiˈta,CVCV'CV,vumiˈtaɾ,gu.mi.ˈta,vu.mi.ˈtaɾ,mi,mi,2,2,,vomitar,to throw up,Bandeira2017[366-412],
Principense,gumiˈta,CVCV'CV,vumiˈtaɾ,gu.mi.ˈta,vu.mi.ˈtaɾ,ˈta,ˈtaɾ,3,3,,vomitar,to throw up,Bandeira2017[366-412],
Principense,ntɛˈra,CCV'CV,ẽtɨˈʀaɾ,ntɛ.ˈra,ẽ.tɨ.ˈʀaɾ,ntɛ,ẽ,1,1,metathesis,enterrar,bury,Bandeira2017[366-412],
Principense,ntɛˈra,CCV'CV,ẽtɨˈʀaɾ,ntɛ.ˈra,ẽ.tɨ.ˈʀaɾ,-,tɨ,-,2,,enterrar,bury,Bandeira2017[366-412],
Principense,ntɛˈra,CCV'CV,ẽtɨˈʀaɾ,ntɛ.ˈra,ẽ.tɨ.ˈʀaɾ,ˈra,ˈʀaɾ,2,3,,enterrar,bury,Bandeira2017[366-412],
Principense,obiˈga,VCV'CV,obɾiˈgaɾ,o.bi.ˈga,o.bɾi.ˈgaɾ,o,o,1,1,metathesis,obrigar,force,Bandeira2017[366-412],
Principense,obiˈga,VCV'CV,obɾiˈgaɾ,o.bi.ˈga,o.bɾi.ˈgaɾ,bi,bɾi,2,2,,obrigar,force,Bandeira2017[366-412],
Principense,obiˈga,VCV'CV,obɾiˈgaɾ,o.bi.ˈga,o.bɾi.ˈgaɾ,ˈga,ˈgaɾ,3,3,,obrigar,force,Bandeira2017[366-412],
Principense,paˈga,CV'CV,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,-,ɐ,-,1,metathesis,apagar,delete,Bandeira2017[366-412],
Principense,paˈga,CV'CV,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,pa,pɐ,1,2,,apagar,delete,Bandeira2017[366-412],
Principense,paˈga,CV'CV,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,ˈga,ˈgaɾ,2,3,,apagar,delete,Bandeira2017[366-412],
Principense,paˈpa,CV'CV,pɐˈpaɾ,pa.ˈpa,pɐ.ˈpaɾ,pa,pɐ,1,1,,papar,chew,Bandeira2017[366-412],
Principense,paˈpa,CV'CV,pɐˈpaɾ,pa.ˈpa,pɐ.ˈpaɾ,ˈpa,ˈpaɾ,2,2,,papar,chew,Bandeira2017[366-412],
Principense,pareˈse,CVCV'CV,ɐpɐɾɨˈseɾ,pa.re.ˈse,ɐ.pɐ.ɾɨ.ˈseɾ,-,ɐ,-,1,metathesis,aparecer,to appear,Bandeira2017[366-412],
Principense,pareˈse,CVCV'CV,ɐpɐɾɨˈseɾ,pa.re.ˈse,ɐ.pɐ.ɾɨ.ˈseɾ,pa,pɐ,1,2,,aparecer,to appear,Bandeira2017[366-412],
