Language,SourceWord,SourceWord CV,TargetWord,SourceWordSyl,TargetWordSyl,SourceWordSyllabe,TargetWordSyllabe,PositionSource,PositionTarget,Process,TargetOrthography,Translation,References,Notes
Principense,mɐ̃ˈtɛgɐ,CV'CVCV,ˈmɐ̃tɐjgɐ,mɐ̃.'tɛ.gɐ,mɐ̃.tɐj.gɐ,mɐ̃,mɐ̃,1,1,,manteiga,butter,Bandeira2017[366-412],
Principense,mɐ̃ˈtɛgɐ,CV'CVCV,ˈmɐ̃tɐjgɐ,mɐ̃.'tɛ.gɐ,mɐ̃.tɐj.gɐ,tɛ,tɐj,2,2,,manteiga,butter,Bandeira2017[366-412],
Principense,mɐ̃ˈtɛgɐ,CV'CVCV,ˈmɐ̃tɐjgɐ,mɐ̃.'tɛ.gɐ,mɐ̃.tɐj.gɐ,gɐ,gɐ,3,3,,manteiga,butter,Bandeira2017[366-412],
Principense,ˈmɛli,CVCV,ˈmɛɫ,ˈmɛ.li,ˈmɛɫ,ˈmɛ,ˈmɛɫ,1,1,,mel,honey,Bandeira2017[366-412],
Principense,ˈmɛli,CVCV,ˈmɛɫ,ˈmɛ.li,ˈmɛɫ,li,-,2,-,,mel,honey,Bandeira2017[366-412],
Principense,ˈmojo,CVGV,ˈmoʎu,ˈmo.jo,ˈmo.ʎu,ˈmo,ˈmo,1,1,,molho,bunch,Bandeira2017[366-412],
Principense,ˈmojo,CVGV,ˈmoʎu,ˈmo.jo,ˈmo.ʎu,jo,ʎu,2,2,,molho,bunch,Bandeira2017[366-412],
Principense,naˈnaʒi,CV'CVCV,ɐbɐkɐˈʃi,na.ˈna.ʒi,ɐ.bɐ.kɐ.ˈʃi,na,ɐ,1,1,,abacaxi,pineapple,Bandeira2017[366-412],
Principense,naˈnaʒi,CV'CVCV,ɐbɐkɐˈʃi,na.ˈna.ʒi,ɐ.bɐ.kɐ.ˈʃi,na,bɐ,2,2,,abacaxi,pineapple,Bandeira2017[366-412],
Principense,naˈnaʒi,CV'CVCV,ɐbɐkɐˈʃi,na.ˈna.ʒi,ɐ.bɐ.kɐ.ˈʃi,-,kɐ,-,3,,abacaxi,pineapple,Bandeira2017[366-412],
Principense,naˈnaʒi,CV'CVCV,ɐbɐkɐˈʃi,na.ˈna.ʒi,ɐ.bɐ.kɐ.ˈʃi,ʒi,ˈʃi,3,4,,abacaxi,pineapple,Bandeira2017[366-412],
Principense,ˈɔvu,VCV,ˈovu,ˈɔ.vu,ˈo.vu,ˈɔ,ˈo,1,1,,ovo,egg,Bandeira2017[366-412],
Principense,ˈɔvu,VCV,ˈovu,ˈɔ.vu,ˈo.vu,vu,vu,2,2,,ovo,egg,Bandeira2017[366-412],
Principense,oˈpɐ̃,VCV,ˈpɐ̃w̃,o.ˈpɐ̃,ˈpɐ̃w̃,o,-,1,-,assimilation,pão,bread,Bandeira2017[366-412],
Principense,oˈpɐ̃,VCV,ˈpɐ̃w̃,o.ˈpɐ̃,ˈpɐ̃w̃,ˈpɐ̃,ˈpɐ̃w̃,2,1,,pão,bread,Bandeira2017[366-412],
Principense,piˈmɛ̃tɐ,CV'CVCV,piˈmẽtɐ,pi.ˈmɛ̃.tɐ,pi.ˈmẽ.tɐ,pi,pi,1,1,assimilation,pimenta,pepper,Bandeira2017[366-412],
Principense,piˈmɛ̃tɐ,CV'CVCV,piˈmẽtɐ,pi.ˈmɛ̃.tɐ,pi.ˈmẽ.tɐ,ˈmɛ̃,mẽ,2,2,,pimenta,pepper,Bandeira2017[366-412],
Principense,piˈmɛ̃tɐ,CV'CVCV,piˈmẽtɐ,pi.ˈmɛ̃.tɐ,pi.ˈmẽ.tɐ,tɐ,tɐ,3,3,,pimenta,pepper,Bandeira2017[366-412],
Principense,uˈsalu,V'CVCV,ˈsal,u.ˈsa.lu,sal,u,-,1,-,metathesis,sal,salt,Bandeira2017[366-412],
Principense,uˈsalu,V'CVCV,ˈsal,u.ˈsa.lu,sal,sa,sal,2,1,,sal,salt,Bandeira2017[366-412],
Principense,uˈsalu,V'CVCV,ˈsal,u.ˈsa.lu,sal,lu,-,3,-,,sal,salt,Bandeira2017[366-412],
Principense,ˈsɔpɐ,CVCV,ˈsopɐ,ˈsɔ.pɐ,ˈso.pɐ,ˈsɔ,ˈso,1,1,,sopa,soup,Bandeira2017[366-412],
Principense,ˈsɔpɐ,CVCV,ˈsopɐ,ˈsɔ.pɐ,ˈso.pɐ,pɐ,pɐ,2,2,,sopa,soup,Bandeira2017[366-412],
Principense,ˈsuke,CVCV,ɐˈsukaɾ,ˈsu.ke,ɐ.ˈsu.kaɾ,-,ɐ,-,1,,açúcar,sugar,Bandeira2017[366-412],
Principense,ˈsuke,CVCV,ɐˈsukaɾ,ˈsu.ke,ɐ.ˈsu.kaɾ,ˈsu,ˈsu,1,2,,açúcar,sugar,Bandeira2017[366-412],
Principense,ˈsuke,CVCV,ɐˈsukaɾ,ˈsu.ke,ɐ.ˈsu.kaɾ,ke,kaɾ,2,3,,açúcar,sugar,Bandeira2017[366-412],
Principense,ˈt̠ʃigu,CVCV,ˈtɾigu,ˈt̠ʃi.gu,ˈtɾi.gu,ˈt̠ʃi,ˈtɾi,1,1,,trigo,wheat,Bandeira2017[366-412],
Principense,ˈt̠ʃigu,CVCV,ˈtɾigu,ˈt̠ʃi.gu,ˈtɾi.gu,gu,gu,2,2,,trigo,wheat,Bandeira2017[366-412],
Principense,viˈnãge,CV'CVCV,viˈnagɾɨ,vi.ˈnã.ge,vi.ˈna.gɾɨ,vi,vi,1,1,assimilation,vinagre,vinegar,Bandeira2017[366-412],
Principense,viˈnãge,CV'CVCV,viˈnagɾɨ,vi.ˈnã.ge,vi.ˈna.gɾɨ,ˈnã,ˈna,2,2,,vinagre,vinegar,Bandeira2017[366-412],
Principense,viˈnãge,CV'CVCV,viˈnagɾɨ,vi.ˈnã.ge,vi.ˈna.gɾɨ,ge,gɾɨ,3,3,,vinagre,vinegar,Bandeira2017[366-412],
Principense,iˈzet̠ʃi,V'CVCV,ɐˈzɐjtɨ,i.ˈze.t̠ʃi,ɐ.ˈzɐj.tɨ,i,ɐ,1,1,,azeite,olive oil,Bandeira2017[366-412],
Principense,iˈzet̠ʃi,V'CVCV,ɐˈzɐjtɨ,i.ˈze.t̠ʃi,ɐ.ˈzɐj.tɨ,ˈze,ˈzɐj,2,2,,azeite,olive oil,Bandeira2017[366-412],
Principense,iˈzet̠ʃi,V'CVCV,ɐˈzɐjtɨ,i.ˈze.t̠ʃi,ɐ.ˈzɐj.tɨ,t̠ʃi,tɨ,3,3,,azeite,olive oil,Bandeira2017[366-412],
Principense,ˈazɐ,VCV,ˈazɐ,ˈa.zɐ,ˈa.zɐ,ˈa,ˈa,1,1,,asa,wing,Bandeira2017[366-412],
Principense,ˈazɐ,VCV,ˈazɐ,ˈa.zɐ,ˈa.zɐ,zɐ,zɐ,2,2,,asa,wing,Bandeira2017[366-412],
Principense,ˈkamɐ,CVCV,ʃˈkɐmɐ,ˈka.mɐ,ʃ.ˈkɐ.mɐ,-,ʃ,-,1,,escama de peixe,fish scale,Bandeira2017[366-412],
Principense,ˈkamɐ,CVCV,ʃˈkɐmɐ,ˈka.mɐ,ʃ.ˈkɐ.mɐ,ˈka,ˈkɐ,1,2,,escama de peixe,fish scale,Bandeira2017[366-412],
Principense,ˈkamɐ,CVCV,ʃˈkɐmɐ,ˈka.mɐ,ʃ.ˈkɐ.mɐ,mɐ,mɐ,2,3,,escama de peixe,fish scale,Bandeira2017[366-412],
Principense,ˈkõni,CVCV,ˈkoɾnu,ˈkõ.ni,ˈkoɾ.nu,ˈkõ,ˈkoɾ,1,1,,corno,horn,Bandeira2017[366-412],
Principense,ˈkõni,CVCV,ˈkoɾnu,ˈkõ.ni,ˈkoɾ.nu,ni,nu,2,2,,corno,horn,Bandeira2017[366-412],
Principense,ˈpenɐ,CVCV,ˈpelu,ˈpe.nɐ,ˈpe.lu,ˈpe,ˈpe,1,1,,pêlo,hair,Bandeira2017[366-412],
Principense,ˈpenɐ,CVCV,ˈpelu,ˈpe.nɐ,ˈpe.lu,nɐ,lu,2,2,,pêlo,hair,Bandeira2017[366-412],
Principense,uˈrabu,V'CVCV,ˈʀabu,u.ˈra.bu,ˈʀa.bu,u,-,1,-,,rabo,tail,Bandeira2017[366-412],
Principense,uˈrabu,V'CVCV,ˈʀabu,u.ˈra.bu,ˈʀa.bu,ˈra,ˈʀa,2,1,,rabo,tail,Bandeira2017[366-412],
Principense,uˈrabu,V'CVCV,ˈʀabu,u.ˈra.bu,ˈʀa.bu,bu,bu,3,2,,rabo,tail,Bandeira2017[366-412],
Principense,ˈawɐuˈwe,VGVV'GV,ˈaguɐ dɨ ˈoʎu,ˈa.wɐ u.ˈwe,ˈa.guɐ dɨ ˈo.ʎu,ˈa,ˈa,1,1,metathesis,água de olho,tear,Bandeira2017[366-412],
Principense,ˈawɐuˈwe,VGVV'GV,ˈaguɐ dɨ ˈoʎu,ˈa.wɐ u.ˈwe,ˈa.guɐ dɨ ˈo.ʎu,wɐ,guɐ,2,2,,água de olho,tear,Bandeira2017[366-412],
Principense,ˈawɐuˈwe,VGVV'GV,ˈaguɐ dɨ ˈoʎu,ˈa.wɐ u.ˈwe,ˈa.guɐ dɨ ˈo.ʎu,u,dɨ,3,3,,água de olho,tear,Bandeira2017[366-412],
Principense,ˈawɐuˈwe,VGVV'GV,ˈaguɐ dɨ ˈoʎu,ˈa.wɐ u.ˈwe,ˈa.guɐ dɨ ˈo.ʎu,-,ˈo,-,4,,água de olho,tear,Bandeira2017[366-412],
Principense,ˈawɐuˈwe,VGVV'GV,ˈaguɐ dɨ ˈoʎu,ˈa.wɐ u.ˈwe,ˈa.guɐ dɨ ˈo.ʎu,ˈwe,ʎu,4,5,,água de olho,tear,Bandeira2017[366-412],
Principense,ˈbwɛgɐ,CGVCV,bɐˈʀigɐ,ˈbwɛ.gɐ,bɐ.ˈʀi.gɐ,bwɛ,bɐ,1,1,,barriga,belly,Bandeira2017[366-412],
Principense,ˈbwɛgɐ,CGVCV,bɐˈʀigɐ,ˈb.wɛ.gɐ,bɐ.ˈʀi.gɐ,-,ˈʀi,-,2,,barriga,belly,Bandeira2017[366-412],
Principense,ˈbwɛgɐ,CGVCV,bɐˈʀigɐ,ˈb.wɛ.gɐ,bɐ.ˈʀi.gɐ,gɐ,gɐ,3,3,,barriga,belly,Bandeira2017[366-412],
Principense,biˈgɔdi,CV'CVCV,biˈgodɨ,biˈgɔ.di,bi.ˈgo.dɨ,bi,bi,1,1,,bigode,mustache,Bandeira2017[366-412],
Principense,biˈgɔdi,CV'CVCV,biˈgodɨ,biˈgɔ.di,bi.ˈgo.dɨ,gɔ,ˈgo,2,2,,bigode,mustache,Bandeira2017[366-412],
Principense,biˈgɔdi,CV'CVCV,biˈgodɨ,biˈgɔ.di,bi.ˈgo.dɨ,di,dɨ,3,3,,bigode,mustache,Bandeira2017[366-412],
Principense,uˈba:su,V'CVCV,ˈbɾasu,u.ˈba:.su,ˈbɾa.su,u,ˈbɾa,1,1,,braço,arm,Bandeira2017[366-412],
Principense,uˈba:su,V'CVCV,ˈbɾasu,u.ˈba:.su,ˈbɾa.su,ˈba:,-,2,-,,braço,arm,Bandeira2017[366-412],
Principense,uˈba:su,V'CVCV,ˈbɾasu,u.ˈba:.su,ˈbɾa.su,su,su,3,2,,braço,arm,Bandeira2017[366-412],
Principense,uˈbukɐ,V'CVCV,ˈbokɐ,u.ˈbu.kɐ,ˈbo.kɐ,u,-,1,-,,boca,mouth,Bandeira2017[366-412],
Principense,uˈbukɐ,V'CVCV,ˈbokɐ,u.ˈbu.kɐ,ˈbo.kɐ,ˈbu,ˈbo,2,1,,boca,mouth,Bandeira2017[366-412],
Principense,uˈbukɐ,V'CVCV,ˈbokɐ,u.ˈbu.kɐ,ˈbo.kɐ,kɐ,kɐ,3,2,,boca,mouth,Bandeira2017[366-412],
Principense,iˈdɛ̃t̠ʃɪ,V'CVCV,ˈdẽtɨ,i.ˈdɛ̃.t̠ʃɪ,ˈdẽ.tɨ,i,-,1,-,,dente,tooth,Bandeira2017[366-412],
Principense,iˈdɛ̃t̠ʃɪ,V'CVCV,ˈdẽtɨ,i.ˈdɛ̃.t̠ʃɪ,ˈdẽ.tɨ,ˈdɛ̃,ˈdẽ,2,1,,dente,tooth,Bandeira2017[366-412],
Principense,iˈdɛ̃t̠ʃɪ,V'CVCV,ˈdẽtɨ,i.ˈdɛ̃.t̠ʃɪ,ˈdẽ.tɨ,t̠ʃɪ,tɨ,3,2,,dente,tooth,Bandeira2017[366-412],
Principense,ˈfigadu,CVCVCV,ˈfiɡɐdu,ˈfi.ga.du,ˈfi.gɐ.du,ˈfi,ˈfi,1,1,,fígado,liver,Bandeira2017[366-412],
Principense,ˈfigadu,CVCVCV,ˈfiɡɐdu,ˈfi.ga.du,ˈfi.gɐ.du,ga,gɐ,2,2,,fígado,liver,Bandeira2017[366-412],
Principense,ˈfigadu,CVCVCV,ˈfiɡɐdu,ˈfi.ga.du,ˈfi.gɐ.du,du,du,3,3,,fígado,liver,Bandeira2017[366-412],
Principense,kaˈbɛlu,CV'CVCV,kɐˈbelu,ka.ˈbɛ.lu,kɐ.ˈbe.lu,ka,kɐ,1,1,,cabelo,hair,Bandeira2017[366-412],
Principense,kaˈbɛlu,CV'CVCV,kɐˈbelu,ka.ˈbɛ.lu,kɐ.ˈbe.lu,ˈbɛ,ˈbe,2,2,,cabelo,hair,Bandeira2017[366-412],
Principense,kaˈbɛlu,CV'CVCV,kɐˈbelu,ka.ˈbɛ.lu,kɐ.ˈbe.lu,lu,lu,3,3,,cabelo,hair,Bandeira2017[366-412],
Principense,kaˈbɛsɛ,CV'CVCV,kɐˈbesɐ,ka.ˈbɛ.sɛ,kɐ.ˈbe.sɐ,ka,kɐ,1,1,,cabeça,head,Bandeira2017[366-412],
Principense,kaˈbɛsɛ,CV'CVCV,kɐˈbesɐ,ka.ˈbɛ.sɛ,kɐ.ˈbe.sɐ,ˈbɛ,ˈbe,2,2,,cabeça,head,Bandeira2017[366-412],
Principense,kaˈbɛsɛ,CV'CVCV,kɐˈbesɐ,ka.ˈbɛ.sɛ,kɐ.ˈbe.sɐ,sɛ,sɐ,3,3,,cabeça,head,Bandeira2017[366-412],
Principense,kaˈdja,CV'CGV,ˈnadɨgɐʃ,ka.ˈdja,ˈna.dɨ.gɐʃ,ka,ˈna,1,1,,nádegas,buttock,Bandeira2017[366-412],
Principense,kaˈdja,CV'CGV,ˈnadɨgɐʃ,ka.ˈdja,ˈna.dɨ.gɐʃ,ˈdja,dɨ,2,2,,nádegas,buttock,Bandeira2017[366-412],
Principense,kaˈdja,CV'CGV,ˈnadɨgɐʃ,ka.ˈdja,ˈna.dɨ.gɐʃ,-,gɐʃ,3,3,,nádegas,buttock,Bandeira2017[366-412],
Principense,koˈko,CV'CV,pɨʃˈkosu,ko.ˈko,pɨʃ.ˈko.su,-,pɨʃ,-,1,,pescoço,neck,Bandeira2017[366-412],ideophone
Principense,koˈko,CV'CV,pɨʃˈkosu,ko.ˈko,pɨʃ.ˈko.su,ko,ˈko,1,2,,pescoço,neck,Bandeira2017[366-412],ideophone
Principense,koˈko,CV'CV,pɨʃˈkosu,ko.ˈko,pɨʃ.ˈko.su,ˈko,su,2,3,,pescoço,neck,Bandeira2017[366-412],ideophone
Principense,kɔˈsɐ̃,CV'CV,kuɾɐˈsɐ̃w̃,kɔ.ˈsɐ̃,ku.ɾɐ.ˈsɐ̃w̃,kɔ,ku,1,1,,coração,heart,Bandeira2017[366-412],
Principense,kɔˈsɐ̃,CV'CV,kuɾɐˈsɐ̃w̃,kɔ.ˈsɐ̃,ku.ɾɐ.ˈsɐ̃w̃,-,ɾɐ,-,2,assimilation,coração,heart,Bandeira2017[366-412],
Principense,kɔˈsɐ̃,CV'CV,kuɾɐˈsɐ̃w̃,kɔ.ˈsɐ̃,ku.ɾɐ.ˈsɐ̃w̃,ˈsɐ̃,ˈsɐ̃w̃,2,3,,coração,heart,Bandeira2017[366-412],
Principense,kuˈpi,CV'CV,ˈkuʃpu,ku.ˈpi,ˈkuʃ.pu,ku,ˈkuʃ,1,1,,cuspo,saliva,Bandeira2017[366-412],
Principense,kuˈpi,CV'CV,ˈkuʃpu,ku.ˈpi,ˈkuʃ.pu,ˈpi,pu,2,2,,cuspo,saliva,Bandeira2017[366-412],
Principense,ˈlũŋgɛ,CVCCV,ˈlĩɡuɐ,ˈlũŋ.gɛ,ˈlĩ.guɐ,ˈlũŋ,ˈlĩ,1,1,,língua,tongue,Bandeira2017[366-412],
Principense,ˈlũŋgɛ,CVCCV,ˈlĩɡuɐ,ˈlũŋ.gɛ,ˈlĩ.guɐ,gɛ,guɐ,2,2,,língua,tongue,Bandeira2017[366-412],
Principense,ˈmamɐ,CVCV,ˈmɐmɐ,ˈma.mɐ,ˈmɐ.mɐ,ˈma,ˈmɐ,1,2,,mama,bosom,Bandeira2017[366-412],
Principense,ˈmamɐ,CVCV,ˈmɐmɐ,ˈma.mɐ,ˈmɐ.mɐ,mɐ,mɐ,1,2,,mama,bosom,Bandeira2017[366-412],
Principense,uˈmɐ̃,V'CV,ˈmɐ̃w̃,u.ˈmɐ̃,ˈmɐ̃w̃,u,-,1,-,,mão,mão,Bandeira2017[366-412],
Principense,uˈmɐ̃,V'CV,ˈmɐ̃w̃,u.ˈmɐ̃,ˈmɐ̃w̃,ˈmɐ̃,ˈmɐ̃w̃,2,1,,mão,mão,Bandeira2017[366-412],
Principense,ˈmbigu,CCVCV,ũˈbigu,ˈmbi.gu,ũ.ˈbi.gu,-,ũ,-,1,,umbigo,belly button,Bandeira2017[366-412],
Principense,ˈmbigu,CCVCV,ũˈbigu,ˈmbi.gu,ũ.ˈbi.gu,ˈmbi,ˈbi,1,2,methatesis,umbigo,belly button,Bandeira2017[366-412],
Principense,ˈmbigu,CCVCV,ũˈbigu,ˈmbi.gu,ũ.ˈbi.gu,gu,gu,2,3,,umbigo,belly button,Bandeira2017[366-412],
Principense,ɔˈpɛ,V'CV,ˈpɛ,ɔ.ˈpɛ,ˈpɛ,ɔ,-,1,-,,pé,"foot, leg",Bandeira2017[366-412],
Principense,ɔˈpɛ,V'CV,ˈpɛ,ɔ.ˈpɛ,ˈpɛ,ˈpɛ,ˈpɛ,2,1,,pé,"foot, leg",Bandeira2017[366-412],
Principense,uˈrja,V'CGV,oˈɾɐʎɐ,u.ˈrja,o.ˈɾɐ.ʎɐ,u,o,1,1,methatesis,orelha,ear,Bandeira2017[366-412],
Principense,uˈrja,V'CGV,oˈɾɐʎɐ,u.ˈrja,o.ˈɾɐ.ʎɐ,-,ˈɾɐ,-,2,,orelha,ear,Bandeira2017[366-412],
Principense,uˈrja,V'CGV,oˈɾɐʎɐ,u.ˈrja,o.ˈɾɐ.ʎɐ,ˈrja,ʎɐ,2,3,,orelha,ear,Bandeira2017[366-412],
Principense,ˈɔsu,VCV,ˈosu,ˈɔ.su,ˈo.su,ˈɔ,ˈo,1,1,,osso,bone,Bandeira2017[366-412],
Principense,ˈɔsu,VCV,ˈosu,ˈɔ.su,ˈo.su,su,su,2,2,,osso,bone,Bandeira2017[366-412],
Principense,oˈze,VCV,ʒuˈɐʎu,o.ˈze,ʒu.ˈɐ.ʎu,o,-,1,-,,joelho,knee,Bandeira2017[366-412],
Principense,oˈze,VCV,ʒuˈɐʎu,o.ˈze,ʒu.ˈɐ.ʎu,ˈze,ʒu,2,1,methatesis,joelho,knee,Bandeira2017[366-412],
Principense,oˈze,VCV,ʒuˈɐʎu,o.ˈze,ʒu.ˈɐ.ʎu,-,ˈɐ,-,2,,joelho,knee,Bandeira2017[366-412],
Principense,oˈze,VCV,ʒuˈɐʎu,o.ˈze,ʒu.ˈɐ.ʎu,-,ʎu,-,3,,joelho,knee,Bandeira2017[366-412],
Principense,ˈpɛli,CVCV,ˈpelɨ,ˈpɛ.li,ˈpe.lɨ,ˈpɛ,ˈpe,1,1,,pele,skin,Bandeira2017[366-412],
Principense,ˈpɛli,CVCV,ˈpelɨ,ˈpɛ.li,ˈpe.lɨ,li,lɨ,2,2,,pele,skin,Bandeira2017[366-412],
Principense,ˈpusu,CVCV,ˈpulsu,ˈpu.su,ˈpul.su,ˈpu,ˈpul,1,1,,pulso,pulse,Bandeira2017[366-412],
Principense,ˈpusu,CVCV,ˈpulsu,ˈpu.su,ˈpul.su,su,su,2,2,,pulso,pulse,Bandeira2017[366-412],
Principense,puluˈmɐ̃,CVCV'CV,pulˈmɐ̃w̃,pu.lu.ˈmɐ̃,pul.ˈmɐ̃w̃,pu,pul,1,1,assimilation,pulmão,lung,Bandeira2017[366-412],
Principense,puluˈmɐ̃,CVCV'CV,pulˈmɐ̃w̃,pu.lu.ˈmɐ̃,pul.ˈmɐ̃w̃,lu,-,2,-,,pulmão,lung,Bandeira2017[366-412],
Principense,puluˈmɐ̃,CVCV'CV,pulˈmɐ̃w̃,pu.lu.ˈmɐ̃,pul.ˈmɐ̃w̃,ˈmɐ̃,ˈmɐ̃w̃,3,2,,pulmão,lung,Bandeira2017[366-412],
Principense,iˈriʃɪ,V'CVCV,nɐˈɾiʃ,i.ˈri.ʃɪ,nɐ.ˈɾiʃ,i,nɐ,1,1,,nariz,nose,Bandeira2017[366-412],
Principense,iˈriʃɪ,V'CVCV,nɐˈɾiʃ,i.ˈri.ʃɪ,nɐ.ˈɾiʃ,ˈri,ˈɾiʃ,2,2,,nariz,nose,Bandeira2017[366-412],
Principense,iˈriʃɪ,V'CVCV,nɐˈɾiʃ,i.ˈri.ʃɪ,nɐ.ˈɾiʃ,ʃɪ,-,3,-,,nariz,nose,Bandeira2017[366-412],
Principense,ˈsɐ̃gɪ,CVCV,ˈsɐ̃ɡɨ,ˈsɐ̃.gɪ,ˈsɐ̃.ɡɨ,ˈsɐ̃,ˈsɐ̃,1,1,,sangue,blood,Bandeira2017[366-412],
Principense,ˈsɐ̃gɪ,CVCV,ˈsɐ̃ɡɨ,ˈsɐ̃.gɪ,ˈsɐ̃.ɡɨ,gɪ,ɡɨ,2,2,,sangue,blood,Bandeira2017[366-412],
Principense,ˈt̠ʃipɐ,CVCV,ˈtɾipɐ,ˈt̠ʃi.pɐ,ˈtɾi.pɐ,ˈt̠ʃi,ˈtɾi,1,1,,tripa,guts,Bandeira2017[366-412],
Principense,ˈt̠ʃipɐ,CVCV,ˈtɾipɐ,ˈt̠ʃi.pɐ,ˈtɾi.pɐ,pɐ,pɐ,2,2,,tripa,guts,Bandeira2017[366-412],
Principense,uˈmuɲɐ,V'CVCV,ˈuɲɐ,u.ˈmu.ɲɐ,ˈu.ɲɐ,u,ˈu,1,1,,unha,nail,Bandeira2017[366-412],
Principense,uˈmuɲɐ,V'CVCV,ˈuɲɐ,u.ˈmu.ɲɐ,ˈu.ɲɐ,ˈmu,-,2,-,,unha,nail,Bandeira2017[366-412],
Principense,uˈmuɲɐ,V'CVCV,ˈuɲɐ,u.ˈmu.ɲɐ,ˈu.ɲɐ,ɲɐ,ɲɐ,3,2,,unha,nail,Bandeira2017[366-412],
Principense,ˈwe,GV,ˈoʎu,ˈwe,ˈo.ʎu,ˈwe,ˈo,1,1,,olho,eye,Bandeira2017[366-412],
Principense,ˈwe,GV,ˈoʎu,ˈwe,ˈo.ʎu,-,ʎu,-,2,,olho,eye,Bandeira2017[366-412],
Principense,akaˈʀe,VCV'CV,ˈsapu,a.ka.ˈʀe,ˈsa.pu,,,,,,sapo,frog,Bandeira2017[366-412],Not of portuguese origin
Principense,ˈbisu,CVCV,ˈbi.ʃu,ˈbi.su,ˈbi.ʃu,ˈbi,ˈbi,1,1,,bicho,animal,Bandeira2017[366-412],
Principense,ˈbisu,CVCV,ˈbi.ʃu,ˈbi.su,ˈbi.ʃu,su,ʃu,-,2,,bicho,animal,Bandeira2017[366-412],
Principense,uˈbweɔmi,V'CGVVCV,ˈboj ˈomɐ̃j̃,u.ˈbwe.ɔ.mi,ˈboj ˈo.mɐ̃j̃,u,-,1,-,,boi homem,bull,Bandeira2017[366-412],
Principense,uˈbweɔmi,V'CGVVCV,ˈboj ˈomɐ̃j̃,u.ˈbwe.ɔ.mi,ˈboj ˈo.mɐ̃j̃,ˈbwe,ˈboj,2,1,,boi homem,bull,Bandeira2017[366-412],
Principense,uˈbweɔmi,V'CGVVCV,ˈboj ˈomɐ̃j̃,u.ˈbwe.ɔ.mi,ˈboj ˈo.mɐ̃j̃,ɔ,ˈo,3,2,,boi homem,bull,Bandeira2017[366-412],
Principense,uˈbweɔmi,V'CGVVCV,ˈboj ˈomɐ̃j̃,u.ˈbwe.ɔ.mi,ˈboj ˈo.mɐ̃j̃,mi,mɐ̃j̃,4,3,,boi homem,bull,Bandeira2017[366-412],
Principense,ˈkabɐ,CVCV,ˈkabɾɐ,ˈka.bɐ,ˈka.bɾɐ,ˈka,ˈka,1,1,,cabra,goat,Bandeira2017[366-412],
Principense,ˈkabɐ,CVCV,ˈkabɾɐ,ˈka.bɐ,ˈka.bɾɐ,bɐ,bɾɐ,2,2,,cabra,goat,Bandeira2017[366-412],
Principense,kaˈso,CV'CV,kɐˈʃoʀu,ka.ˈso,kɐ.ˈʃo.ʀu,ka,kɐ,1,1,methatesis,cachorro,dog,Bandeira2017[366-412],
Principense,kaˈso,CV'CV,kɐˈʃoʀu,ka.ˈso,kɐ.ˈʃo.ʀu,ˈso,ˈʃo,2,2,,cachorro,dog,Bandeira2017[366-412],
Principense,kaˈso,CV'CV,kɐˈʃoʀu,ka.ˈso,kɐ.ˈʃo.ʀu,-,ʀu,-,3,,cachorro,dog,Bandeira2017[366-412],
Principense,ˈkɔbɔ,CVCV,ˈkɔbɾɐ,ˈkɔ.bɔ,ˈkɔ.bɾɐ,ˈkɔ,ˈkɔ,1,1,,cobra,snake,Bandeira2017[366-412],
Principense,ˈkɔbɔ,CVCV,ˈkɔbɾɐ,ˈkɔ.bɔ,ˈkɔ.bɾɐ,bɔ,bɾɐ,2,2,,cobra,snake,Bandeira2017[366-412],
Principense,maˈkaku,CV'CVCV,mɐˈkaku,ma.ˈka.ku,mɐ.ˈka.ku,ma,mɐ,1,1,,macaco,monkey,Bandeira2017[366-412],
Principense,maˈkaku,CV'CVCV,mɐˈkaku,ma.ˈka.ku,mɐ.ˈka.ku,ˈka,ˈka,2,2,,macaco,monkey,Bandeira2017[366-412],
Principense,maˈkaku,CV'CVCV,mɐˈkaku,ma.ˈka.ku,mɐ.ˈka.ku,ku,ku,3,3,,macaco,monkey,Bandeira2017[366-412],
Principense,muˈsɛgu,CV'CVCV,muɾˈsegu,mu.ˈsɛ.gu,muɾ.ˈse.gu,mu,muɾ,1,1,,morcego,bat,Bandeira2017[366-412],
Principense,muˈsɛgu,CV'CVCV,muɾˈsegu,mu.ˈsɛ.gu,muɾ.ˈse.gu,ˈsɛ,ˈse,2,2,,morcego,bat,Bandeira2017[366-412],
Principense,muˈsɛgu,CV'CVCV,muɾˈsegu,mu.ˈsɛ.gu,muɾ.ˈse.gu,gu,gu,3,3,,morcego,bat,Bandeira2017[366-412],
Principense,giˈɲɐ̃,CV'CV,gɐˈliɲɐ,gi.ˈɲɐ̃,gɐ.ˈli.ɲɐ,gi,gɐ,1,1,methatesis,galinha,hen,Bandeira2017[366-412],
Principense,giˈɲɐ̃,CV'CV,gɐˈliɲɐ,gi.ˈɲɐ̃,gɐ.ˈli.ɲɐ,-,ˈli,2,2,,galinha,hen,Bandeira2017[366-412],
Principense,giˈɲɐ̃,CV'CV,gɐˈliɲɐ,gi.ˈɲɐ̃,gɐ.ˈli.ɲɐ,ˈɲɐ̃,ɲɐ,3,3,,galinha,hen,Bandeira2017[366-412],
