Language,SourceWord,TargetWord,SourceWordSyllable,TargetWordSyylable,TargetSyllable,SourceSyllable,PositionSource,PositionTarget,Process,TargetOrthography,Translation,References,Notes
Fa d’Ambo,sẽˈde,ɐsẽˈdeɾ,sẽ.ˈde,ɐ.sẽ.ˈdeɾ,ˈde,ˈdeɾ,2,3,,acender,light up,Bandeira2017[366-412],
Fa d’Ambo,sɛˈla,ʃɐjˈɾaɾ,sɛ.ˈla,ʃɐj.ˈɾaɾ,sɛ,ʃɐj,1,1,,cheirar,smell,Bandeira2017[366-412],
Fa d’Ambo,sɛˈla,ʃɐjˈɾaɾ,sɛ.ˈla,ʃɐj.ˈɾaɾ,ˈla,ˈɾaɾ,2,2,,cheirar,smell,Bandeira2017[366-412],
Fa d’Ambo,ʃiˈga,ʃɨˈɡaɾ,ʃi.ˈga,ʃɨ.ˈɡaɾ,ʃi,ʃɨ,1,1,,chegar,arrive,Bandeira2017[366-412],
Fa d’Ambo,ʃiˈga,ʃɨˈɡaɾ,ʃi.ˈga,ʃɨ.ˈɡaɾ,ˈga,ˈgaɾ,2,2,,chegar,arrive,Bandeira2017[366-412],
Fa d’Ambo,ʃke:ˈve,ɨʃkɾɨˈveɾ,ʃ.ke:.ˈve,ɨʃ.kɾɨ.ˈveɾ,ʃ,ɨʃ,1,1,,escrever,write,Bandeira2017[366-412],
Fa d’Ambo,ʃke:ˈve,ɨʃkɾɨˈveɾ,ʃ.ke:.ˈve,ɨʃ.kɾɨ.ˈveɾ,ke,kɾɨ,2,2,,escrever,write,Bandeira2017[366-412],
Fa d’Ambo,ʃke:ˈve,ɨʃkɾɨˈveɾ,ʃ.ke:.ˈve,ɨʃ.kɾɨ.ˈveɾ,ˈve,ˈveɾ,3,3,,escrever,write,Bandeira2017[366-412],
Fa d’Ambo,ʃiˈmja,sɨmiˈaɾ,ʃi.ˈmja,sɨ.mi.ˈaɾ,ʃi,sɨ,1,1,,semear,plant,Bandeira2017[366-412],
Fa d’Ambo,ʃiˈmja,sɨmiˈaɾ,ʃi.ˈmja,sɨ.mi.ˈaɾ,ˈmja,mi,2,2,,semear,plant,Bandeira2017[366-412],
Fa d’Ambo,ʃiˈmja,sɨmiˈaɾ,ʃi.ˈmja,sɨ.mi.ˈaɾ,-,ˈaɾ,-,3,,semear,plant,Bandeira2017[366-412],
Fa d’Ambo,suˈla,ʃuˈɾaɾ,su.ˈla,ʃu.ˈɾaɾ,su,ʃu,1,1,,chorar,cry,Bandeira2017[366-412],
Fa d’Ambo,suˈla,ʃuˈɾaɾ,su.ˈla,ʃu.ˈɾaɾ,ˈla,ˈɾaɾ,2,2,,chorar,cry,Bandeira2017[366-412],
Fa d’Ambo,sɔ̃mbɛˈla,ɐsõˈbɾaɾ,sɔ̃m.bɛ.ˈla,ɐ.sõ.ˈbɾaɾ,-,ɐ,-,1,,assombrar,haunt,Bandeira2017[366-412],
Fa d’Ambo,sɔ̃mbɛˈla,ɐsõˈbɾaɾ,sɔ̃m.bɛ.ˈla,ɐ.sõ.ˈbɾaɾ,sɔ̃m,sõ,1,2,,assombrar,haunt,Bandeira2017[366-412],
Fa d’Ambo,sɔ̃mbɛˈla,ɐsõˈbɾaɾ,sɔ̃m.bɛ.ˈla,ɐ.sõ.ˈbɾaɾ,bɛ,ˈbɾaɾ,2,3,,assombrar,haunt,Bandeira2017[366-412],
Fa d’Ambo,sɔ̃mbɛˈla,ɐsõˈbɾaɾ,sɔ̃m.bɛ.ˈla,ɐ.sõ.ˈbɾaɾ,ˈla,-,3,-,,assombrar,haunt,Bandeira2017[366-412],
Fa d’Ambo,foˈfo,suˈpɾaɾ,fo.ˈfo,su.ˈpɾaɾ,,,,,,soprar,to blow,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,subiˈli,suˈbiɾ,su.bi.ˈli,su.ˈbiɾ,su,su,1,1,,subir,move up,Bandeira2017[366-412],
Fa d’Ambo,subiˈli,suˈbiɾ,su.bi.ˈli,su.ˈbiɾ,bi,ˈbiɾ,2,2,,subir,move up,Bandeira2017[366-412],
Fa d’Ambo,subiˈli,suˈbiɾ,su.bi.ˈli,su.ˈbiɾ,ˈli,-,3,-,,subir,move up,Bandeira2017[366-412],
Fa d’Ambo,sɔˈxa,sɨˈkaɾ,sɔ.ˈxa,sɨ.ˈkaɾ,sɔ,sɨ,1,1,,secar,wipe,Bandeira2017[366-412],
Fa d’Ambo,sɔˈxa,sɨˈkaɾ,sɔ.ˈxa,sɨ.ˈkaɾ,ˈkaɾ,ˈxa,2,2,,secar,wipe,Bandeira2017[366-412],
Fa d’Ambo,suˈpa,ʃuˈpaɾ,su.ˈpa,ʃu.ˈpaɾ,su,ʃu,1,1,,chupar,suck,Bandeira2017[366-412],
Fa d’Ambo,suˈpa,ʃuˈpaɾ,su.ˈpa,ʃu.ˈpaɾ,ˈpa,ˈpaɾ,2,2,,chupar,suck,Bandeira2017[366-412],
Fa d’Ambo,suˈa,suˈaɾ,su.ˈa,su.ˈaɾ,su,su,1,1,,suar,sweat,Bandeira2017[366-412],
Fa d’Ambo,suˈa,suˈaɾ,su.ˈa,su.ˈaɾ,ˈa,ˈaɾ,2,2,,suar,sweat,Bandeira2017[366-412],
Fa d’Ambo,sẽˈta,sẽˈtaɾ,sẽ.ˈta,sẽ.ˈtaɾ,sẽ,sẽ,1,1,,sentar,sit,Bandeira2017[366-412],
Fa d’Ambo,sẽˈta,sẽˈtaɾ,sẽ.ˈta,sẽ.ˈtaɾ,ˈta,ˈtaɾ,2,2,,sentar,sit,Bandeira2017[366-412],
Fa d’Ambo,ˈte,teɾ,ˈte,teɾ,ˈte,teɾ,1,1,,ter,have,Bandeira2017[366-412],
Fa d’Ambo,tẽˈde,ẽtẽˈdeɾ,tẽ.ˈde,ẽ.tẽ.ˈdeɾ,-,ẽ,-,1,,entender,to listen,Bandeira2017[366-412],
Fa d’Ambo,tẽˈde,ẽtẽˈdeɾ,tẽ.ˈde,ẽ.tẽ.ˈdeɾ,tẽ,tẽ,1,2,,entender,to listen,Bandeira2017[366-412],
Fa d’Ambo,tẽˈde,ẽtẽˈdeɾ,tẽ.ˈde,ẽ.tẽ.ˈdeɾ,ˈde,ˈdeɾ,2,3,,entender,to listen,Bandeira2017[366-412],
Fa d’Ambo,t̠ʃiˈla,tiˈɾaɾ,t̠ʃi.ˈla,ti.ˈɾaɾ,t̠ʃi,ti,1,1,,tirar,remove,Bandeira2017[366-412],
Fa d’Ambo,t̠ʃiˈla,tiˈɾaɾ,t̠ʃi.ˈla,ti.ˈɾaɾ,ˈla,ˈɾaɾ,2,2,,tirar,remove,Bandeira2017[366-412],
Fa d’Ambo,ta:baˈʎa,tɾɐbɐˈʎaɾ,ta:.ba.ˈʎa,tɾɐ.bɐ.ˈʎaɾ,ta:,tɾɐ,1,1,,trabalhar,to work,Bandeira2017[366-412],
Fa d’Ambo,ta:baˈʎa,tɾɐbɐˈʎaɾ,ta:.ba.ˈʎa,tɾɐ.bɐ.ˈʎaɾ,ba,bɐ,2,2,,trabalhar,to work,Bandeira2017[366-412],
Fa d’Ambo,ta:baˈʎa,tɾɐbɐˈʎaɾ,ta:.ba.ˈʎa,tɾɐ.bɐ.ˈʎaɾ,ˈʎa,ˈʎaɾ,3,3,,trabalhar,to work,Bandeira2017[366-412],
Fa d’Ambo,ntɔˈla,tuˈʀaɾ,ntɔ.ˈla,tu.ˈʀaɾ,n,-,1,-,,torrar,toast,Bandeira2017[366-412],
Fa d’Ambo,ntɔˈla,tuˈʀaɾ,ntɔ.ˈla,tu.ˈʀaɾ,tɔ,tu,2,1,,torrar,toast,Bandeira2017[366-412],
Fa d’Ambo,ntɔˈla,tuˈʀaɾ,ntɔ.ˈla,tu.ˈʀaɾ,ˈla,ˈʀaɾ,3,2,,torrar,toast,Bandeira2017[366-412],
Fa d’Ambo,zuˈda,ɐʒuˈdaɾ,zu.ˈda,ɐ.ʒu.ˈdaɾ,-,ɐ,-,1,,ajudar,help,Bandeira2017[366-412],
Fa d’Ambo,zuˈda,ɐʒuˈdaɾ,zu.ˈda,ɐ.ʒu.ˈdaɾ,zu,ʒu,1,2,,ajudar,help,Bandeira2017[366-412],
Fa d’Ambo,zuˈda,ɐʒuˈdaɾ,zu.ˈda,ɐ.ʒu.ˈdaɾ,ˈda,ˈdaɾ,2,3,,ajudar,help,Bandeira2017[366-412],
Fa d’Ambo,ãˈʃi,fuɾˈmigɐ,ã.ˈʃi,fuɾ.ˈmi.gɐ,,,,,,formiga,ant,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,iˈdu,piˈoʎuʃ,i.ˈdu,pi.ˈo.ʎuʃ,,,,,,piolhos,lice,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,d̠ʒiˈfũtu,dɨˈfũtu,d̠ʒi.ˈfũ.tu,dɨ.ˈfũ.tu,d̠ʒi,dɨ,1,1,,defunto,deceased,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈfũtu,dɨˈfũtu,d̠ʒi.ˈfũ.tu,dɨ.ˈfũ.tu,ˈfũ,ˈfũ,2,2,,defunto,deceased,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈfũtu,dɨˈfũtu,d̠ʒi.ˈfũ.tu,dɨ.ˈfũ.tu,tu,tu,3,3,,defunto,deceased,Bandeira2017[366-412],
Fa d’Ambo,ˈminu,mɨˈninu,ˈmi.nu,mɨ.ˈni.nu,ˈmi,mɨ,1,1,,menino,child,Bandeira2017[366-412],
Fa d’Ambo,ˈminu,mɨˈninu,ˈmi.nu,mɨ.ˈni.nu,-,ˈni,-,2,,menino,child,Bandeira2017[366-412],
Fa d’Ambo,ˈminu,mɨˈninu,ˈmi.nu,mɨ.ˈni.nu,nu,nu,2,3,,menino,child,Bandeira2017[366-412],
Fa d’Ambo,ˈmjɛle,muˈʎɛɾ,ˈmjɛ.le,mu.ˈʎɛɾ,ˈmjɛ,mu,1,1,,mulher,woman,Bandeira2017[366-412],
Fa d’Ambo,ˈmjɛle,muˈʎɛɾ,ˈmjɛ.le,mu.ˈʎɛɾ,le,ˈʎɛɾ,2,2,,mulher,woman,Bandeira2017[366-412],
Fa d’Ambo,ˈŋge,aɫˈgɐ̃j̃,ˈŋge,aɫ.ˈgɐ̃j̃,-,aɫ,-,1,,alguém,someone,Bandeira2017[366-412],
Fa d’Ambo,ˈŋge,aɫˈgɐ̃j̃,ˈŋge,aɫ.ˈgɐ̃j̃,ˈŋge,ˈgɐ̃j̃,1,2,,alguém,someone,Bandeira2017[366-412],
Fa d’Ambo,ɔˈmɛ,ɔˈmɛ̃,ɔ.ˈmɛ,ɔ.ˈmɛ̃,ɔ,ɔ,1,1,,homem,man,Bandeira2017[366-412],
Fa d’Ambo,ɔˈmɛ,ɔˈmɛ̃,ɔ.ˈmɛ,ɔ.ˈmɛ̃,ˈmɛ,ˈmɛ̃,2,2,,homem,man,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈvid̠ʒil,viˈziɲu,d̠ʒi.ˈvi.d̠ʒil,vi.ˈzi.ɲu,d̠ʒi,-,1,-,,vizinho,neighbor,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈvid̠ʒil,viˈziɲu,d̠ʒi.ˈvi.d̠ʒil,vi.ˈzi.ɲu,ˈvi,vi,2,1,,vizinho,neighbor,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈvid̠ʒil,viˈziɲu,d̠ʒi.ˈvi.d̠ʒil,vi.ˈzi.ɲu,d̠ʒil,ˈzi,3,2,,vizinho,neighbor,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒiˈvid̠ʒil,viˈziɲu,d̠ʒi.ˈvi.d̠ʒil,vi.ˈzi.ɲu,-,ɲu,-,3,,vizinho,neighbor,Bandeira2017[366-412],
Fa d’Ambo,bɔˈdɔ,ˈkajʃ,bɔ.ˈdɔ,ˈkajʃ,,,,,,cais,pier,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,ˈfɛla,ˈfejɾɐ,ˈfɛ.la,ˈfɐj.ɾɐ,ˈfɛ,ˈfɐj,1,1,,feira,market,Bandeira2017[366-412],
Fa d’Ambo,ˈfɛla,ˈfejɾɐ,ˈfɛ.la,ˈfɐj.ɾɐ,la,ɾɐ,2,2,,feira,market,Bandeira2017[366-412],
Fa d’Ambo,ˈge:za,iˈgrɐʒɐ,ˈge:.za,i.ˈgrɐ.ʒɐ,-,i,-,1,,igreja,church,Bandeira2017[366-412],
Fa d’Ambo,ˈge:za,iˈgrɐʒɐ,ˈge:.za,i.ˈgrɐ.ʒɐ,ˈge,ˈgrɐ,1,2,,igreja,church,Bandeira2017[366-412],
Fa d’Ambo,ˈge:za,iˈgrɐʒɐ,ˈge:.za,i.ˈgrɐ.ʒɐ,za,ʒɐ,2,3,,igreja,church,Bandeira2017[366-412],
Fa d’Ambo,xaˈd̠ʒia,kɐˈdɐjɐ,xa.ˈd̠ʒi.a,kɐ.ˈdɐj.ɐ,xa,kɐ,1,1,,cadeia,prison,Bandeira2017[366-412],
Fa d’Ambo,xaˈd̠ʒia,kɐˈdɐjɐ,xa.ˈd̠ʒi.a,kɐ.ˈdɐj.ɐ,ˈd̠ʒi,ˈdɐj,2,2,,cadeia,prison,Bandeira2017[366-412],
Fa d’Ambo,xaˈd̠ʒia,kɐˈdɐjɐ,xa.ˈd̠ʒi.a,kɐ.ˈdɐj.ɐ,a,ɐ,3,3,,cadeia,prison,Bandeira2017[366-412],
Fa d’Ambo,ˈxai,ˈkazɐ,ˈxai,ˈka.zɐ,ˈxai,ˈka,1,1,,casa,house,Bandeira2017[366-412],
Fa d’Ambo,ˈxai,ˈkazɐ,ˈxai,ˈka.zɐ,-,zɐ,-,2,,casa,house,Bandeira2017[366-412],
Fa d’Ambo,oˈgo,fluˈɾɛʃtɐ,o.ˈgo,flu.ˈɾɛʃ.tɐ,,,,,,floresta,forest,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,xɔˈt̠ʃjɐ̃,ˈkwaɾtu,xɔ.ˈt̠ʃjɐ̃,ˈkwaɾ.tu,,,,,,quarto,room,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,ˈkaɛ,ˈʀuɐ,ˈkaɛ,ˈʀu.ɐ,,,,,,rua,street,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,fɐ̃ˈtɛ:za,fuɾtɐˈlezɐ,fɐ̃.ˈtɛ:.za,fuɾ.tɐ.ˈle.zɐ,fɐ̃,fuɾ,1,1,,fortaleza,wall,Bandeira2017[366-412],
Fa d’Ambo,fɐ̃ˈtɛ:za,fuɾtɐˈlezɐ,fɐ̃.ˈtɛ:.za,fuɾ.tɐ.ˈle.zɐ,ˈtɛ,tɐ,2,2,,fortaleza,wall,Bandeira2017[366-412],
Fa d’Ambo,fɐ̃ˈtɛ:za,fuɾtɐˈlezɐ,fɐ̃.ˈtɛ:.za,fuɾ.tɐ.ˈle.zɐ,-,ˈle,-,3,,fortaleza,wall,Bandeira2017[366-412],
Fa d’Ambo,fɐ̃ˈtɛ:za,fuɾtɐˈlezɐ,fɐ̃.ˈtɛ:.za,fuɾ.tɐ.ˈle.zɐ,za,zɐ,3,4,,fortaleza,wall,Bandeira2017[366-412],
Fa d’Ambo,ˈpa:sa,ˈpɾasɐ,ˈpa:.sa,ˈpɾa.sɐ,ˈpa:,ˈpɾa,1,1,,praça,square,Bandeira2017[366-412],
Fa d’Ambo,ˈpa:sa,ˈpɾasɐ,ˈpa:.sa,ˈpɾa.sɐ,sa,sɐ,2,2,,praça,square,Bandeira2017[366-412],
Fa d’Ambo,ˈtol,ˈtoʀɨ,ˈtol,ˈto.ʀɨ,ˈtol,ˈto,1,1,,torre,tower,Bandeira2017[366-412],
Fa d’Ambo,ˈtol,ˈtoʀɨ,ˈtol,ˈto.ʀɨ,-,ʀɨ,-,2,,torre,tower,Bandeira2017[366-412],
Fa d’Ambo,ˈfɛlu,ˈfɛʀu,ˈfɛ.lu,ˈfɛ.ʀu,ˈfɛ,ˈfɛ,1,1,,ferro,iron,Bandeira2017[366-412],
Fa d’Ambo,ˈfɛlu,ˈfɛʀu,ˈfɛ.lu,ˈfɛ.ʀu,lu,ʀu,2,2,,ferro,iron,Bandeira2017[366-412],
Fa d’Ambo,ˈpa:ta,ˈpɾatɐ,ˈpa:.ta,ˈpɾa.tɐ,ˈpa:,ˈpɾa,1,1,,prata,silver,Bandeira2017[366-412],
Fa d’Ambo,ˈpa:ta,ˈpɾatɐ,ˈpa:.ta,ˈpɾa.tɐ,ta,tɐ,2,2,,prata,silver,Bandeira2017[366-412],
Fa d’Ambo,ˈsũba,ˈʃũbu,ˈsũ.ba,ˈʃũ.bu,ˈsũ,ˈʃũ,1,1,,chumbo,lead,Bandeira2017[366-412],
Fa d’Ambo,ˈsũba,ˈʃũbu,ˈsũ.ba,ˈʃũ.bu,ba,bu,2,2,,chumbo,lead,Bandeira2017[366-412],
Fa d’Ambo,aˈlɛa,ɐˈɾɐjɐ,a.ˈlɛ.a,ɐ.ˈɾɐj.ɐ,a,ɐ,1,1,,areia,sand,Bandeira2017[366-412],
Fa d’Ambo,aˈlɛa,ɐˈɾɐjɐ,a.ˈlɛ.a,ɐ.ˈɾɐj.ɐ,ˈlɛ,ˈɾɐj,2,2,,areia,sand,Bandeira2017[366-412],
Fa d’Ambo,aˈlɛa,ɐˈɾɐjɐ,a.ˈlɛ.a,ɐ.ˈɾɐj.ɐ,a,ɐ,3,3,,areia,sand,Bandeira2017[366-412],
Fa d’Ambo,gɔˈ:vɛla,aɾkuˈiɾiʃ,gɔ:.ˈvɛ.la,aɾ.ku.ˈi.ɾiʃ,,,,,,arco-íris,rainbow,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,ˈbalu,ˈbaʀu,ˈba.lu,ˈba.ʀu,ˈba,ˈba,1,1,,barro,clay,Bandeira2017[366-412],
Fa d’Ambo,ˈbalu,ˈbaʀu,ˈba.lu,ˈba.ʀu,lu,ʀu,2,2,,barro,clay,Bandeira2017[366-412],
Fa d’Ambo,ˈfiu,ˈfɾiu,ˈfi.u,ˈfɾi.u,ˈfi,ˈfɾi,1,1,,frio,cold,Bandeira2017[366-412],
Fa d’Ambo,ˈfiu,ˈfɾiu,ˈfi.u,ˈfɾi.u,u,u,2,2,,frio,cold,Bandeira2017[366-412],
Fa d’Ambo,iˈʎa,ˈiʎɐ,i.ˈʎa,ˈi.ʎɐ,i,i,1,1,,ilha,island,Bandeira2017[366-412],
Fa d’Ambo,iˈʎa,ˈiʎɐ,i.ˈʎa,ˈi.ʎɐ,ˈʎa,ʎɐ,2,2,,ilha,island,Bandeira2017[366-412],
Fa d’Ambo,ˈkɛĩt̠ʃi,ˈkẽtɨ,ˈkɛĩ.t̠ʃi,ˈkẽ.tɨ,ˈkɛĩ,ˈkẽ,1,1,,quente,heat,Bandeira2017[366-412],
Fa d’Ambo,ˈkɛĩt̠ʃi,ˈkẽtɨ,ˈkɛĩ.t̠ʃi,ˈkẽ.tɨ,t̠ʃi,tɨ,2,2,,quente,heat,Bandeira2017[366-412],
Fa d’Ambo,xa:ˈbɐ̃,kɐɾˈvɐ̃w̃,xa:.ˈbɐ̃,kɐɾ.ˈvɐ̃w̃,xa:,kɐɾ,1,1,,carvão,coal,Bandeira2017[366-412],
Fa d’Ambo,xa:ˈbɐ̃,kɐɾˈvɐ̃w̃,xa:.ˈbɐ̃,kɐɾ.ˈvɐ̃w̃,ˈbɐ̃,ˈvɐ̃w̃,2,2,,carvão,coal,Bandeira2017[366-412],
Fa d’Ambo,ˈlali,ʀɨˈlɐ̃pɐgu,ˈla.li,ʀɨ.ˈlɐ̃.pɐ.gu,,,,,,relâmpago,lightning,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,ˈnovi,ˈnuvɐ̃j̃,ˈno.vi,ˈnu.vɐ̃j̃,ˈno,ˈnu,1,1,,nuvem,cloud,Bandeira2017[366-412],
Fa d’Ambo,ˈnovi,ˈnuvɐ̃j̃,ˈno.vi,ˈnu.vɐ̃j̃,vi,vɐ̃j̃,2,2,,nuvem,cloud,Bandeira2017[366-412],
Fa d’Ambo,ˈnwa,ˈluɐ,ˈnwa,ˈlu.ɐ,ˈnwa,ˈlu,1,1,,lua,moon,Bandeira2017[366-412],
Fa d’Ambo,ˈnwa,ˈluɐ,ˈnwa,ˈlu.ɐ,-,ɐ,-,2,,lua,moon,Bandeira2017[366-412],
Fa d’Ambo,ˈnia,ˈlɐɲɐ,ˈni.a,ˈlɐ.ɲɐ,-,ˈlɐ,-,1,,lenha,wood,Bandeira2017[366-412],
Fa d’Ambo,ˈnia,ˈlɐɲɐ,ˈni.a,ˈlɐ.ɲɐ,ˈni,ɲɐ,1,2,,lenha,wood,Bandeira2017[366-412],
Fa d’Ambo,ˈnia,ˈlɐɲɐ,ˈni.a,ˈlɐ.ɲɐ,a,-,2,-,,lenha,wood,Bandeira2017[366-412],
Fa d’Ambo,ɔˈmɛ,ˈmaɾ,ɔ.ˈmɛ,ˈmaɾ,ɔ,-,1,-,,mar,sea,Bandeira2017[366-412],
Fa d’Ambo,ɔˈmɛ,ˈmaɾ,ɔ.ˈmɛ,ˈmaɾ,ˈmɛ,ˈmaɾ,2,1,,mar,sea,Bandeira2017[366-412],
Fa d’Ambo,luˈbɛla,ʀiˈbɐjɾu,lu.ˈbɛ.la,ʀi.ˈbɐj.ɾu,lu,ʀi,1,1,,ribeiro,river,Bandeira2017[366-412],
Fa d’Ambo,luˈbɛla,ʀiˈbɐjɾu,lu.ˈbɛ.la,ʀi.ˈbɐj.ɾu,ˈbɛ,ˈbɐj,2,2,,ribeiro,river,Bandeira2017[366-412],
Fa d’Ambo,luˈbɛla,ʀiˈbɐjɾu,lu.ˈbɛ.la,ʀi.ˈbɐj.ɾu,la,ɾu,3,3,,ribeiro,river,Bandeira2017[366-412],
Fa d’Ambo,ɔˈsɛ,ˈsɛw,ɔ.ˈsɛ,ˈsɛw,ɔ,-,1,-,,céu,sky,Bandeira2017[366-412],
Fa d’Ambo,ɔˈsɛ,ˈsɛw,ɔ.ˈsɛ,ˈsɛw,ˈsɛ,ˈsɛw,2,1,,céu,sky,Bandeira2017[366-412],
Fa d’Ambo,ˈpiku,ˈpiku,ˈpi.ku,ˈpi.ku,ˈpi,ˈpi,1,1,,pico,peak,Bandeira2017[366-412],
Fa d’Ambo,ˈpiku,ˈpiku,ˈpi.ku,ˈpi.ku,ku,ku,2,2,,pico,peak,Bandeira2017[366-412],
Fa d’Ambo,seˈlema,ɔɾˈvaʎu,se.ˈle.ma,ɔɾ.ˈva.ʎu,,,,,,orvalho,dew,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,ˈsɔlɔ,ˈsɔl,ˈsɔ.lɔ,ˈsɔl,ˈsɔ,ˈsɔl,1,1,,sol,sun,Bandeira2017[366-412],
Fa d’Ambo,ˈsɔlɔ,ˈsɔl,ˈsɔ.lɔ,ˈsɔl,lɔ,-,2,-,,sol,sun,Bandeira2017[366-412],
Fa d’Ambo,ˈtɛ:la,ɨʃˈtɾelɐ,ˈtɛ:.la,ɨʃ.ˈtɾe.lɐ,-,ɨʃ,-,1,,estrela,star,Bandeira2017[366-412],
Fa d’Ambo,ˈtɛ:la,ɨʃˈtɾelɐ,ˈtɛ:.la,ɨʃ.ˈtɾe.lɐ,ˈtɛ:,ˈtɾe,1,2,,estrela,star,Bandeira2017[366-412],
Fa d’Ambo,ˈtɛ:la,ɨʃˈtɾelɐ,ˈtɛ:.la,ɨʃ.ˈtɾe.lɐ,la,lɐ,2,3,,estrela,star,Bandeira2017[366-412],
Fa d’Ambo,ˈʃuva,ˈʃuvɐ,ˈʃu.va,ˈʃu.vɐ,ˈʃu,ˈʃu,1,1,,chuva,rain,Bandeira2017[366-412],
Fa d’Ambo,ˈʃuva,ˈʃuvɐ,ˈʃu.va,ˈʃu.vɐ,va,vɐ,2,2,,chuva,rain,Bandeira2017[366-412],
Fa d’Ambo,ˈtɛla,ˈtɛʀɐ,ˈtɛ.la,ˈtɛ.ʀɐ,ˈtɛ,ˈtɛ,1,1,,terra,earth,Bandeira2017[366-412],
Fa d’Ambo,ˈtɛla,ˈtɛʀɐ,ˈtɛ.la,ˈtɛ.ʀɐ,la,ʀɐ,2,2,,terra,earth,Bandeira2017[366-412],
Fa d’Ambo,toloˈvada,tɾuvuˈada,to.lo.ˈva.da,tɾu.vu.ˈa.dɐ,to,tɾu,1,1,,trovoada,thunderstorm,Bandeira2017[366-412],
Fa d’Ambo,toloˈvada,tɾuvuˈada,to.lo.ˈva.da,tɾu.vu.ˈa.dɐ,lo,-,2,-,,trovoada,thunderstorm,Bandeira2017[366-412],
Fa d’Ambo,toloˈvada,tɾuvuˈada,to.lo.ˈva.da,tɾu.vu.ˈa.dɐ,-,vu,-,2,,trovoada,thunderstorm,Bandeira2017[366-412],
Fa d’Ambo,toloˈvada,tɾuvuˈada,to.lo.ˈva.da,tɾu.vu.ˈa.dɐ,ˈva,ˈa,3,3,,trovoada,thunderstorm,Bandeira2017[366-412],
Fa d’Ambo,toloˈvada,tɾuvuˈada,to.lo.ˈva.da,tɾu.vu.ˈa.dɐ,da,dɐ,4,4,,trovoada,thunderstorm,Bandeira2017[366-412],
Fa d’Ambo,ɔˈvɛ̃tu,ˈvẽtu,ɔ.ˈvɛ̃.tu,ˈvẽ.tu,ɔ,-,1,-,,vento,wind,Bandeira2017[366-412],
Fa d’Ambo,ɔˈvɛ̃tu,ˈvẽtu,ɔ.ˈvɛ̃.tu,ˈvẽ.tu,ˈvɛ̃,ˈvẽ,2,1,,vento,wind,Bandeira2017[366-412],
Fa d’Ambo,ɔˈvɛ̃tu,ˈvẽtu,ɔ.ˈvɛ̃.tu,ˈvẽ.tu,tu,tu,3,2,,vento,wind,Bandeira2017[366-412],
Fa d’Ambo,aˈle,ˈʀɐj,a.ˈle,ˈʀɐj,a,-,1,-,,rei,king,Bandeira2017[366-412],
Fa d’Ambo,aˈle,ˈʀɐj,a.ˈle,ˈʀɐj,ˈle,ˈʀɐj,2,1,,rei,king,Bandeira2017[366-412],
Fa d’Ambo,doˈtolo,dowˈtoɾ,do.ˈto.lo,do.ˈtoɾ,do,do,1,1,,doutor,doctor,Bandeira2017[366-412],
Fa d’Ambo,doˈtolo,dowˈtoɾ,do.ˈto.lo,do.ˈtoɾ,ˈto,ˈtoɾ,2,2,,doutor,doctor,Bandeira2017[366-412],
Fa d’Ambo,doˈtolo,dowˈtoɾ,do.ˈto.lo,do.ˈtoɾ,lo,-,3,-,,doutor,doctor,Bandeira2017[366-412],
Fa d’Ambo,xɐ̃ˈtelu,kɐɾpĩˈtejɾu,xɐ̃.ˈte.lu,kɐɾ.pĩ.ˈtɐj.ɾu,xɐ̃,kɐɾ,1,1,,carpinteiro,carpenter,Bandeira2017[366-412],
Fa d’Ambo,xɐ̃ˈtelu,kɐɾpĩˈtejɾu,xɐ̃.ˈte.lu,kɐɾ.pĩ.ˈtɐj.ɾu,-,pĩ,-,2,,carpinteiro,carpenter,Bandeira2017[366-412],
Fa d’Ambo,xɐ̃ˈtelu,kɐɾpĩˈtejɾu,xɐ̃.ˈte.lu,kɐɾ.pĩ.ˈtɐj.ɾu,ˈte,ˈtɐj,2,3,,carpinteiro,carpenter,Bandeira2017[366-412],
Fa d’Ambo,xɐ̃ˈtelu,kɐɾpĩˈtejɾu,xɐ̃.ˈte.lu,kɐɾ.pĩ.ˈtɐj.ɾu,lu,ɾu,3,4,,carpinteiro,carpenter,Bandeira2017[366-412],
Fa d’Ambo,mataˈdo,mɐtɐˈdoɾ,ma.ta.ˈdo,mɐ.tɐ.ˈdoɾ,ma,mɐ,1,1,,matador,butcher,Bandeira2017[366-412],
