Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllabe,PreviousSource,NextSource,TargetSyllabe,SourceWordSyl,TargetWordSyl,PositionSource,PositionTarget,SimplePositionSource,SimplePositionTarget,Process,TargetOrthopraphy,Translation,Reference
Sri Lanka Portuguese,bɾuma:j,vɨɾˈmɐʎu,bɾu.ma:j,vɨɾ.ˈmɐ.ʎu,bɾu,0,-,vɨɾ,2,3,1,1,Initial,Initial,,vermelho,red,Clements2012[37-41]
Sri Lanka Portuguese,bɾuma:j,vɨɾˈmɐʎu,bɾu.ma:j,vɨɾ.ˈmɐ.ʎu,-,bɾu,ma:j,ˈmɐ,2,3,-,2,-,Medial,,vermelho,red,Clements2012[37-41]
Sri Lanka Portuguese,bɾuma:j,vɨɾˈmɐʎu,bɾu.ma:j,vɨɾ.ˈmɐ.ʎu,ma:j,-,2,ʎu,2,3,2,3,Final,Final,,vermelho,red,Clements2012[37-41]
Sri Lanka Portuguese,dɾe:tu,diˈɾɐjtu,dɾe:.tu,di.ˈɾɐj.tu,dɾe:,0,-,di,2,3,1,1,Initial,Initial,,direito,right/correct,Clements2012[37-41]
Sri Lanka Portuguese,dɾe:tu,diˈɾɐjtu,dɾe:.tu,di.ˈɾɐj.tu,-,dɾe:,tu,ˈɾɐj,2,3,-,2,-,Medial,,direito,right/correct,Clements2012[37-41]
Sri Lanka Portuguese,dɾe:tu,diˈɾɐjtu,dɾe:.tu,di.ˈɾɐj.tu,tu,-,2,tu,2,3,2,3,Final,Final,,direito,right/correct,Clements2012[37-41]
Sri Lanka Portuguese,d̠ʒu:stu,ˈʒuʃtu,d̠ʒu.:stu,ˈʒuʃ.tu,d̠ʒu:,0,stu,ˈʒuʃ,2,2,1,1,Initial,Initial,,justo,correct,Clements2012[37-41]
Sri Lanka Portuguese,d̠ʒu:stu,ˈʒuʃtu,d̠ʒu.:stu,ˈʒuʃ.tu,stu,d̠ʒu:,2,tu,2,2,2,2,Final,Final,,justo,correct,Clements2012[37-41]
Sri Lanka Portuguese,mandɾe:tu,ˈmɐ̃w diˈɾɐjtɐ,man.dɾe:.tu,ˈmɐ̃w.di.ˈɾɐj.tɐ,man,0,dɾe:,ˈmɐ̃w,3,4,1,1,Initial,Initial,,à direita,rightside,Clements2012[37-41]
Sri Lanka Portuguese,mandɾe:tu,ˈmɐ̃w diˈɾɐjtɐ,man.dɾe:.tu,ˈmɐ̃w.di.ˈɾɐj.tɐ,dɾe:,man,tu,diˈ,3,4,2,2,Medial,Medial,,à direita,rightside,Clements2012[37-41]
Sri Lanka Portuguese,mandɾe:tu,ˈmɐ̃w diˈɾɐjtɐ,man.dɾe:.tu,ˈmɐ̃w.di.ˈɾɐj.tɐ,tu,dɾe:,-,ˈɾɐj,3,4,3,3,Final,Medial,,à direita,rightside,Clements2012[37-41]
Sri Lanka Portuguese,mandɾe:tu,ˈmɐ̃w diˈɾɐjtɐ,man.dɾe:.tu,ˈmɐ̃w.di.ˈɾɐj.tɐ,-,tu,3,tɐ,3,4,-,4,-,Final,,à direita,rightside,Clements2012[37-41]
Sri Lanka Portuguese,ɾi:ʋ,ˈʀiu,ɾi.:ʋ,ˈʀi.u,ɾi:ʋ,0,-,ˈʀi,2,2,1,1,Initial,Initial,,rio,river,Clements2012[37-41]
Sri Lanka Portuguese,ɾi:ʋ,ˈʀiu,ɾi.:ʋ,ˈʀi.u,-,ɾi:ʋ,2,u,2,2,-,2,-,Final,,rio,river,Clements2012[37-41]
Sri Lanka Portuguese,kami:m,kɐˈmiɲu,ka.mi:m,kɐ.ˈmi.ɲu,ka,0,-,kɐ,2,3,1,1,Initial,Initial,,caminho,road,Clements2012[37-41]
Sri Lanka Portuguese,kami:m,kɐˈmiɲu,ka.mi:m,kɐ.ˈmi.ɲu,-,ka,mi:m,ˈmi,2,3,-,2,-,Medial,,caminho,road,Clements2012[37-41]
Sri Lanka Portuguese,kami:m,kɐˈmiɲu,ka.mi:m,kɐ.ˈmi.ɲu,mi:m,-,2,ɲu,2,3,2,3,Final,Final,,caminho,road,Clements2012[37-41]
Sri Lanka Portuguese,ɾɛzə,ʀɐˈiʃ,ɾɛ.zə,ʀɐ.ˈiʃ,ɾɛ,0,zə,ʀɐ,2,2,1,1,Initial,Initial,,raiz,root,Clements2012[37-41]
Sri Lanka Portuguese,ɾɛzə,ʀɐˈiʃ,ɾɛ.zə,ʀɐ.ˈiʃ,zə,ɾɛ,2,ˈiʃ,2,2,2,2,Final,Final,,raiz,root,Clements2012[37-41]
Sri Lanka Portuguese,kɔ:ɾda,ˈkɔɾdɐ,kɔ:ɾ.da,ˈkɔɾ.dɐ,kɔ:ɾ,0,da,ˈkɔɾ,2,2,1,1,Initial,Initial,,corda,rope,Clements2012[37-41]
Sri Lanka Portuguese,kɔ:ɾda,ˈkɔɾdɐ,kɔ:ɾ.da,ˈkɔɾ.dɐ,da,kɔ:ɾ,2,dɐ,2,2,2,2,Final,Final,,corda,rope,Clements2012[37-41]
Sri Lanka Portuguese,po:dɾi,ˈpodɾɨ,po:.dɾi,ˈpo.dɾɨ,po:,0,dɾi,ˈpo,2,2,1,1,Initial,Initial,,podre,rotten,Clements2012[37-41]
Sri Lanka Portuguese,po:dɾi,ˈpodɾɨ,po:.dɾi,ˈpo.dɾɨ,dɾi,po:,2,dɾɨ,2,2,2,2,Final,Final,,podre,rotten,Clements2012[37-41]
Sri Lanka Portuguese,ɾoti:du,puˈdɾidu,ɾoti:du,pu.ˈdɾi.du,ɾo,0,ti:,pu,1,3,1,1,Final,Initial,,podre,rotten,Clements2012[37-41]
Sri Lanka Portuguese,ɾoti:du,puˈdɾidu,ɾoti:du,pu.ˈdɾi.du,ti:,ɾo,du,ˈdɾi,1,3,2,2,Medial,Medial,,podre,rotten,Clements2012[37-41]
Sri Lanka Portuguese,ɾoti:du,puˈdɾidu,ɾoti:du,pu.ˈdɾi.du,du,ti:,1,du,1,3,3,3,Medial,Final,,podre,rotten,Clements2012[37-41]
Sri Lanka Portuguese,ɾɔnt,,ɾɔnt,,,,,,,,,,,,,redondo,round,Clements2012[37-41]
Sri Lanka Portuguese,ɾusa:,ʀuˈsaɾ,ɾu.sa:,ʀu.ˈsaɾ,ɾu,0,-,ʀu,2,2,1,1,Initial,Initial,,esfregar,rub,Clements2012[37-41]
Sri Lanka Portuguese,ɾusa:,ʀuˈsaɾ,ɾu.sa:,ʀu.ˈsaɾ,-,ɾu,sa:,ˈsaɾ,2,2,2,2,Final,Final,,esfregar,rub,Clements2012[37-41]
Sri Lanka Portuguese,ɾusa:,ʃfɾɨˈgaɾ,ɾu.sa:,ʃ.fɾɨ.ˈgaɾ,sa:,-,2,ˈgaɾ,2,3,2,3,Final,Final,,esfregar,rub,Clements2012[37-41]
Sri Lanka Portuguese,sa:l,ˈsal,sa:l,ˈsal,sa:l,0,1,ˈsal,1,1,1,1,Final,Final,,sal,salt,Clements2012[37-41]
Sri Lanka Portuguese,aɾi:ja,ɐˈɾɐjɐ,aɾi.:ja,ɐ.ˈɾɐj.ɐ,a,0,ɾi:,ɐ,2,3,1,1,Initial,Initial,,areia,sand,Clements2012[37-41]
Sri Lanka Portuguese,aɾi:ja,ɐˈɾɐjɐ,aɾi.:ja,ɐ.ˈɾɐj.ɐ,ɾi:,a,ja,ˈɾɐj,2,3,2,2,Final,Medial,,areia,sand,Clements2012[37-41]
Sri Lanka Portuguese,aɾi:ja,ɐˈɾɐjɐ,aɾi.:ja,ɐ.ˈɾɐj.ɐ,ja,ɾi:,2,ɐ,2,3,3,3,Medial,Final,,areia,sand,Clements2012[37-41]
Sri Lanka Portuguese,fala:,fɐˈlaɾ,fa.la:,fɐ.ˈlaɾ,fa,0,la:,fɐ,2,2,1,1,Initial,Initial,,falar,say,Clements2012[37-41]
Sri Lanka Portuguese,fala:,fɐˈlaɾ,fa.la:,fɐ.ˈlaɾ,la:,fa,2,ˈlaɾ,2,2,2,2,Final,Final,,falar,say,Clements2012[37-41]
Sri Lanka Portuguese,ma:ɾa,ˈmaɾ,ma.:ɾa,ˈmaɾ,ma:,0,ɾa,ˈmaɾ,2,1,1,1,Initial,Final,,mar,sea,Clements2012[37-41]
Sri Lanka Portuguese,ma:ɾa,ˈmaɾ,ma.:ɾa,ˈmaɾ,ɾa,ma:,2,ˈmaɾ,2,1,2,-,Final,-,,mar,sea,Clements2012[37-41]
Sri Lanka Portuguese,paɾsa,pɐɾɨˈseɾ,paɾ.sa,pɐ.ɾɨ.ˈseɾ,paɾ,0,-,pɐ,2,3,1,1,Initial,Initial,,parecer,see,Clements2012[37-41]
Sri Lanka Portuguese,paɾsa,pɐɾɨˈseɾ,paɾ.sa,pɐ.ɾɨ.ˈseɾ,-,paɾ,sa,ɾɨ,2,3,-,2,-,Medial,,parecer,see,Clements2012[37-41]
Sri Lanka Portuguese,paɾsa,pɐɾɨˈseɾ,paɾ.sa,pɐ.ɾɨ.ˈseɾ,sa,-,2,ˈseɾ,2,3,2,3,Final,Final,,parecer,see,Clements2012[37-41]
Sri Lanka Portuguese,kuza,kuˈzeɾ,ku.za,ku.ˈzeɾ,ku,0,za,ku,2,2,1,1,Initial,Initial,,coser,sew,Clements2012[37-41]
Sri Lanka Portuguese,kuza,kuˈzeɾ,ku.za,ku.ˈzeɾ,za,ku,2,ˈzeɾ,2,2,2,2,Final,Final,,coser,sew,Clements2012[37-41]
Sri Lanka Portuguese,aʋdu,ɐˈgudu,aʋ.du,ɐ.ˈgu.du,aʋ,0,-,ɐ,2,3,1,1,Initial,Initial,,agudo,sharp,Clements2012[37-41]
Sri Lanka Portuguese,aʋdu,ɐˈgudu,aʋ.du,ɐ.ˈgu.du,-,aʋ,du,ˈgu,2,3,-,2,-,Medial,,agudo,sharp,Clements2012[37-41]
Sri Lanka Portuguese,aʋdu,ɐˈgudu,aʋ.du,ɐ.ˈgu.du,du,-,2,du,2,3,2,3,Final,Final,,agudo,sharp,Clements2012[37-41]
Sri Lanka Portuguese,ku:ɾtu,ˈkuɾtu,ku:ɾ.tu,ˈkuɾ.tu,ku:ɾ,0,tu,ˈkuɾ,2,2,1,1,Initial,Initial,,curto,short,Clements2012[37-41]
Sri Lanka Portuguese,ku:ɾtu,ˈkuɾtu,ku:ɾ.tu,ˈkuɾ.tu,tu,ku:ɾ,2,tu,2,2,2,2,Final,Final,,curto,short,Clements2012[37-41]
Sri Lanka Portuguese,kanta:,kɐ̃ˈtaɾ,kan.ta:,kɐ̃.ˈtaɾ,kan,0,ta:,kɐ̃,2,2,1,1,Initial,Initial,,cantar,sing,Clements2012[37-41]
Sri Lanka Portuguese,kanta:,kɐ̃ˈtaɾ,kan.ta:,kɐ̃.ˈtaɾ,ta:,kan,2,taɾ,2,2,2,2,Final,Final,,cantar,sing,Clements2012[37-41]
Sri Lanka Portuguese,santa:,sẽˈtaɾ,san.ta:,sẽ.ˈtaɾ,san,0,ta:,sẽ,2,2,1,1,Initial,Initial,,sentar,sit,Clements2012[37-41]
Sri Lanka Portuguese,santa:,sẽˈtaɾ,san.ta:,sẽ.ˈtaɾ,ta:,san,2,ˈtaɾ,2,2,2,2,Final,Final,,sentar,sit,Clements2012[37-41]
Sri Lanka Portuguese,pɛ:li,ˈpɛlɨ,pɛ:.li,ˈpɛ.lɨ,pɛ:,0,li,ˈpɛ,2,2,1,1,Initial,Initial,,pele,skin,Clements2012[37-41]
Sri Lanka Portuguese,pɛ:li,ˈpɛlɨ,pɛ:.li,ˈpɛ.lɨ,li,pɛ:,2,lɨ,2,2,2,2,Final,Final,,pele,skin,Clements2012[37-41]
Sri Lanka Portuguese,sɛ:ʋ,ˈsɛwʃ,sɛ.:ʋ,ˈsɛwʃ,sɛ:ʋ,0,2,ˈsɛwʃ,2,1,1,1,Initial,Final,,céus,sky,Clements2012[37-41]
Sri Lanka Portuguese,dɾumi:,duɾˈmiɾ,dɾu.mi:,duɾ.ˈmiɾ,dɾu,0,mi:,duɾ,2,2,1,1,Initial,Initial,,dormir,sleep,Clements2012[37-41]
Sri Lanka Portuguese,dɾumi:,duɾˈmiɾ,dɾu.mi:,duɾ.ˈmiɾ,mi:,dɾu,2,ˈmiɾ,2,2,2,2,Final,Final,,dormir,sleep,Clements2012[37-41]
Sri Lanka Portuguese,pikini:m,pɨˈkenu,pi.ki.ni:m,pɨ.ˈke.nu,pi,0,ki,pɨ,3,3,1,1,Initial,Initial,,pequeno,small,Clements2012[37-41]
Sri Lanka Portuguese,pikini:m,pɨˈkenu,pi.ki.ni:m,pɨ.ˈke.nu,ki,pi,ni:m,ˈke,3,3,2,2,Medial,Medial,,pequeno,small,Clements2012[37-41]
Sri Lanka Portuguese,pikini:m,pɨˈkenu,pi.ki.ni:m,pɨ.ˈke.nu,ni:m,ki,3,nu,3,3,3,3,Final,Final,,pequeno,small,Clements2012[37-41]
Sri Lanka Portuguese,t̠ʃeɾa:,ʃɐjˈɾaɾ,t̠ʃe.ɾa:,ʃɐj.ˈɾaɾ,t̠ʃe,0,ɾa:,ʃɐj,2,2,1,1,Initial,Initial,,cheirar,smell,Clements2012[37-41]
Sri Lanka Portuguese,t̠ʃeɾa:,ʃɐjˈɾaɾ,t̠ʃe.ɾa:,ʃɐj.ˈɾaɾ,ɾa:,t̠ʃe,2,ˈɾaɾ,2,2,2,2,Final,Final,,cheirar,smell,Clements2012[37-41]
Sri Lanka Portuguese,fu:mu,ˈfumu,fu:.mu,ˈfu.mu,fu:,0,mu,ˈfu,2,2,1,1,Initial,Initial,,fumo,smoke,Clements2012[37-41]
Sri Lanka Portuguese,fu:mu,ˈfumu,fu:.mu,ˈfu.mu,mu,fu:,2,mu,2,2,2,2,Final,Final,,fumo,smoke,Clements2012[37-41]
Sri Lanka Portuguese,lit̠ʃi:n,ˈlizu,li.t̠ʃi:n,ˈli.zu,li,0,t̠ʃi:n,ˈli,2,2,1,1,Initial,Initial,,liso,smooth,Clements2012[37-41]
Sri Lanka Portuguese,lit̠ʃi:n,ˈlizu,li.t̠ʃi:n,ˈli.zu,t̠ʃi:n,li,2,zu,2,2,2,2,Final,Final,,liso,smooth,Clements2012[37-41]
Sri Lanka Portuguese,aluŋ,aɫˈgũ,a.luŋ,aɫ.ˈgũ,a,0,luŋ,aɫ,2,2,1,1,Initial,Initial,,algum,some,Clements2012[37-41]
Sri Lanka Portuguese,aluŋ,aɫˈgũ,a.luŋ,aɫ.ˈgũ,luŋ,a,2,ˈgũ,2,2,2,2,Final,Final,,algum,some,Clements2012[37-41]
Sri Lanka Portuguese,kuspi:,kuʃˈpiɾ,kus.pi:,kuʃ.ˈpiɾ,kus,0,pi:,kuʃ,2,2,1,1,Initial,Initial,,cuspir,spit,Clements2012[37-41]
Sri Lanka Portuguese,kuspi:,kuʃˈpiɾ,kus.pi:,kuʃ.ˈpiɾ,pi:,kus,2,ˈpiɾ,2,2,2,2,Final,Final,,cuspir,spit,Clements2012[37-41]
Sri Lanka Portuguese,fenda,fẽˈdeɾ,fen.da,fẽ.ˈdeɾ,fen,0,da,fẽ,2,2,1,1,Initial,Initial,,fender,split,Clements2012[37-41]
Sri Lanka Portuguese,fenda,fẽˈdeɾ,fen.da,fẽ.ˈdeɾ,da,fen,2,ˈdeɾ,2,2,2,2,Final,Final,,fender,split,Clements2012[37-41]
Sri Lanka Portuguese,masa:,ɐpɨɾˈtaɾ,ma.sa:,ɐ.pɨɾ.ˈtaɾ,ma,0,-,ɐ,2,3,1,1,Initial,Initial,,apertar,squeeze,Clements2012[37-41]
Sri Lanka Portuguese,masa:,ɐpɨɾˈtaɾ,ma.sa:,ɐ.pɨɾ.ˈtaɾ,-,ma,sa:,pɨɾ,2,3,-,2,-,Medial,,apertar,squeeze,Clements2012[37-41]
Sri Lanka Portuguese,masa:,ɐpɨɾˈtaɾ,ma.sa:,ɐ.pɨɾ.ˈtaɾ,sa:,-,2,ˈtaɾ,2,3,2,3,Final,Final,,apertar,squeeze,Clements2012[37-41]
Sri Lanka Portuguese,fiɾi:,fɨˈɾiɾ,fi.ɾi:,fɨ.ˈɾiɾ,fi,0,ɾi:,fɨ,2,2,1,1,Initial,Initial,,furar,pierce,Clements2012[37-41]
Sri Lanka Portuguese,fiɾi:,fɨˈɾiɾ,fi.ɾi:,fɨ.ˈɾiɾ,ɾi:,fi,2,ˈɾiɾ,2,2,2,2,Final,Final,,furar,pierce,Clements2012[37-41]
Sri Lanka Portuguese,impɛ,ɐ̃j ˈpɛ,im.pɛ,ɐ̃j.ˈpɛ,im,0,-,ɐ̃j,2,2,1,1,Initial,Initial,,estar em pé,stand,Clements2012[37-41]
Sri Lanka Portuguese,impɛ,ɐ̃j ˈpɛ,im.pɛ,ɐ̃j.ˈpɛ,-,im,2,ˈpɛ,2,2,2,2,Final,Final,,estar em pé,stand,Clements2012[37-41]
Sri Lanka Portuguese,iɾigi,iɾˈgeɾ,i.ɾi.gi,iɾ.ˈgeɾ,i,0,ɾi,iɾ,3,2,1,1,Initial,Initial,,erguer,stand,Clements2012[37-41]
Sri Lanka Portuguese,iɾigi,iɾˈgeɾ,i.ɾi.gi,iɾ.ˈgeɾ,ɾi,i,gi,-,3,2,2,-,Medial,-,,erguer,stand,Clements2012[37-41]
Sri Lanka Portuguese,iɾigi,iɾˈgeɾ,i.ɾi.gi,iɾ.ˈgeɾ,gi,ɾi,3,ˈgeɾ,3,2,3,2,Final,Final,,erguer,stand,Clements2012[37-41]
Sri Lanka Portuguese,istɾɛ:la,ʃˈtɾelɐ,is.tɾɛ:.la,ʃ.ˈtɾe.lɐ,is,0,tɾɛ:,ʃ,3,3,1,1,Initial,Initial,,estrela,star,Clements2012[37-41]
Sri Lanka Portuguese,istɾɛ:la,ʃˈtɾelɐ,is.tɾɛ:.la,ʃ.ˈtɾe.lɐ,tɾɛ:,is,la,ˈtɾe,3,3,2,2,Medial,Medial,,estrela,star,Clements2012[37-41]
Sri Lanka Portuguese,istɾɛ:la,ʃˈtɾelɐ,is.tɾɛ:.la,ʃ.ˈtɾe.lɐ,la,tɾɛ:,3,lɐ,3,3,3,3,Final,Final,,estrela,star,Clements2012[37-41]
Sri Lanka Portuguese,pa:ʋ,ˈpaw,pa:ʋ,ˈpaw,pa:ʋ,0,1,ˈpaw,1,1,1,1,Final,Final,,pau,stick,Clements2012[37-41]
Sri Lanka Portuguese,pɛ:dɾa,ˈpɛdɾɐ,pɛ:.dɾa,ˈpɛ.dɾɐ,pɛ:,0,dɾa,ˈpɛ,2,2,1,1,Initial,Initial,,pedra,stone,Clements2012[37-41]
Sri Lanka Portuguese,pɛ:dɾa,ˈpɛdɾɐ,pɛ:.dɾa,ˈpɛ.dɾɐ,dɾa,pɛ:,2,dɾɐ,2,2,2,2,Final,Final,,pedra,stone,Clements2012[37-41]
Sri Lanka Portuguese,iiɾti,ˈiɾtu,i.iɾ.ti,ˈiɾ.tu,i,0,ir,ˈiɾ,3,2,1,1,Initial,Initial,,irto,straight,Clements2012[37-41]
Sri Lanka Portuguese,iiɾti,ˈiɾtu,i.iɾ.ti,ˈiɾ.tu,ir,i,ti,-,3,2,2,-,Medial,-,,irto,straight,Clements2012[37-41]
Sri Lanka Portuguese,iiɾti,ˈiɾtu,i.iɾ.ti,ˈiɾ.tu,ti,ir,3,tu,3,2,3,2,Final,Final,,irto,straight,Clements2012[37-41]
Sri Lanka Portuguese,t̠ʃupa:,ʃuˈpaɾ,t̠ʃu.pa:,ʃu.ˈpaɾ,t̠ʃu,0,tpa:,ʃu,2,2,1,1,Initial,Initial,,chupar,suck,Clements2012[37-41]
Sri Lanka Portuguese,t̠ʃupa:,ʃuˈpaɾ,t̠ʃu.pa:,ʃu.ˈpaɾ,tpa:,t̠ʃu,2,ˈpaɾ,2,2,2,2,Final,Final,,chupar,suck,Clements2012[37-41]
Sri Lanka Portuguese,sɔ:l,ˈsɔl,sɔ:l,ˈsɔl,sɔ:l,0,1,ˈsɔl,1,1,1,1,Final,Final,,sol,sun,Clements2012[37-41]
Sri Lanka Portuguese,int̠ʃa:,ĩˈʃaɾ,in.t̠ʃa:,ĩ.ˈʃaɾ,int,0,t̠ʃa:,ĩ,2,2,1,1,Initial,Initial,,inchar,swell,Clements2012[37-41]
Sri Lanka Portuguese,int̠ʃa:,ĩˈʃaɾ,in.t̠ʃa:,ĩ.ˈʃaɾ,t̠ʃa:,int,2,ˈʃaɾ,2,2,2,2,Final,Final,,inchar,swell,Clements2012[37-41]
Sri Lanka Portuguese,ɾa:ʋ,ˈʀabu,ɾa:ʋ,ˈʀa.bu,ɾa:ʋ,0,-,ˈʀa,1,2,1,1,Final,Initial,,rabo,tail,Clements2012[37-41]
Sri Lanka Portuguese,ɾa:ʋ,ˈʀabu,ɾa:ʋ,ˈʀa.bu,-,ɾa:ʋ,1,bu,1,2,-,2,-,Final,,rabo,tail,Clements2012[37-41]
Sri Lanka Portuguese,aka,ɐˈkilu,a.ka,ɐ.ˈki.lu,a,0,-,ɐ,2,3,1,1,Initial,Initial,,aquilo,that,Clements2012[37-41]
Sri Lanka Portuguese,aka,ɐˈkilu,a.ka,ɐ.ˈki.lu,-,a,ka,ˈki,2,3,-,2,-,Medial,,aquilo,that,Clements2012[37-41]
Sri Lanka Portuguese,aka,ɐˈkilu,a.ka,ɐ.ˈki.lu,ka,-,2,lu,2,3,2,3,Final,Final,,aquilo,that,Clements2012[37-41]
Sri Lanka Portuguese,ala:,ɐˈli,a.la:,ɐ.ˈli,a,0,la:,ɐ,2,2,1,1,Initial,Initial,,ali,there,Clements2012[37-41]
Sri Lanka Portuguese,ala:,ɐˈli,a.la:,ɐ.ˈli,la:,a,2,ˈli,2,2,2,2,Final,Final,,ali,there,Clements2012[37-41]
Sri Lanka Portuguese,etus,ˈelɨʃ,e.tus,ˈe.lɨʃ,e,0,tus,ˈe,2,2,1,1,Initial,Initial,,eles,they,Clements2012[37-41]
Sri Lanka Portuguese,etus,ˈelɨʃ,e.tus,ˈe.lɨʃ,tus,e,2,lɨʃ,2,2,2,2,Final,Final,,eles,they,Clements2012[37-41]
Sri Lanka Portuguese,gɾo:su,ˈgɾosu,gɾo:.su,ˈgɾo.su,gɾo:,0,su,ˈgɾo,2,2,1,1,Initial,Initial,,grosso,thick,Clements2012[37-41]
Sri Lanka Portuguese,gɾo:su,ˈgɾosu,gɾo:.su,ˈgɾo.su,su,gɾo:,2,su,2,2,2,2,Final,Final,,grosso,thick,Clements2012[37-41]
Sri Lanka Portuguese,ma:gɾu,ˈmagɾu,ma:.gɾu,ˈma.gɾu,ma:,0,gɾu,ˈma,2,2,1,1,Initial,Initial,,magro,thin,Clements2012[37-41]
Sri Lanka Portuguese,ma:gɾu,ˈmagɾu,ma:.gɾu,ˈma.gɾu,gɾu,ma:,2,gɾu,2,2,2,2,Final,Final,,magro,thin,Clements2012[37-41]
Sri Lanka Portuguese,fi:nu,ˈfinu,fi:.nu,ˈfi.nu,fi:,0,nu,ˈfi,2,2,1,1,Initial,Initial,,fino,thin,Clements2012[37-41]
Sri Lanka Portuguese,fi:nu,ˈfinu,fi:.nu,ˈfi.nu,nu,fi:,2,nu,2,2,2,2,Final,Final,,fino,thin,Clements2012[37-41]
Sri Lanka Portuguese,lembɾa:,lẽˈbɾaɾ,lem.bɾa:,lẽ.ˈbɾaɾ,lem,0,bɾa:,lẽ,2,2,1,1,Initial,Initial,,lembrar,think,Clements2012[37-41]
Sri Lanka Portuguese,lembɾa:,lẽˈbɾaɾ,lem.bɾa:,lẽ.ˈbɾaɾ,bɾa:,lem,2,ˈbɾaɾ,2,2,2,2,Final,Final,,lembrar,think,Clements2012[37-41]
Sri Lanka Portuguese,isti,ˈeʃtɨ,is.ti,ˈeʃ.tɨ,is,0,ti,ˈeʃ,2,2,1,1,Initial,Initial,,este,this,Clements2012[37-41]
Sri Lanka Portuguese,isti,ˈeʃtɨ,is.ti,ˈeʃ.tɨ,ti,is,2,tɨ,2,2,2,2,Final,Final,,este,this,Clements2012[37-41]
Sri Lanka Portuguese,bo:s,ˈvɔʃ,bo:s,ˈvɔʃ,bo:s,0,1,ˈvɔʃ,1,1,1,1,Final,Final,,vós,thou,Clements2012[37-41]
Sri Lanka Portuguese,tɾe:s,ˈtɾeʃ,tɾe:s,ˈtɾeʃ,tɾe:s,0,1,ˈtɾeʃ,1,1,1,1,Final,Final,,três,three,Clements2012[37-41]
Sri Lanka Portuguese,pint̠ʃa:,pĩˈʃaɾ,pin.t̠ʃa:,pĩ.ˈʃaɾ,pin,0,t̠ʃa:,pĩ,2,2,1,1,Initial,Initial,,pinchar,throw,Clements2012[37-41]
Sri Lanka Portuguese,pint̠ʃa:,pĩˈʃaɾ,pin.t̠ʃa:,pĩ.ˈʃaɾ,t̠ʃa:,pin,2,ˈʃaɾ,2,2,2,2,Final,Final,,pinchar,throw,Clements2012[37-41]
Sri Lanka Portuguese,maɾa:,ɐmɐˈʀaɾ,ma.ɾa:,ɐ.mɐ.ˈʀaɾ,ma,0,-,ɐ,2,3,1,1,Initial,Initial,,amarrar,tie,Clements2012[37-41]
Sri Lanka Portuguese,maɾa:,ɐmɐˈʀaɾ,ma.ɾa:,ɐ.mɐ.ˈʀaɾ,-,ma,ɾa:,mɐ,2,3,-,2,-,Medial,,amarrar,tie,Clements2012[37-41]
Sri Lanka Portuguese,maɾa:,ɐmɐˈʀaɾ,ma.ɾa:,ɐ.ma.ˈʀaɾ,ɾa:,-,2,ˈʀaɾ,2,3,2,3,Final,Final,,amarrar,tie,Clements2012[37-41]
Sri Lanka Portuguese,li:ngu,ˈlĩgwɐ,li:n.gu,ˈlĩ.gwɐ,li:n,0,gu,ˈlĩ,2,2,1,1,Initial,Initial,,língua,tongue,Clements2012[37-41]
Sri Lanka Portuguese,li:ngu,ˈlĩgwɐ,li:n.gu,ˈlĩ.gwɐ,gu,li:n,2,gwɐ,2,2,2,2,Final,Final,,língua,tongue,Clements2012[37-41]
Sri Lanka Portuguese,de:nti,ˈdẽtɨ,de:n.ti,ˈdẽ.tɨ,de:n,0,ti,ˈdẽ,2,2,1,1,Initial,Initial,,dente,tooth,Clements2012[37-41]
Sri Lanka Portuguese,de:nti,ˈdẽtɨ,de:n.ti,ˈdẽ.tɨ,ti,de:n,2,tɨ,2,2,2,2,Final,Final,,dente,tooth,Clements2012[37-41]
Sri Lanka Portuguese,a:lʋɾi,ˈaɾvuɾɨ,a:l.ʋɾi,ˈaɾ.vu.ɾɨ,a:l,0,-,ˈaɾ,2,3,1,1,Initial,Initial,,árvore,tree,Clements2012[37-41]
Sri Lanka Portuguese,a:lʋɾi,ˈaɾvuɾɨ,a:l.ʋɾi,ˈaɾ.vu.ɾɨ,-,a:l,ʋɾi,vu,2,3,-,2,-,Medial,,árvore,tree,Clements2012[37-41]
Sri Lanka Portuguese,a:lʋɾi,ˈaɾvuɾɨ,a:l.ʋɾi,ˈaɾ.vu.ɾɨ,ʋɾi,-,2,ɾɨ,2,3,2,3,Final,Final,,árvore,tree,Clements2012[37-41]
Sri Lanka Portuguese,ʋiɾa:,viˈɾaɾ,ʋi.ɾa:,vi.ˈɾaɾ,ʋi,0,ɾa:,vi,2,2,1,1,Initial,Initial,,virar,turn,Clements2012[37-41]
Sri Lanka Portuguese,ʋiɾa:,viˈɾaɾ,ʋi.ɾa:,vi.ˈɾaɾ,ɾa:,ʋi,2,ˈɾaɾ,2,2,2,2,Final,Final,,virar,turn,Clements2012[37-41]
Sri Lanka Portuguese,do:s,ˈdojʃ,do:s,ˈdojʃ,do:s,0,1,ˈdojʃ,1,1,1,1,Final,Final,,dois,two,Clements2012[37-41]
Sri Lanka Portuguese,gumita:,vumiˈtaɾ,gu.mi.ta:,vu.mi.ˈtaɾ,gu,0,mi,vu,3,3,1,1,Initial,Initial,,vomitar,throw up,Clements2012[37-41]
