Language,SourceWord,TargetWord,source word syl,target word syl,SourceSyllable,TargetSyllable,PositionSource,Position Target, SourceWord,TargetOrthography,Translation,Referenc e,Notes
Diu,ãgu,aɫ.ˈgũ,ãgu,aɫ.ˈgũ,-,gũ,-,2,VCV,algum,some,Clements2012[37-41],
Diu,kuspi,kuʃˈpiɾ,kus.pi,kuʃ.ˈpiɾ,kus,kuʃ,1,1,CVCCV,cuspir,spit,Clements2012[37-41],
Diu,kuspi,kuʃˈpiɾ,kus.pi,kuʃ.ˈpiɾ,pi,piɾ,2,2,CVCCV,cuspir,spit,Clements2012[37-41],
Diu,ɾaʃa,ʁɐ.ˈʃaɾ,ɾa.ʃa,ʁɐ.ˈʃaɾ,ɾa,ʁɐ,1,1,CVCV,rachar,split,Clements2012[37-41],
Diu,ɾaʃa,ʁɐ.ˈʃaɾ,ɾa.ʃa,ʁɐ.ˈʃaɾ,ʃa,ʃaɾ,2,2,CVCV,rachar,split,Clements2012[37-41],
Diu,kɛbɾa,kɨ.ˈbɾaɾ,kɛ.bɾa,kɨ.ˈbɾaɾ,kɛ,kɨ,1,1,CVCCV,quebrar,split,Clements2012[37-41],
Diu,kɛbɾa,kɨ.ˈbɾaɾ,kɛ.bɾa,kɨ.ˈbɾaɾ,bɾa,bɾaɾ,2,2,CVCCV,quebrar,split,Clements2012[37-41],
Diu,apɾeta,ɐ.pɨɾ.ˈtaɾ,a.pɾe.ta,ɐ.pɨɾ.ˈtaɾ,a,ɐ,1,1,VCCVCV,apertar,squeeze,Clements2012[37-41],
Diu,apɾeta,ɐ.pɨɾ.ˈtaɾ,a.pɾe.ta,ɐ.pɨɾ.ˈtaɾ,pɾe,pɨɾ,2,2,VCCVCV,apertar,squeeze,Clements2012[37-41],
Diu,apɾeta,ɐ.pɨɾ.ˈtaɾ,a.pɾe.ta,ɐ.pɨɾ.ˈtaɾ,ta,taɾ,3,3,VCCVCV,apertar,squeeze,Clements2012[37-41],
Diu,fuɾa,fuˈɾaɾ,fu.ɾa,fu.ˈɾaɾ,fu,fu,1,1,CVCV,furar,pierce,Clements2012[37-41],
Diu,fuɾa,fuˈɾaɾ,fu.ɾa,fu.ˈɾaɾ,ɾa,ɾaɾ,2,2,CVCV,furar,pierce,Clements2012[37-41],
Diu,ẽpe,ʃ.ˈtaɾ ɐ̃j ˈpɛ,ẽ.pe,ʃ.ˈtaɾ ɐ̃j ˈpɛ,ẽ,ʃ,1,1,VCV,estar em pé,stand,Clements2012[37-41],
Diu,ẽpe,ʃ.ˈtaɾ ɐ̃j ˈpɛ,ẽ.pe,ʃ.ˈtaɾ ɐ̃j ˈpɛ,pe,taɾ,2,2,VCV,estar em pé,stand,Clements2012[37-41],
Diu,ẽpe,ʃ.ˈtaɾ ɐ̃j ˈpɛ,ẽ.pe,ʃ.ˈtaɾ ɐ̃j ˈpɛ,-,ɐ̃j,-,3,VCV,estar em pé,stand,Clements2012[37-41],
Diu,ẽpe,ʃ.ˈtaɾ ɐ̃j ˈpɛ,ẽ.pe,ʃ.ˈtaɾ ɐ̃j ˈpɛ,-,pɛ,-,4,VCV,estar em pé,stand,Clements2012[37-41],
Diu,leũta,lɨvɐ̃ˈtaɾ,le.ũ.ta,lɨ.vɐ̃.ˈtaɾ,le,lɨ,1,1,CVVCV,levantar,stand,Clements2012[37-41],
Diu,leũta,lɨvɐ̃ˈtaɾ,le.ũ.ta,lɨ.vɐ̃.ˈtaɾ,ũ,vɐ̃,2,2,CVVCV,levantar,stand,Clements2012[37-41],
Diu,leũta,lɨvɐ̃ˈtaɾ,le.ũ.ta,lɨ.vɐ̃.ˈtaɾ,ta,taɾ,3,3,CVVCV,levantar,stand,Clements2012[37-41],
Diu,istɾel,ʃ.ˈtɾe.ɫɐ,is.tɾel,ʃ.ˈtɾe.ɫɐ,is,ʃ,1,1,VCCCVC,estrela,star,Clements2012[37-41],
Diu,istɾel,ʃ.ˈtɾe.ɫɐ,is.tɾel,ʃ.ˈtɾe.ɫɐ,tɾel,tɾe,2,2,VCCCVC,estrela,star,Clements2012[37-41],
Diu,istɾel,ʃ.ˈtɾe.ɫɐ,is.tɾel,ʃ.ˈtɾe.ɫɐ,-,ɫɐ,-,3,VCCCVC,estrela,star,Clements2012[37-41],
Diu,paw,ˈpaw,paw,ˈpaw,paw,ˈpaw,1,1,CVC,pau,stick,Clements2012[37-41],
Diu,pɛd,ˈpe.dɾɐ,pɛd,ˈpe.dɾɐ,pɛd,ˈpe,1,1,CVC,pedra,stone,Clements2012[37-41],
Diu,pɛd,ˈpe.dɾɐ,pɛd,ˈpe.dɾɐ,-,dɾɐ,-,2,CVC,pedra,stone,Clements2012[37-41],
Diu,dɾet,di.ˈɾɐj.tu,dɾe.t,di.ˈɾɐj.tu,dɾe,di,1,1,CCVC,direito,straight,Clements2012[37-41],
Diu,dɾet,di.ˈɾɐj.tu,dɾe.t,di.ˈɾɐj.tu,t,ɾɐj,2,2,CCVC,direito,straight,Clements2012[37-41],
Diu,dɾet,di.ˈɾɐj.tu,dɾe.t,di.ˈɾɐj.tu,-,tu,-,3,CCVC,direito,straight,Clements2012[37-41],
Diu,sɔl,ˈsɔl,sɔl,ˈsɔl,sɔl,ˈsɔl,1,1,CVC,sol,sun,Clements2012[37-41],
Diu,ĩt̠ʃa,ĩ.ˈʃaɾ,ĩ.t̠ʃa,ĩ.ˈʃaɾ,ĩ,ĩ,1,1,VCCV,inchar,swell,Clements2012[37-41],
Diu,ĩt̠ʃa,ĩ.ˈʃaɾ,ĩ.t̠ʃa,ĩ.ˈʃaɾ,t̠ʃa,ʃaɾ,2,2,VCCV,inchar,swell,Clements2012[37-41],
Diu,nada,nɐ.ˈdaɾ,na.da,nɐ.ˈdaɾ,na,nɐ,1,1,CVCV,nadar,swim,Clements2012[37-41],
Diu,nada,nɐ.ˈdaɾ,na.da,nɐ.ˈdaɾ,da,daɾ,2,2,CVCV,nadar,swim,Clements2012[37-41],
Diu,ɾab,ˈʁa.bu,ɾa.b,ˈʁa.bu,ɾa,ˈʁa,1,1,CVC,rabo,tail,Clements2012[37-41],
Diu,ɾab,ˈʁa.bu,ɾa.b,ˈʁa.bu,b,bu,2,2,CVC,rabo,tail,Clements2012[37-41],
Diu,ikəl,ɐ.ˈki.ɫu,i.kəl,ɐ.ˈki.ɫu,i,ɐ,1,1,VCVC,aquilo,that,Clements2012[37-41],
Diu,ikəl,ɐ.ˈki.ɫu,i.kəl,ɐ.ˈki.ɫu,kəl,ki,2,2,VCVC,aquilo,that,Clements2012[37-41],
Diu,ikəl,ɐ.ˈki.ɫu,i.kəl,ɐ.ˈki.ɫu,-,ɫu,-,3,VCVC,aquilo,that,Clements2012[37-41],
Diu,ali,ɐ.ˈɫi,ali,ɐ.ˈɫi,ali,ɐ,1,1,VCV,ali,there,Clements2012[37-41],
Diu,ali,ɐ.ˈɫi,ali,ɐ.ˈɫi,-,ɫi,-,2,VCV,ali,there,Clements2012[37-41],
Diu,elz,ˈe.ɫɨʃ,elz,ˈe.ɫɨʃ,elz,ˈe,1,1,VCC,eles,they,Clements2012[37-41],
Diu,elz,ˈe.ɫɨʃ,elz,ˈe.ɫɨʃ,-,ɫɨʃ,-,2,VCC,eles,they,Clements2012[37-41],
Diu,gɾos,ˈgɾosu,gɾo.s,ˈgɾo.su,gɾo,ˈgɾo,1,1,CCVC,grosso,thick,Clements2012[37-41],
Diu,gɾos,ˈgɾosu,gɾo.s,ˈgɾo.su,s,su,2,2,CCVC,grosso,thick,Clements2012[37-41],
Diu,mag,ˈmagɾu,ma.g,ˈma.gɾu,ma,ˈma,1,1,CVC,magro,thin,Clements2012[37-41],
Diu,mag,ˈmagɾu,ma.g,ˈma.gɾu,g,gɾu,2,2,CVC,magro,thin,Clements2012[37-41],
Diu,fin,ˈfinu,fin,ˈfi.nu,fin,ˈfi,1,1,CVC,fino,thin,Clements2012[37-41],
Diu,fin,ˈfinu,fin,ˈfi.nu,-,nu ,-,2,CVC,fino,thin,Clements2012[37-41],
Diu,pẽsa,pẽ.ˈsaɾ,pẽ.sa,pẽ.ˈsaɾ,pẽ,pẽ,1,1,CVCV,pensar,think,Clements2012[37-41],
Diu,pẽsa,pẽ.ˈsaɾ,pẽ.sa,pẽ.ˈsaɾ,sa,saɾ,2,2,CVCV,pensar,think,Clements2012[37-41],
Diu,es,ˈeʃ.tɨ,es,ˈeʃ.tɨ,es,ˈeʃ,1,1,VC,este,this,Clements2012[37-41],
Diu,es,ˈeʃ.tɨ,es,ˈeʃ.tɨ,-,tɨ,-,2,VC,este,this,Clements2012[37-41],
Diu,tɾej,ˈtɾeʃ,tɾej,ˈtɾeʃ,tɾej,ˈtɾeʃ,1,1,CCVC,três,three,Clements2012[37-41],
Diu,atəɾa,ɐ.ti.ˈɾaɾ,a.tə.ɾa,ɐ.ti.ˈɾaɾ,a,ɐ,1,1,VCVCV,atirar,throw,Clements2012[37-41],
Diu,atəɾa,ɐ.ti.ˈɾaɾ,a.tə.ɾa,ɐ.ti.ˈɾaɾ,tə,ti,2,2,VCVCV,atirar,throw,Clements2012[37-41],
Diu,atəɾa,ɐ.ti.ˈɾaɾ,a.tə.ɾa,ɐ.ti.ˈɾaɾ,ɾa,ɾaɾ,3,3,VCVCV,atirar,throw,Clements2012[37-41],
Diu,aməɾa,ɐ.ma.ˈʁaɾ,a.mə.ɾa,ɐ.ma.ˈʁaɾ,a,ɐ,1,1,VCVCV,amarrar,tie,Clements2012[37-41],
Diu,aməɾa,ɐ.ma.ˈʁaɾ,a.mə.ɾa,ɐ.ma.ˈʁaɾ,mə,ma,2,2,VCVCV,amarrar,tie,Clements2012[37-41],
Diu,aməɾa,ɐ.ma.ˈʁaɾ,a.mə.ɾa,ɐ.ma.ˈʁaɾ,ɾa,ʁaɾ,3,3,VCVCV,amarrar,tie,Clements2012[37-41],
Diu,liŋ,ˈlĩɡuɐ,liŋ,ˈlĩ.ɡuɐ,liŋ,ˈlĩ,1,1,CVC,língua,tongue,Clements2012[37-41],
Diu,liŋ,ˈlĩɡuɐ,liŋ,ˈlĩ.ɡuɐ,-,ɡuɐ,-,2,CVC,língua,tongue,Clements2012[37-41],
Diu,dẽt,ˈdẽ.tɨ,dẽt,ˈdẽ.tɨ,dẽt,ˈdẽ,1,1,CVC,dente,tooth,Clements2012[37-41],
Diu,dẽt,ˈdẽ.tɨ,dẽt,ˈdẽ.tɨ,-,ˈtɨ,-,2,CVC,dente,tooth,Clements2012[37-41],
Diu,aɾʋ,ˈaɾ.vu.ɾɨ,aɾ.ʋ,ˈaɾ.vu.ɾɨ,aɾ,ˈaɾ,1,1,VCC,árvore,tree,Clements2012[37-41],
Diu,aɾʋ,ˈaɾ.vu.ɾɨ,aɾ.ʋ,ˈaɾ.vu.ɾɨ,ʋ,vu,2,2,VCC,árvore,tree,Clements2012[37-41],
Diu,aɾʋ,ˈaɾ.vu.ɾɨ,aɾ.ʋ,ˈaɾ.vu.ɾɨ,-,ɾɨ,-,3,VCC,árvore,tree,Clements2012[37-41],
Diu,ʋiɾa,viˈɾaɾ,ʋi.ɾa,vi.ˈɾaɾ,ʋi,vi,1,1,CVCV,virar,turn,Clements2012[37-41],
Diu,ʋiɾa,viˈɾaɾ,ʋi.ɾa,vi.ˈɾaɾ,ɾa,ɾaɾ,2,2,CVCV,virar,turn,Clements2012[37-41],
Diu,doj,ˈdojʃ,doj,ˈdo.jʃ,doj,ˈdo,1,1,CVC,dois,two,Clements2012[37-41],
Diu,doj,ˈdojʃ,doj,ˈdo.jʃ,-,jʃ,-,2,CVC,dois,two,Clements2012[37-41],
Diu,ãda,ɐ̃.ˈdaɾ,ã.da,ɐ̃.ˈdaɾ,ã,ɐ̃,1,1,VCV,andar,walk,Clements2012[37-41],
Diu,ãda,ɐ̃.ˈdaɾ,ã.da,ɐ̃.ˈdaɾ,da,daɾ,2,2,VCV,andar,walk,Clements2012[37-41],
Diu,kẽt,ˈkẽ.tɨ ,kẽt,ˈkẽ.tɨ ,kẽt,ˈkẽ,1,1,CVC,quente,warm,Clements2012[37-41],
Diu,kẽt,ˈkẽ.tɨ,kẽt,ˈkẽ.tɨ ,-,tɨ ,-,2,CVC,quente,warm,Clements2012[37-41],
Diu,laʋa,lɐˈvaɾ,la.ʋa,lɐ.ˈvaɾ,la,lɐ,1,1,CVCV,lavar,wash,Clements2012[37-41],
Diu,laʋa,lɐˈvaɾ,la.ʋa,lɐ.ˈvaɾ,ʋa,vaɾ,2,2,CVCV,lavar,wash,Clements2012[37-41],
Diu,ag,aguɐ,ag,a.guɐ,ag,a,1,1,VC,água,water,Clements2012[37-41],
Diu,ag,aguɐ,ag,a.guɐ,-,guɐ,-,2,VC,água,water,Clements2012[37-41],
Diu,nɔs,ˈnɔʃ,nɔs,ˈnɔʃ,nɔs,ˈnɔʃ,1,1,CVC,nós,we,Clements2012[37-41],
Diu,mujad,mu.ˈʎa.du,mu.jad,mu.ˈʎa.du,mu,mu,1,1,CVCVC,molhado,wet,Clements2012[37-41],
Diu,mujad,mu.ˈʎa.du,mu.jad,mu.ˈʎa.du,jad,ʎa,2,2,CVCVC,molhado,wet,Clements2012[37-41],
Diu,mujad,mu.ˈʎa.du,mu.jad,mu.ˈʎa.du,-,du,-,3,CVCVC,molhado,wet,Clements2012[37-41],
Diu,ki,kɨ ,ki,kɨ ,ki,kɨ ,1,1,CV,que,what,Clements2012[37-41],
Diu,kwɔn,ˈkwɐ̃.du,kwɔn,ˈkwɐ̃.du,kwɔn,ˈkwɐ̃,1,1,CCVC,quando,when,Clements2012[37-41],
Diu,kwɔn,ˈkwɐ̃.du,kwɔn,ˈkwɐ̃.du,-,du,-,2,CCVC,quando,when,Clements2012[37-41],
Diu,ɔn,ˈõ.dɨ,ɔn,ˈõ.dɨ,ɔn,ˈõ,1,1,VC,onde,where,Clements2012[37-41],
Diu,ɔn,ˈõ.dɨ,ɔn,ˈõ.dɨ,-,dɨ,-,2,VC,onde,where,Clements2012[37-41],
Diu,bɾãk,ˈbɾɐ̃.ku,bɾãk,ˈbɾɐ̃.ku,bɾãk,ˈbɾɐ̃,1,1,CCVC,branco,white,Clements2012[37-41],
Diu,bɾãk,ˈbɾɐ̃.ku,bɾãk,ˈbɾɐ̃.ku,-,ku,-,2,CCVC,branco,white,Clements2012[37-41],
Diu,kẽ,kɐ̃j,kẽ,kɐ̃j,kẽ,kɐ̃j,1,1,CV,quem,who,Clements2012[37-41],
Diu,laɾg,ˈlaɾɡu,laɾ.g,ˈlaɾ.ɡu,laɾ,ˈlaɾ,1,1,CVCC,largo,wide,Clements2012[37-41],
Diu,laɾg,ˈlaɾɡu,laɾ.g,ˈlaɾ.ɡu,g,ɡu,2,2,CVCC,largo,wide,Clements2012[37-41],
Diu,mujɛɾ,mu.ˈʎeɾ,mu.jɛɾ,mu.ˈʎeɾ,mu,mu,1,1,CVCVC,mulher,wife,Clements2012[37-41],
Diu,mujɛɾ,mu.ˈʎeɾ,mu.jɛɾ,mu.ˈʎeɾ,jɛɾ,ʎeɾ,2,2,CVCVC,mulher,wife,Clements2012[37-41],
Diu,ʋẽt,ˈvẽtu,ʋẽt,ˈvẽ.tu,ʋẽt,ˈvẽ,1,1,CVC,vento,wind,Clements2012[37-41],
Diu,ʋẽt,ˈvẽtu,ʋẽt,ˈvẽ.tu,-,tu,-,2,CVC,vento,wind,Clements2012[37-41],
Diu,az,ˈa.zɐ,az,ˈa.zɐ,az,ˈa,1,1,VC,asa,wing,Clements2012[37-41],
Diu,az,ˈa.zɐ,az,ˈa.zɐ,-,zɐ,-,2,VC,asa,wing,Clements2012[37-41],
Diu,lĩpa,lĩˈpaɾ,lĩ.pa,lĩ.ˈpaɾ,lĩ,lĩ.,1,1,CVCV,limpar,wipe,Clements2012[37-41],
Diu,lĩpa,lĩˈpaɾ,lĩ.pa,lĩ.ˈpaɾ,lpa,ˈpaɾ,2,2,CVCV,limpar,wipe,Clements2012[37-41],
Diu,ku,kõ,ku,kõ,ku,kõ,1,1,CV,com,with,Clements2012[37-41],
Diu,d̠ʒũt də,,d̠ʒũt də,,d̠ʒũt də,,,,CCVC CV,,with,Clements2012[37-41],
Diu,mujɛɾ,mu.ˈʎeɾ,mu.jɛɾ,mu.ˈʎeɾ,mu,mu,1,1,CVCVC,mulher,woman,Clements2012[37-41],
Diu,mujɛɾ,mu.ˈʎeɾ,mu.jɛɾ,mu.ˈʎeɾ,jɛɾ,ʎeɾ,2,2,CVCVC,mulher,woman,Clements2012[37-41],
Diu,jungle,ˈboʃ.kɨ,jun.gle,ˈboʃ.kɨ,jun,ˈboʃ,1,1,CVCCCV,bosque,woods,Clements2012[37-41],
Diu,jungle,ˈboʃ.kɨ,jun.gle,ˈboʃ.kɨ,gle,kɨ,2,2,CVCCCV,bosque,woods,Clements2012[37-41],
Diu,bit̠ʃ,ˈbi.ʃu,bi.t̠ʃ,ˈbi.ʃu,bi,ˈbi,1,1,CVCC,bicho,worm,Clements2012[37-41],
Diu,bit̠ʃ,ˈbi.ʃu,bi.t̠ʃ,ˈbi.ʃu,t̠ʃ,ʃu,2,2,CVCC,bicho,worm,Clements2012[37-41],
Diu,use,vɔˈse,use,vɔ.ˈse,use,vɔ,1,1,VCV,você,you,Clements2012[37-41],
Diu,use,vɔˈse,use,vɔ.ˈse,-,se,-,2,VCV,você,you,Clements2012[37-41],
Diu,an,ˈɐ.nu,an,ˈɐ.nu,an,ˈɐ,1,1,VC,ano,year,Clements2012[37-41],
Diu,an,ˈɐ.nu,an,ˈɐ.nu,-,nu,-,2,VC,ano,year,Clements2012[37-41],
Diu,amɾɛl,ɐ.mɐ.ˈɾe.ɫu,am.ɾɛl,ɐ.mɐ.ˈɾe.ɫu,am,ɐ,1,1,VCCVC,amarelo,yellow,Clements2012[37-41],
Diu,amɾɛl,ɐ.mɐ.ˈɾe.ɫu,am.ɾɛl,ɐ.mɐ.ˈɾe.ɫu,ɾɛl,mɐ,2,2,VCCVC,amarelo,yellow,Clements2012[37-41],
Diu,amɾɛl,ɐ.mɐ.ˈɾe.ɫu,am.ɾɛl,ɐ.mɐ.ˈɾe.ɫu,-,ɾe,-,3,VCCVC,amarelo,yellow,Clements2012[37-41],
Diu,amɾɛl,ɐ.mɐ.ˈɾe.ɫu,am.ɾɛl,ɐ.mɐ.ˈɾe.ɫu,-,ɫu,-,4,VCCVC,amarelo,yellow,Clements2012[37-41],
