Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl Length,TargetWordSyl Length,Source word length,Target word length,SourceWordSyl length,TargetWordSyl length,Word diff,Word bigger,Syll diff,SylNum bigger,Encontra espaço branco
,esli,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,es,ɐ,2,4,4,9,2,4,-5,Target,-2,Target,#VALUE!
,esli,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,-,ˈke,2,4,4,9,2,4,-5,Target,-2,Target,#VALUE!
,esli,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,-,ɫɨ,2,4,4,9,2,4,-5,Target,-2,Target,#VALUE!
,esli,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,-,ɐ,2,4,4,9,2,4,-5,Target,-2,Target,#VALUE!
,esli,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,li,ˈɫi,2,4,4,9,2,4,-5,Target,-2,Target,#VALUE!
,tɾes,ˈtɾeʃ,tɾes,ˈtɾeʃ,tɾes,ˈtɾeʃ,1,1,4,4,1,1,0,Equal,0,Equal,#VALUE!
,bta,buˈtaɾ,b.ta,bu.ˈtaɾ,b,bu,2,2,3,5,2,2,-2,Target,0,Equal,#VALUE!
,bta,buˈtaɾ,b.ta,bu.ˈtaɾ,ta,ˈtaɾ,2,2,3,5,2,2,-2,Target,0,Equal,#VALUE!
,manda,mɐ̃ˈdaɾ,man.da,mɐ̃.ˈdaɾ,man,mɐ̃,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,manda,mɐ̃ˈdaɾ,man.da,mɐ̃.ˈdaɾ,da,ˈdaɾ,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,ɾemesa,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,-,ɐ,3,4,6,8,3,4,-2,Target,-1,Target,#VALUE!
,ɾemesa,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,ɾe,ʀɨ,3,4,6,8,3,4,-2,Target,-1,Target,#VALUE!
,ɾemesa,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,me,mɨ,3,4,6,8,3,4,-2,Target,-1,Target,#VALUE!
,ɾemesa,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,sa,ˈsaɾ,3,4,6,8,3,4,-2,Target,-1,Target,#VALUE!
,maɾa,ɐmaˈʀaɾ,ma.ɾa,ɐ.ma.ˈʀaɾ,-,ɐ,2,3,4,6,2,3,-2,Target,-1,Target,#VALUE!
,maɾa,ɐmaˈʀaɾ,ma.ɾa,ɐ.ma.ˈʀaɾ,ma,ma,2,3,4,6,2,3,-2,Target,-1,Target,#VALUE!
,maɾa,ɐmaˈʀaɾ,ma.ɾa,ɐ.ma.ˈʀaɾ,ɾa,ˈʀaɾ,2,3,4,6,2,3,-2,Target,-1,Target,#VALUE!
,linga,ˈlĩɡuɐ,lin.ga,ˈlĩ.ɡuɐ,lin,ˈlĩ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,linga,ˈlĩɡuɐ,lin.ga,ˈlĩ.ɡuɐ,ga,ɡuɐ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,dent,ˈdẽtɨ,den.t,ˈdẽ.tɨ,den,ˈdẽ,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,dent,ˈdẽtɨ,den.t,ˈdẽ.tɨ,t,tɨ,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,aɾv,ˈaɾvuɾɨ,aɾv,ˈaɾ.vu.ɾɨ,aɾv,ˈaɾ,1,3,3,6,1,3,-3,Target,-2,Target,#VALUE!
,aɾv,ˈaɾvuɾɨ,aɾv,ˈaɾ.vu.ɾɨ,-,vu,1,3,3,6,1,3,-3,Target,-2,Target,#VALUE!
,aɾv,ˈaɾvuɾɨ,aɾv,ˈaɾ.vu.ɾɨ,-,ɾɨ,1,3,3,6,1,3,-3,Target,-2,Target,#VALUE!
,vɾa,viˈɾaɾ,vɾa,vi.ˈɾaɾ,vɾa,vi,1,2,3,5,1,2,-2,Target,-1,Target,#VALUE!
,vɾa,viˈɾaɾ,vɾa,vi.ˈɾaɾ,-,ˈɾaɾ,1,2,3,5,1,2,-2,Target,-1,Target,#VALUE!
,volta,vɔlˈtaɾ,vol.ta,vɔl.ˈtaɾ,vol,vɔl,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,volta,vɔlˈtaɾ,vol.ta,vɔl.ˈtaɾ,ta,ˈtaɾ,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,dos,ˈdojʃ,dos,ˈdojʃ,dos,ˈdojʃ,1,1,3,4,1,1,-1,Target,0,Equal,#VALUE!
,vmita,vumiˈtaɾ,v.mi.ta,vu.mi.ˈtaɾ,v,vu,3,3,5,7,3,3,-2,Target,0,Equal,#VALUE!
,vmita,vumiˈtaɾ,v.mi.ta,vu.mi.ˈtaɾ,mi,mi,3,3,5,7,3,3,-2,Target,0,Equal,#VALUE!
,vmita,vumiˈtaɾ,v.mi.ta,vu.mi.ˈtaɾ,ta,ˈtaɾ,3,3,5,7,3,3,-2,Target,0,Equal,#VALUE!
,anda,ɐ̃ˈdaɾ,an.da,ɐ̃.ˈdaɾ,an,ɐ̃,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,anda,ɐ̃ˈdaɾ,an.da,ɐ̃.ˈdaɾ,da,ˈdaɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,kaloɾ,kɐˈloɾ,ka.loɾ,kɐ.ˈloɾ,ka,kɐ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,kaloɾ,kɐˈloɾ,ka.loɾ,kɐ.ˈloɾ,loɾ,ˈloɾ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,lava,lɐˈvaɾ,la.va,lɐ.ˈvaɾ,la,lɐ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,lava,lɐˈvaɾ,la.va,lɐ.ˈvaɾ,va,ˈvaɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,aga,aguɐ,aga,a.guɐ,aga,a,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,aga,aguɐ,aga,a.guɐ,-,guɐ,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,nos,ˈnɔʃ,nos,ˈnɔʃ,nos,ˈnɔʃ,1,1,3,3,1,1,0,Equal,0,Equal,#VALUE!
,mojod,muˈʎadu,moj.o.d,mu.ˈʎa.du,moj,mu,3,3,5,6,3,3,-1,Target,0,Equal,#VALUE!
,mojod,muˈʎadu,moj.o.d,mu.ˈʎa.du,o,ˈʎa,3,3,5,6,3,3,-1,Target,0,Equal,#VALUE!
,mojod,muˈʎadu,moj.o.d,mu.ˈʎa.du,d,du,3,3,5,6,3,3,-1,Target,0,Equal,#VALUE!
,kondɛ,ˈkwɐ̃du,kon.dɛ,ˈkwɐ̃.du,kon,ˈkwɐ̃,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,kondɛ,ˈkwɐ̃du,kon.dɛ,ˈkwɐ̃.du,dɛ,du,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,bɾonk,ˈbɾɐ̃ku,bɾon.k,ˈbɾɐ̃.ku,bɾon,ˈbɾɐ̃,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,bɾonk,ˈbɾɐ̃ku,bɾon.k,ˈbɾɐ̃.ku,k,ku,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,kenkeɲe,ˈkɐ̃j̃,ken.ke.ɲe,ˈkɐ̃j̃,ken,ˈkɐ̃j̃,3,1,7,5,3,1,2,Source,2,Source,#VALUE!
,kenkeɲe,ˈkɐ̃j̃,ken.ke.ɲe,ˈkɐ̃j̃,ke,-,3,1,7,5,3,1,2,Source,2,Source,#VALUE!
,kenkeɲe,ˈkɐ̃j̃,ken.ke.ɲe,ˈkɐ̃j̃,ɲe,-,3,1,7,5,3,1,2,Source,2,Source,#VALUE!
,lɔɾg,ˈlaɾɡu,lɔɾg,ˈlaɾ.ɡu,lɔɾg,ˈlaɾ,1,2,4,5,1,2,-1,Target,-1,Target,#VALUE!
,lɔɾg,ˈlaɾɡu,lɔɾg,ˈlaɾ.ɡu,-,ɡu,1,2,4,5,1,2,-1,Target,-1,Target,#VALUE!
,amd̠ʒeɾ,muˈʎeɾ,a.m.d̠ʒeɾ,mu.ˈʎeɾ,a,-,3,2,5,5,3,2,0,Equal,1,Source,#VALUE!
,amd̠ʒeɾ,muˈʎeɾ,a.m.d̠ʒeɾ,mu.ˈʎeɾ,m,mu,3,2,5,5,3,2,0,Equal,1,Source,#VALUE!
,amd̠ʒeɾ,muˈʎeɾ,a.m.d̠ʒeɾ,mu.ˈʎeɾ,ʒeɾ,ˈʎeɾ,3,2,5,5,3,2,0,Equal,1,Source,#VALUE!
,md̠ʒeɾ,muˈʎeɾ,md̠.ʒeɾ,mu.ˈʎeɾ,md̠,mu,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,md̠ʒeɾ,muˈʎeɾ,md̠.ʒeɾ,mu.ˈʎeɾ,ʒeɾ,ˈʎeɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,vent,ˈvẽtu,ven.t,ˈvẽ.tu,ven,ˈvẽ,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,vent,ˈvẽtu,ven.t,ˈvẽ.tu,t,tu,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,aza,ˈazɐ,a.za,ˈaz.ɐ,a,ˈa,2,2,3,3,2,2,0,Equal,0,Equal,#VALUE!
,aza,ˈazɐ,a.za,ˈaz.ɐ,za,zɐ,2,2,3,3,2,2,0,Equal,0,Equal,#VALUE!
,linpa,lĩˈpaɾ,lin.pa,lĩ.ˈpaɾ,lin,lĩ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,linpa,lĩˈpaɾ,lin.pa,lĩ.ˈpaɾ,pa,ˈpaɾ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,ma,maiʃ,ma,maiʃ,ma,maiʃ,1,1,2,4,1,1,-2,Target,0,Equal,#VALUE!
,mot,ˈmatu,mot,ˈma.tu,mot,ˈma,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,mot,ˈmatu,mot,ˈma.tu,-,tu,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,ɔn,ˈɐnu,ɔn,ˈɐ.nu,ɔn,ˈɐ,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,ɔn,ˈɐnu,ɔn,ˈɐ.nu,-,nu,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,a,ɐ,3,4,6,7,3,4,-1,Target,-1,Target,#VALUE!
,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,ma,mɐ,3,4,6,7,3,4,-1,Target,-1,Target,#VALUE!
,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,ɾel,ˈɾɛ,3,4,6,7,3,4,-1,Target,-1,Target,#VALUE!
,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,-,lu,3,4,6,7,3,4,-1,Target,-1,Target,#VALUE!
,bo,ˈvɔʃ,bo,ˈvɔʃ,bo,ˈvɔʃ,1,1,2,3,1,1,-1,Target,0,Equal,#VALUE!
