Language,SourceWord,SourceWord CV,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,PositionSource,PositionTarget,Process,TemplateSource,TemplateTarget,TargetOrthography,Translation,Reference,Notes
Cape Verdean Sao Vicente,kondɛ,CVCV,ˈkwɐ̃du,kon.dɛ,ˈkwɐ̃.du,dɛ,du,2,2,,CV,CV,quando,when,Baptista2019[271-277],
Cape Verdean Sao Vicente,bɾonk,CCVC,ˈbɾɐ̃ku,bɾon.k,ˈbɾɐ̃.ku,bɾon,ˈbɾɐ̃,1,1,,CCV,CCV,branco,white,Baptista2019[271-277],
Cape Verdean Sao Vicente,bɾonk,CCVC,ˈbɾɐ̃ku,bɾon.k,ˈbɾɐ̃.ku,k,ku,2,2,,C,CV,branco,white,Baptista2019[271-277],
Cape Verdean Sao Vicente,kenkeɲe,CVCVCV,ˈkɐ̃j̃,ken.ke.ɲe,ˈkɐ̃j̃,ken,ˈkɐ̃j̃,1,1,,CVC,CVg,quem,who,Baptista2019[271-277],
Cape Verdean Sao Vicente,kenkeɲe,CVCVCV,ˈkɐ̃j̃,ken.ke.ɲe,ˈkɐ̃j̃,ke,-,2,-,,CV,,quem,who,Baptista2019[271-277],
Cape Verdean Sao Vicente,kenkeɲe,CVCVCV,ˈkɐ̃j̃,ken.ke.ɲe,ˈkɐ̃j̃,ɲe,-,3,-,,CV,,quem,who,Baptista2019[271-277],
Cape Verdean Sao Vicente,lɔɾg,CVCC,ˈlaɾɡu,lɔɾg,ˈlaɾ.ɡu,lɔɾg,ˈlaɾ,1,1,,CVCC,CVC,largo,wide,Baptista2019[271-277],
Cape Verdean Sao Vicente,lɔɾg,CVCC,ˈlaɾɡu,lɔɾg,ˈlaɾ.ɡu,-,ɡu,-,2,,-,CV,largo,wide,Baptista2019[271-277],
Cape Verdean Sao Vicente,amd̠ʒeɾ,VCCCVC,muˈʎeɾ,a.m.d̠ʒeɾ,mu.ˈʎeɾ,a,-,1,-,,V,,mulher,woman,Baptista2019[271-277],
Cape Verdean Sao Vicente,amd̠ʒeɾ,VCCCVC,muˈʎeɾ,a.m.d̠ʒeɾ,mu.ˈʎeɾ,m,mu,2,1,dissimilation,C,CV,mulher,woman,Baptista2019[271-277],
Cape Verdean Sao Vicente,amd̠ʒeɾ,VCCCVC,muˈʎeɾ,a.m.d̠ʒeɾ,mu.ˈʎeɾ,ʒeɾ,ˈʎeɾ,3,2,,CVC,CVC,mulher,woman,Baptista2019[271-277],
Cape Verdean Sao Vicente,md̠ʒeɾ,CCCVC,muˈʎeɾ,md̠.ʒeɾ,mu.ˈʎeɾ,md̠,mu,1,1,,CC,CV,mulher,woman,Baptista2019[271-277],
Cape Verdean Sao Vicente,md̠ʒeɾ,CCCVC,muˈʎeɾ,md̠.ʒeɾ,mu.ˈʎeɾ,ʒeɾ,ˈʎeɾ,2,2,dissimilation,CVC,CVC,mulher,woman,Baptista2019[271-277],
Cape Verdean Sao Vicente,vent,CVC,ˈvẽtu,ven.t,ˈvẽ.tu,ven,ˈvẽ,1,1,,CV,CV,vento,wind,Baptista2019[271-277],
Cape Verdean Sao Vicente,vent,CVC,ˈvẽtu,ven.t,ˈvẽ.tu,t,tu,2,2,assimilation,C,CV,vento,wind,Baptista2019[271-277],
Cape Verdean Sao Vicente,aza,VCV,ˈazɐ,a.za,ˈaz.ɐ,a,ˈa,1,1,,V,V,asa,wing,Baptista2019[271-277],
Cape Verdean Sao Vicente,aza,VCV,ˈazɐ,a.za,ˈaz.ɐ,za,zɐ,2,2,,CV,CV,asa,wing,Baptista2019[271-277],
Cape Verdean Sao Vicente,linpa,CVCV,lĩˈpaɾ,lin.pa,lĩ.ˈpaɾ,lin,lĩ,1,1,,CV,CV,limpar,wipe,Baptista2019[271-277],
Cape Verdean Sao Vicente,linpa,CVCV,lĩˈpaɾ,lin.pa,lĩ.ˈpaɾ,pa,ˈpaɾ,2,2,assimilation,CV,CVC,limpar,wipe,Baptista2019[271-277],
Cape Verdean Sao Vicente,ma,CV,maiʃ,ma,maiʃ,ma,maiʃ,1,1,,CV,CVgC,mais,with,Baptista2019[271-277],
Cape Verdean Sao Vicente,mot,CVC,ˈmatu,mot,ˈma.tu,mot,ˈma,1,1,,CVC,CV,mato,wood,Baptista2019[271-277],
Cape Verdean Sao Vicente,mot,CVC,ˈmatu,mot,ˈma.tu,-,tu,-,2,,-,CV,mato,wood,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɔn,V,ˈɐnu,ɔn,ˈɐ.nu,ɔn,ˈɐ,1,1,,V,V,ano,year,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɔn,V,ˈɐnu,ɔn,ˈɐ.nu,-,nu,-,2,,-,CV,ano,year,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,VCVCVC,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,a,ɐ,1,1,,V,V,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,VCVCVC,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,ma,mɐ,2,2,,CV,CV,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,VCVCVC,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,ɾel,ˈɾɛ,3,3,,CVC,CV,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,VCVCVC,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,-,lu,-,4,,-,CV,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,bo,CV,ˈvɔʃ,bo,ˈvɔʃ,bo,ˈvɔʃ,1,1,,CV,CVC,vós,you,Baptista2019[271-277],
