Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceWordSyllabe,TargetWordSyllabe,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,Simple PositionSource,Simple PositionTarget,Previous Source,Next Source,Previous Target,Next Target,Process,TargetOrthography,Translation,References,Notes
Principense,ˈsedɪ,ˈsedɨ,ˈse.dɪ,ˈse.dɨ,ˈse,ˈse,2,2,1,1,Initial,Initial,0,dɪ,0,dɨ,,sede,thirst,Bandeira2017[366-412],
Principense,ˈsedɪ,ˈsedɨ,ˈse.dɪ,ˈse.dɨ,dɪ,dɨ,2,2,2,2,Final,Final,ˈse,2,ˈse,2,,sede,thirst,Bandeira2017[366-412],
Principense,ˈsumi,siˈumɨ,ˈsu.mi,si.ˈu.mɨ,ˈsu,si,2,3,1,1,Initial,Initial,0,-,0,ˈu,metathesis,ciúmes,jealousy,Bandeira2017[366-412],
Principense,ˈsumi,siˈumɨ,ˈsu.mi,si.ˈu.mɨ,-,ˈu,2,3,-,2,-,Medial,ˈsu,mi,si,mɨ,,ciúmes,jealousy,Bandeira2017[366-412],
Principense,ˈsumi,siˈumɨ,ˈsu.mi,si.ˈu.mɨ,mi,mɨ,2,3,2,3,Final,Final,-,2,ˈu,3,,ciúmes,jealousy,Bandeira2017[366-412],
Principense,vɔˈgjɐ̃,vɨɾˈgoɲɐ,vɔ.ˈgjɐ̃,vɨɾ.ˈgo.ɲɐ,vɔ,vɨɾ,2,3,1,1,Initial,Initial,0,-,0,ˈgo,metathesis,vergonha,shame,Bandeira2017[366-412],
Principense,vɔˈgjɐ̃,vɨɾˈgoɲɐ,vɔ.ˈgjɐ̃,vɨɾ.ˈgo.ɲɐ,-,ˈgo,2,3,-,2,-,Medial,vɔ,ˈgjɐ̃,vɨɾ,ɲɐ,,vergonha,shame,Bandeira2017[366-412],
Principense,vɔˈgjɐ̃,vɨɾˈgoɲɐ,vɔ.ˈgjɐ̃,vɨɾ.ˈgo.ɲɐ,ˈgjɐ̃,ɲɐ,2,3,2,3,Final,Final,-,2,ˈgo,3,,vergonha,shame,Bandeira2017[366-412],
Principense,ˈweˈʃja,ĩˈvɐjʒɐ,ˈwe.ˈʃja,ĩ.ˈvɐj.ʒɐ,ˈwe,ĩ,2,3,1,1,Initial,Initial,0,-,0,ˈvɐj,metathesis,inveja,envy,Bandeira2017[366-412],
Principense,ˈweˈʃja,ĩˈvɐjʒɐ,ˈwe.ˈʃja,ĩ.ˈvɐj.ʒɐ,-,ˈvɐj,2,3,-,2,-,Medial,ˈwe,ˈʃja,ĩ,ʒɐ,,inveja,envy,Bandeira2017[366-412],
Principense,ˈweˈʃja,ĩˈvɐjʒɐ,ˈwe.ˈʃja,ĩ.ˈvɐj.ʒɐ,ˈʃja,ʒɐ,2,3,2,3,Final,Final,-,2,ˈvɐj,3,,inveja,envy,Bandeira2017[366-412],
Principense,ˈbɐ̃:ku,ˈbɾɐ̃ku,ˈbɐ̃:.ku,ˈbɾɐ̃.ku,ˈbɐ̃:,ˈbɾɐ̃,2,2,1,1,Initial,Initial,0,ku,0,ku,,branco,white,Bandeira2017[366-412],
Principense,ˈbɐ̃:ku,ˈbɾɐ̃ku,ˈbɐ̃:.ku,ˈbɾɐ̃.ku,ku,ku,2,2,2,2,Final,Final,ˈbɐ̃:,2,ˈbɾɐ̃,2,,branco,white,Bandeira2017[366-412],
Principense,ˈko,ˈkoɾ,ˈko,ˈkoɾ,ˈko,ˈkoɾ,1,1,1,1,Final,Final,0,1,0,1,,cor,color,Bandeira2017[366-412],
Principense,maˈrɛlu,ɐmɐˈɾelu,ma.ˈrɛ.lu,ɐ.mɐ.ˈɾe.lu,-,ɐ,3,4,-,1,-,Initial,0,ma,0,mɐ,,amarelo,yellow,Bandeira2017[366-412],
Principense,maˈrɛlu,ɐmɐˈɾelu,ma.ˈrɛ.lu,ɐ.mɐ.ˈɾe.lu,ma,mɐ,3,4,1,2,Initial,Medial,-,ˈrɛ,ɐ,ˈɾe,,amarelo,yellow,Bandeira2017[366-412],
Principense,maˈrɛlu,ɐmɐˈɾelu,ma.ˈrɛ.lu,ɐ.mɐ.ˈɾe.lu,ˈrɛ,ˈɾe,3,4,2,3,Medial,Medial,ma,lu,mɐ,lu,,amarelo,yellow,Bandeira2017[366-412],
Principense,maˈrɛlu,ɐmɐˈɾelu,ma.ˈrɛ.lu,ɐ.mɐ.ˈɾe.lu,lu,lu,3,4,3,4,Final,Final,ˈrɛ,3,ˈɾe,4,,amarelo,yellow,Bandeira2017[366-412],
Principense,ˈpɛ:tu,ˈpɾetu,ˈpɛ:.tu,ˈpɾe.tu,ˈpɛ:,ˈpɾe,2,2,1,1,Initial,Initial,0,tu,0,tu,,preto,black,Bandeira2017[366-412],
Principense,ˈpɛ:tu,ˈpɾetu,ˈpɛ:.tu,ˈpɾe.tu,tu,tu,2,2,2,2,Final,Final,ˈpɛ:,2,ˈpɾe,2,,preto,black,Bandeira2017[366-412],
Principense,ˈrɔzɐ,ˈʀozɐ,ˈrɔ.zɐ,ˈʀo.zɐ,ˈrɔ,ˈʀo,2,2,1,1,Initial,Initial,0,zɐ,0,zɐ,,rosa,pink,Bandeira2017[366-412],
Principense,ˈrɔzɐ,ˈʀozɐ,ˈrɔ.zɐ,ˈʀo.zɐ,zɐ,zɐ,2,2,2,2,Final,Final,ˈrɔ,2,ˈʀo,2,,rosa,pink,Bandeira2017[366-412],
Principense,ˈvede,ˈveɾdɨ,ˈve.de,ˈveɾ.dɨ,ˈve,ˈveɾ,2,2,1,1,Initial,Initial,0,de,0,dɨ,,verde,green,Bandeira2017[366-412],
Principense,ˈvede,ˈveɾdɨ,ˈve.de,ˈveɾ.dɨ,de,dɨ,2,2,2,2,Final,Final,ˈve,2,ˈveɾ,2,,verde,green,Bandeira2017[366-412],
Principense,veˈme,vɨɾˈmɐjʎu,ve.ˈme,vɨɾ.ˈmɐj.ʎu,ve,vɨɾ,2,3,1,1,Initial,Initial,0,ˈme,0,ˈmɐj,metathesis,vermelho,red,Bandeira2017[366-412],
Principense,veˈme,vɨɾˈmɐjʎu,ve.ˈme,vɨɾ.ˈmɐj.ʎu,ˈme,ˈmɐj,2,3,2,2,Final,Medial,ve,-,vɨɾ,ʎu,,vermelho,red,Bandeira2017[366-412],
Principense,veˈme,vɨɾˈmɐjʎu,ve.ˈme,vɨɾ.ˈmɐj.ʎu,-,ʎu,2,3,-,3,-,Final,ˈme,-,ˈmɐj,3,,vermelho,red,Bandeira2017[366-412],
Principense,ˈzulu,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,ˈzu,ɐ,2,2,1,1,Initial,Initial,0,lu,0,ˈzuɫ,,azul,blue,Bandeira2017[366-412],
Principense,ˈzulu,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,lu,ˈzuɫ,2,2,2,2,Final,Final,ˈzu,2,ɐ,2,,azul,blue,Bandeira2017[366-412],
Principense,kaˈra,kɐɾɐ̃ˈgejʒu,ka.ˈra,kɐ.ɾɐ̃.ˈgej.ʒu,ka,kɐ,2,4,1,1,Initial,Initial,0,ˈra,0,ɾɐ̃,metathesis,caranguejo,crab,Bandeira2017[366-412],
Principense,kaˈra,kɐɾɐ̃ˈgejʒu,ka.ˈra,kɐ.ɾɐ̃.ˈgej.ʒu,ˈra,ɾɐ̃,2,4,2,2,Final,Medial,ka,-,kɐ,ˈgej,,caranguejo,crab,Bandeira2017[366-412],
Principense,kaˈra,kɐɾɐ̃ˈgejʒu,ka.ˈra,kɐ.ɾɐ̃.ˈgej.ʒu,-,ˈgej,2,4,-,3,-,Medial,ˈra,-,ɾɐ̃,ʒu,,caranguejo,crab,Bandeira2017[366-412],
Principense,kaˈra,kɐɾɐ̃ˈgejʒu,ka.ˈra,kɐ.ɾɐ̃.ˈgej.ʒu,-,ʒu,2,4,-,4,-,Final,-,-,ˈgej,4,,caranguejo,crab,Bandeira2017[366-412],
Principense,ˈkisaki,baʀɐˈkudɐ,ˈki.sa.ki,ba.ʀɐ.ˈku.dɐ,,,3,4,,,#N/A,#N/A,0,,0,,,barracuda,scad,Bandeira2017[366-412],Not of portuguese origin
Principense,uˈgujɐ,ɐˈguʎɐ,u.ˈgu.jɐ,ɐ.ˈgu.ʎɐ,u,ɐ,3,3,1,1,Initial,Initial,0,ˈgu,0,ˈgu,,agulha,garfish,Bandeira2017[366-412],
Principense,uˈgujɐ,ɐˈguʎɐ,u.ˈgu.jɐ,ɐ.ˈgu.ʎɐ,ˈgu,ˈgu,3,3,2,2,Medial,Medial,u,jɐ,ɐ,ʎɐ,,agulha,garfish,Bandeira2017[366-412],
Principense,uˈgujɐ,ɐˈguʎɐ,u.ˈgu.jɐ,ɐ.ˈgu.ʎɐ,jɐ,ʎɐ,3,3,3,3,Final,Final,ˈgu,3,ˈgu,3,,agulha,garfish,Bandeira2017[366-412],
Principense,ˈiʃikɐ,ˈiʃkɐ,ˈi.ʃi.kɐ,ˈiʃ.kɐ,ˈi,-,3,2,1,-,Initial,-,0,ʃi,0,ˈiʃ,,isca,bait,Bandeira2017[366-412],
Principense,ˈiʃikɐ,ˈiʃkɐ,ˈi.ʃi.kɐ,ˈiʃ.kɐ,ʃi,ˈiʃ,3,2,2,1,Medial,Initial,ˈi,kɐ,-,kɐ,,isca,bait,Bandeira2017[366-412],
Principense,ˈiʃikɐ,ˈiʃkɐ,ˈi.ʃi.kɐ,ˈiʃ.kɐ,kɐ,kɐ,3,2,3,2,Final,Final,ʃi,3,ˈiʃ,2,,isca,bait,Bandeira2017[366-412],
Principense,iˈze,kɐmɐˈɾɐ̃w̃,i.ˈze,kɐ.mɐ.ˈɾɐ̃w̃,,,2,3,,,#N/A,#N/A,0,,0,,,camarão,prawn,Bandeira2017[366-412],Not of portuguese origin
Principense,tuˈbɐ̃,tubɐˈɾɐ̃w̃,tu.ˈbɐ̃,tu.bɐ.ˈɾɐ̃w̃,tu,tu,2,3,1,1,Initial,Initial,0,ˈbɐ̃,0,bɐ,,tubarão,shark,Bandeira2017[366-412],
Principense,tuˈbɐ̃,tubɐˈɾɐ̃w̃,tu.ˈbɐ̃,tu.bɐ.ˈɾɐ̃w̃,ˈbɐ̃,bɐ,2,3,2,2,Final,Medial,tu,-,tu,ˈɾɐ̃w̃,,tubarão,shark,Bandeira2017[366-412],
Principense,tuˈbɐ̃,tubɐˈɾɐ̃w̃,tu.ˈbɐ̃,tu.bɐ.ˈɾɐ̃w̃,-,ˈɾɐ̃w̃,2,3,-,3,-,Final,ˈbɐ̃,-,bɐ,3,,tubarão,shark,Bandeira2017[366-412],
Principense,ˈpeʃi,ˈpejʃɨ,ˈpe.ʃi,ˈpej.ʃɨ,ˈpe,ˈpej,2,2,1,1,Initial,Initial,0,ʃi,0,ʃɨ,,peixe,fish,Bandeira2017[366-412],
Principense,ˈpeʃi,ˈpejʃɨ,ˈpe.ʃi,ˈpej.ʃɨ,ʃi,ʃɨ,2,2,2,2,Final,Final,ˈpe,2,ˈpej,2,,peixe,fish,Bandeira2017[366-412],
Principense,voaˈdo,vuɐˈdoɾ,vo.a.ˈdo,vu.ɐ.ˈdoɾ,vo,vu,3,3,1,1,Initial,Initial,0,a,0,ɐ,,voador,flying fish,Bandeira2017[366-412],
Principense,voaˈdo,vuɐˈdoɾ,vo.a.ˈdo,vu.ɐ.ˈdoɾ,a,ɐ,3,3,2,2,Medial,Medial,vo,ˈdo,vu,ˈdoɾ,,voador,flying fish,Bandeira2017[366-412],
Principense,voaˈdo,vuɐˈdoɾ,vo.a.ˈdo,vu.ɐ.ˈdoɾ,ˈdo,ˈdoɾ,3,3,3,3,Final,Final,a,3,ɐ,3,,voador,flying fish,Bandeira2017[366-412],
Principense,ˈkusu,diaˈʀɐjɐ,ˈku.su,di.a.ˈʀɐj.ɐ,,,2,4,,,#N/A,#N/A,0,,0,,,diarreia,diarrhea,Bandeira2017[366-412],Not of portuguese origin
Principense,biˈʃigɐ,bɨˈʃigɐ,bi.ˈʃi.gɐ,bɨ.ˈʃi.gɐ,bi,bɨ,3,3,1,1,Initial,Initial,0,ˈʃi,0,ˈʃi,metathesis,varíola,variola,Bandeira2017[366-412],
Principense,biˈʃigɐ,bɨˈʃigɐ,bi.ˈʃi.gɐ,bɨ.ˈʃi.gɐ,ˈʃi,ˈʃi,3,3,2,2,Medial,Medial,bi,gɐ,bɨ,gɐ,,varíola,variola,Bandeira2017[366-412],
Principense,biˈʃigɐ,bɨˈʃigɐ,bi.ˈʃi.gɐ,bɨ.ˈʃi.gɐ,gɐ,gɐ,3,3,3,4,Final,Medial,ˈʃi,3,ˈʃi,4,,varíola,variola,Bandeira2017[366-412],
Principense,ˈdo,ˈdoɾ,ˈdo,ˈdoɾ,ˈdo,ˈdoɾ,1,1,1,1,Final,Final,0,1,0,1,,dor,pain,Bandeira2017[366-412],
Principense,ˈfɛbi,ˈfɛbɾɨ,ˈfɛ.bi,ˈfɛ.bɾɨ,ˈfɛ,ˈfɛ,2,2,1,1,Initial,Initial,0,bi,0,bɾɨ,,febre,fever,Bandeira2017[366-412],
Principense,ˈfɛbi,ˈfɛbɾɨ,ˈfɛ.bi,ˈfɛ.bɾɨ,bi,bɾɨ,2,2,2,2,Final,Final,ˈfɛ,2,ˈfɛ,2,,febre,fever,Bandeira2017[366-412],
Principense,ˈfi:dɐ,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,ˈfi:,fɨ,2,3,1,1,Initial,Initial,0,-,0,ˈɾi,metathesis,ferida,wound,Bandeira2017[366-412],
Principense,ˈfi:dɐ,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,-,ˈɾi,2,3,2,2,Final,Medial,ˈfi:,dɐ,fɨ,dɐ,,ferida,wound,Bandeira2017[366-412],
Principense,ˈfi:dɐ,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,dɐ,dɐ,2,3,3,3,Medial,Final,-,3,ˈɾi,3,,ferida,wound,Bandeira2017[366-412],
Principense,ˈgɔmitu,vuˈmitu,ˈgɔ.mi.tu,vu.ˈmi.tu,ˈgɔ,vu,3,3,1,1,Initial,Initial,0,mi,0,ˈmi,,vômito,spew,Bandeira2017[366-412],
Principense,ˈgɔmitu,vuˈmitu,ˈgɔ.mi.tu,vu.ˈmi.tu,mi,ˈmi,3,3,2,2,Medial,Medial,ˈgɔ,tu,vu,tu,,vômito,spew,Bandeira2017[366-412],
Principense,ˈgɔmitu,vuˈmitu,ˈgɔ.mi.tu,vu.ˈmi.tu,tu,tu,3,3,3,3,Final,Final,mi,3,ˈmi,3,,vômito,spew,Bandeira2017[366-412],
Principense,ˈkutuˈkutu,sɐˈɾɐ̃pu,ˈku.tu.ˈku.tu,sɐ.ˈɾɐ̃.pu,,,4,3,,,#N/A,#N/A,0,,0,,,sarampo,measles,Bandeira2017[366-412],Not of portuguese origin
Principense,uˈlalu,duˈẽsɐ dɨ ˈpelɨ,u.ˈla.lu,du.ˈẽ.sɐ dɨ ˈpe.lɨ,,,3,4,,,#N/A,#N/A,0,,0,,,doença de pele,skin disease,Bandeira2017[366-412],Not of portuguese origin
Principense,ˈlɛpɐ,ˈlɛpɾɐ,ˈlɛ.pɐ,ˈlɛ.pɾɐ,ˈlɛ,ˈlɛ,2,2,1,1,Initial,Initial,0,pɐ,0,pɾɐ,,lepra,leprosy,Bandeira2017[366-412],
Principense,ˈlɛpɐ,ˈlɛpɾɐ,ˈlɛ.pɐ,ˈlɛ.pɾɐ,pɐ,pɾɐ,2,2,2,2,Final,Final,ˈlɛ,2,ˈlɛ,2,,lepra,leprosy,Bandeira2017[366-412],
Principense,lɔ̃ˈbi:gɐ,lõˈbɾigɐ,lɔ̃.ˈbi:.gɐ,lõ.ˈbɾi.gɐ,lɔ̃,lõ,3,3,1,1,Initial,Initial,0,ˈbi:,0,ˈbɾi,metathesis,lombriga,ascariasis,Bandeira2017[366-412],
Principense,lɔ̃ˈbi:gɐ,lõˈbɾigɐ,lɔ̃.ˈbi:.gɐ,lõ.ˈbɾi.gɐ,ˈbi:,ˈbɾi,3,3,2,2,Medial,Medial,lɔ̃,gɐ,lõ,gɐ,,lombriga,ascariasis,Bandeira2017[366-412],
Principense,lɔ̃ˈbi:gɐ,lõˈbɾigɐ,lɔ̃.ˈbi:.gɐ,lõ.ˈbɾi.gɐ,gɐ,gɐ,3,3,3,3,Final,Final,ˈbi:,3,ˈbɾi,3,,lombriga,ascariasis,Bandeira2017[366-412],
Principense,ˈmaliˈbwɛgɐ,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,ˈma,ˈmaɫ,4,3,1,1,Initial,Initial,0,li,0,dɐ,metathesis,mal de barriga,constipation,Bandeira2017[366-412],
Principense,ˈmaliˈbwɛgɐ,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,li,dɐ,4,3,2,2,Medial,Medial,ˈma,ˈbwɛ,ˈmaɫ,ba,,mal de barriga,constipation,Bandeira2017[366-412],
Principense,ˈmaliˈbwɛgɐ,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,ˈbwɛ,ba,4,3,3,3,Medial,Final,li,-,dɐ,ˈʀi,,mal de barriga,constipation,Bandeira2017[366-412],
Principense,ˈmaliˈbwɛgɐ,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,-,ˈʀi,4,3,-,4,-,Medial,ˈbwɛ,gɐ,ba,gɐ,,mal de barriga,constipation,Bandeira2017[366-412],
Principense,ˈmaliˈbwɛgɐ,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,gɐ,gɐ,4,3,4,5,Final,Medial,-,4,ˈʀi,5,,mal de barriga,constipation,Bandeira2017[366-412],
Principense,ˈkura,ˈkuɾɐ,ˈku.ra,ˈku.ɾɐ,ˈku,ˈku,2,2,1,1,Initial,Initial,0,ra,0,ɾɐ,,cura,medicine,Bandeira2017[366-412],
Principense,ˈkura,ˈkuɾɐ,ˈku.ra,ˈku.ɾɐ,ra,ɾɐ,2,2,2,2,Final,Final,ˈku,2,ˈku,2,,cura,medicine,Bandeira2017[366-412],
Principense,ˈpɛʃt̠ʃi,ˈpeʃtɨ,ˈpɛʃ.t̠ʃi,ˈpeʃ.tɨ,ˈpɛʃ,ˈpeʃ,2,2,1,1,Initial,Initial,0,t̠ʃi,0,tɨ,,peste,plague,Bandeira2017[366-412],
Principense,ˈpɛʃt̠ʃi,ˈpeʃtɨ,ˈpɛʃ.t̠ʃi,ˈpeʃ.tɨ,t̠ʃi,tɨ,2,2,2,2,Final,Final,ˈpɛʃ,2,ˈpeʃ,2,,peste,plague,Bandeira2017[366-412],
Principense,ˈpa:gɐ,ˈpɾagɐ,ˈpa:.gɐ,ˈpɾa.gɐ,ˈpa:,ˈpɾa,2,2,1,1,Initial,Initial,0,gɐ,0,gɐ,,praga,plague,Bandeira2017[366-412],
Principense,ˈpa:gɐ,ˈpɾagɐ,ˈpa:.gɐ,ˈpɾa.gɐ,gɐ,gɐ,2,2,2,2,Final,Final,ˈpa:,2,ˈpɾa,2,,praga,plague,Bandeira2017[366-412],
Principense,ˈtɔʃi,ˈtosɨ,ˈtɔ.ʃi,ˈto.sɨ,ˈtɔ,ˈto,2,2,1,1,Initial,Initial,0,ʃi,0,sɨ,,tosse,cough,Bandeira2017[366-412],
Principense,ˈtɔʃi,ˈtosɨ,ˈtɔ.ʃi,ˈto.sɨ,ʃi,sɨ,2,2,2,2,Final,Final,ˈtɔ,2,ˈto,2,,tosse,cough,Bandeira2017[366-412],
Principense,baˈja,vɐjˈaɾ,ba.ˈja,vɐj.ˈaɾ,ba,vɐj,2,2,1,1,Initial,Initial,0,ˈja,0,ˈaɾ,,vaiar,cast a spell,Bandeira2017[366-412],
Principense,baˈja,vɐjˈaɾ,ba.ˈja,vɐj.ˈaɾ,ˈja,ˈaɾ,2,2,2,2,Final,Final,ba,2,vɐj,2,,vaiar,cast a spell,Bandeira2017[366-412],
Principense,ˈvwɛ,vɐˈʀeɾ,ˈvwɛ,vɐ.ˈʀeɾ,ˈvwɛ,vɐ,1,2,1,1,Final,Initial,0,-,0,ˈʀeɾ,metathesis,varrer,sweep,Bandeira2017[366-412],
Principense,ˈvwɛ,vɐˈʀeɾ,ˈvwɛ,vɐ.ˈʀeɾ,-,ˈʀeɾ,1,2,-,2,-,Final,ˈvwɛ,-,vɐ,2,,varrer,sweep,Bandeira2017[366-412],
Principense,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,-,ɐ,2,3,-,1,-,Initial,0,ba,0,bɐ,metathesis,abanar,shake,Bandeira2017[366-412],
Principense,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,ba,bɐ,2,3,1,2,Initial,Medial,-,ˈna,ɐ,ˈnaɾ,,abanar,shake,Bandeira2017[366-412],
Principense,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,ˈna,ˈnaɾ,2,3,2,3,Final,Final,ba,2,bɐ,3,,abanar,shake,Bandeira2017[366-412],
Principense,bɐ̃dɔˈna,ɐbɐ̃w̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃w̃.du.ˈnaɾ,-,ɐ,3,4,-,1,-,Initial,0,bɐ̃,0,bɐ̃w̃,,abandonar,leave,Bandeira2017[366-412],
Principense,bɐ̃dɔˈna,ɐbɐ̃w̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃w̃.du.ˈnaɾ,bɐ̃,bɐ̃w̃,3,4,1,2,Initial,Medial,-,dɔ,ɐ,du,,abandonar,leave,Bandeira2017[366-412],
Principense,bɐ̃dɔˈna,ɐbɐ̃w̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃w̃.du.ˈnaɾ,dɔ,du,3,4,2,3,Medial,Medial,bɐ̃,ˈna,bɐ̃w̃,ˈnaɾ,,abandonar,leave,Bandeira2017[366-412],
Principense,bɐ̃dɔˈna,ɐbɐ̃w̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃w̃.du.ˈnaɾ,ˈna,ˈnaɾ,3,4,3,4,Final,Final,dɔ,3,du,4,,abandonar,leave,Bandeira2017[366-412],
Principense,ba:ˈga,dɨʃfɐˈzeɾ,ba:.ˈga,dɨʃ.fɐ.ˈzeɾ,,,2,3,,,#N/A,#N/A,0,,0,,,desfazer,undo,Bandeira2017[366-412],Not of portuguese origin
Principense,baˈsa,ɐbajˈʃaɾ,ba.ˈsa,ɐ.baj.ˈʃaɾ,-,ɐ,2,3,-,1,-,Initial,0,ba,0,baj,,abaixar,lower in,Bandeira2017[366-412],
Principense,baˈsa,ɐbajˈʃaɾ,ba.ˈsa,ɐ.baj.ˈʃaɾ,ba,baj,2,3,1,2,Initial,Medial,-,ˈsa,ɐ,ˈʃaɾ,,abaixar,lower in,Bandeira2017[366-412],
Principense,baˈsa,ɐbajˈʃaɾ,ba.ˈsa,ɐ.baj.ˈʃaɾ,ˈsa,ˈʃaɾ,2,3,2,3,Final,Final,ba,2,baj,3,,abaixar,lower in,Bandeira2017[366-412],
Principense,baˈte,bɐˈteɾ,ba.ˈte,bɐ.ˈteɾ,ba,bɐ,2,2,1,1,Initial,Initial,0,ˈte,0,ˈteɾ,,bater,hit,Bandeira2017[366-412],
Principense,baˈte,bɐˈteɾ,ba.ˈte,bɐ.ˈteɾ,ˈte,ˈteɾ,2,2,2,2,Final,Final,ba,2,bɐ,2,,bater,hit,Bandeira2017[366-412],
Principense,ˈve,ˈveɾ,ˈve,ˈveɾ,ˈve,ˈveɾ,1,1,1,1,Final,Final,0,1,0,1,,ver,see,Bandeira2017[366-412],
Principense,beˈbe,bɨˈbeɾ,be.ˈbe,bɨ.ˈbeɾ,be,bɨ,2,2,1,1,Initial,Initial,0,ˈbe,0,ˈbeɾ,,beber,drink,Bandeira2017[366-412],
Principense,beˈbe,bɨˈbeɾ,be.ˈbe,bɨ.ˈbeɾ,ˈbe,ˈbeɾ,2,2,2,2,Final,Final,be,2,bɨ,2,,beber,drink,Bandeira2017[366-412],
Principense,bɛ̃ˈza,bɐjˈʒaɾ,bɛ̃.ˈza,bɐj.ˈʒaɾ,bɛ̃,bɐj,2,2,1,1,Initial,Initial,0,ˈza,0,ˈʒaɾ,,beijar,kiss,Bandeira2017[366-412],
Principense,bɛ̃ˈza,bɐjˈʒaɾ,bɛ̃.ˈza,bɐj.ˈʒaɾ,ˈza,ˈʒaɾ,2,2,2,2,Final,Final,bɛ̃,2,bɐj,2,,beijar,kiss,Bandeira2017[366-412],
Principense,viˈka,ˈviɾ ˈka,vi.ˈka,ˈviɾ ˈka,vi,ˈviɾ ,2,1,1,1,Initial,Final,0,ˈka,0,ˈka,,vir cá,come,Bandeira2017[366-412],
Principense,viˈka,ˈviɾ ˈka,vi.ˈka,ˈviɾ ˈka,ˈka,ˈka,2,1,2,2,Final,Medial,vi,2,ˈviɾ ,2,,vir cá,come,Bandeira2017[366-412],
Principense,vɔˈta,vɔlˈtaɾ,vɔ.ˈta,vɔl.ˈtaɾ,vɔ,vɔl,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,voltar,return,Bandeira2017[366-412],
Principense,vɔˈta,vɔlˈtaɾ,vɔ.ˈta,vɔl.ˈtaɾ,ˈta,ˈtaɾ,2,2,2,2,Final,Final,vɔ,2,vɔl,2,,voltar,return,Bandeira2017[366-412],
Principense,ˈbi:,ɐˈbɾiɾ,ˈbi:,ɐ.ˈbɾiɾ,-,ɐ,1,2,-,1,-,Initial,0,ˈbi:,0,ˈbɾiɾ,metathesis,abrir,open,Bandeira2017[366-412],
Principense,ˈbi:,ɐˈbɾiɾ,ˈbi:,ɐ.ˈbɾiɾ,ˈbi:,ˈbɾiɾ,1,2,1,2,Final,Final,-,1,ɐ,2,,abrir,open,Bandeira2017[366-412],
Principense,biˈʃi,vɨʃˈtiɾ,bi.ˈʃi,vɨʃ.ˈtiɾ,bi,vɨʃ,2,2,1,1,Initial,Initial,0,ˈʃi,0,ˈtiɾ,,vestir,get dressed,Bandeira2017[366-412],
Principense,biˈʃi,vɨʃˈtiɾ,bi.ˈʃi,vɨʃ.ˈtiɾ,ˈʃi,ˈtiɾ,2,2,2,2,Final,Final,bi,2,vɨʃ,2,,vestir,get dressed,Bandeira2017[366-412],
Principense,ˈbje,kuziˈɲaɾ,ˈbje,ku.zi.ˈɲaɾ,,,1,3,,,#N/A,#N/A,0,,0,,,cozinhar,cook,Bandeira2017[366-412],Not of portuguese origin
Principense,bɔˈja,bojˈaɾ,bɔ.ˈja,boj.ˈaɾ,bɔ,boj,2,2,1,1,Initial,Initial,0,ˈja,0,ˈaɾ,,boiar,float,Bandeira2017[366-412],
Principense,bɔˈja,bojˈaɾ,bɔ.ˈja,boj.ˈaɾ,ˈja,ˈaɾ,2,2,2,2,Final,Final,bɔ,2,boj,2,,boiar,float,Bandeira2017[366-412],
Principense,buˈka,buʃˈkaɾ,bu.ˈka,buʃ.ˈkaɾ,bu,buʃ,2,2,1,1,Initial,Initial,0,ˈka,0,ˈkaɾ,,buscar,search,Bandeira2017[366-412],
Principense,buˈka,buʃˈkaɾ,bu.ˈka,buʃ.ˈkaɾ,ˈka,ˈkaɾ,2,2,2,2,Final,Final,bu,2,buʃ,2,,buscar,search,Bandeira2017[366-412],
