Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceWordSyllabe,TargetWordSyllabe,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,Simple PositionSource,Simple PositionTarget,Previous Source,Next Source,Previous Target,Next Target,Process,TargetOrthography,Translation,References,Notes
Principense,ŋgɔˈma,ẽguˈmaɾ,ŋgɔ.ˈma,ẽ.gu.ˈmaɾ,-,ẽ,2,3,-,1,-,Initial,0,ŋgɔ,0,gu,,engomar,iron,Bandeira2017[366-412],
Principense,ŋgɔˈma,ẽguˈmaɾ,ŋgɔ.ˈma,ẽ.gu.ˈmaɾ,ŋgɔ,gu,2,3,1,2,Initial,Medial,-,ˈma,ẽ,ˈmaɾ,metathesis,engomar,iron,Bandeira2017[366-412],
Principense,ŋgɔˈma,ẽguˈmaɾ,ŋgɔ.ˈma,ẽ.gu.ˈmaɾ,ˈma,ˈmaɾ,2,3,2,3,Final,Final,ŋgɔ,2,gu,3,,engomar,iron,Bandeira2017[366-412],
Principense,gumiˈta,vumiˈtaɾ,gu.mi.ˈta,vu.mi.ˈtaɾ,gu,vu,3,3,1,1,Initial,Initial,0,mi,0,mi,,vomitar,to throw up,Bandeira2017[366-412],
Principense,gumiˈta,vumiˈtaɾ,gu.mi.ˈta,vu.mi.ˈtaɾ,mi,mi,3,3,2,2,Medial,Medial,gu,ˈta,vu,ˈtaɾ,,vomitar,to throw up,Bandeira2017[366-412],
Principense,gumiˈta,vumiˈtaɾ,gu.mi.ˈta,vu.mi.ˈtaɾ,ˈta,ˈtaɾ,3,3,3,3,Final,Final,mi,3,mi,3,,vomitar,to throw up,Bandeira2017[366-412],
Principense,ntɛˈra,ẽtɨˈʀaɾ,ntɛ.ˈra,ẽ.tɨ.ˈʀaɾ,ntɛ,ẽ,2,3,1,1,Initial,Initial,0,-,0,tɨ,metathesis,enterrar,bury,Bandeira2017[366-412],
Principense,ntɛˈra,ẽtɨˈʀaɾ,ntɛ.ˈra,ẽ.tɨ.ˈʀaɾ,-,tɨ,2,3,-,2,-,Medial,ntɛ,ˈra,ẽ,ˈʀaɾ,,enterrar,bury,Bandeira2017[366-412],
Principense,ntɛˈra,ẽtɨˈʀaɾ,ntɛ.ˈra,ẽ.tɨ.ˈʀaɾ,ˈra,ˈʀaɾ,2,3,2,3,Final,Final,-,2,tɨ,3,,enterrar,bury,Bandeira2017[366-412],
Principense,obiˈga,obɾiˈgaɾ,o.bi.ˈga,o.bɾi.ˈgaɾ,o,o,3,3,1,1,Initial,Initial,0,bi,0,bɾi,metathesis,obrigar,force,Bandeira2017[366-412],
Principense,obiˈga,obɾiˈgaɾ,o.bi.ˈga,o.bɾi.ˈgaɾ,bi,bɾi,3,3,2,2,Medial,Medial,o,ˈga,o,ˈgaɾ,,obrigar,force,Bandeira2017[366-412],
Principense,obiˈga,obɾiˈgaɾ,o.bi.ˈga,o.bɾi.ˈgaɾ,ˈga,ˈgaɾ,3,3,3,3,Final,Final,bi,3,bɾi,3,,obrigar,force,Bandeira2017[366-412],
Principense,paˈga,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,-,ɐ,2,3,-,1,-,Initial,0,pa,0,pɐ,metathesis,apagar,delete,Bandeira2017[366-412],
Principense,paˈga,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,pa,pɐ,2,3,1,2,Initial,Medial,-,ˈga,ɐ,ˈgaɾ,,apagar,delete,Bandeira2017[366-412],
Principense,paˈga,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,ˈga,ˈgaɾ,2,3,2,3,Final,Final,pa,2,pɐ,3,,apagar,delete,Bandeira2017[366-412],
Principense,paˈpa,pɐˈpaɾ,pa.ˈpa,pɐ.ˈpaɾ,pa,pɐ,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpaɾ,,papar,chew,Bandeira2017[366-412],
Principense,paˈpa,pɐˈpaɾ,pa.ˈpa,pɐ.ˈpaɾ,ˈpa,ˈpaɾ,2,2,2,2,Final,Final,pa,2,pɐ,2,,papar,chew,Bandeira2017[366-412],
Principense,pareˈse,ɐpɐɾɨˈseɾ,pa.re.ˈse,ɐ.pɐ.ɾɨ.ˈseɾ,-,ɐ,3,4,-,1,-,Initial,0,pa,0,pɐ,metathesis,aparecer,to appear,Bandeira2017[366-412],
Principense,pareˈse,ɐpɐɾɨˈseɾ,pa.re.ˈse,ɐ.pɐ.ɾɨ.ˈseɾ,pa,pɐ,3,4,1,2,Initial,Medial,-,re,ɐ,ɾɨ,,aparecer,to appear,Bandeira2017[366-412],
Principense,pareˈse,ɐpɐɾɨˈseɾ,pa.re.ˈse,ɐ.pɐ.ɾɨ.ˈseɾ,re,ɾɨ,3,4,2,3,Medial,Medial,pa,ˈse,pɐ,ˈseɾ,,aparecer,to appear,Bandeira2017[366-412],
Principense,pareˈse,ɐpɐɾɨˈseɾ,pa.re.ˈse,ɐ.pɐ.ɾɨ.ˈseɾ,ˈse,ˈseɾ,3,4,3,4,Final,Final,re,3,ɾɨ,4,,aparecer,to appear,Bandeira2017[366-412],
Principense,piˈdi,pɨˈdiɾ,pi.ˈdi,pɨ.ˈdiɾ,pi,pɨ,2,2,1,1,Initial,Initial,0,ˈdi,0,ˈdiɾ,,pedir,ask,Bandeira2017[366-412],
Principense,piˈdi,pɨˈdiɾ,pi.ˈdi,pɨ.ˈdiɾ,ˈdi,ˈdiɾ,2,2,2,2,Final,Final,pi,2,pɨ,2,,pedir,ask,Bandeira2017[366-412],
Principense,piˈka,piˈkaɾ,pi.ˈka,pi.ˈkaɾ,pi,pi,2,2,1,1,Initial,Initial,0,ˈka,0,ˈkaɾ,,picar,dive,Bandeira2017[366-412],
Principense,piˈka,piˈkaɾ,pi.ˈka,pi.ˈkaɾ,ˈka,ˈkaɾ,2,2,2,2,Final,Final,pi,2,pi,2,,picar,dive,Bandeira2017[366-412],
Principense,pĩˈsa,ẽpuˈʀaɾ,pĩ.ˈsa,ẽ.pu.ˈʀaɾ,-,ẽ,2,3,-,1,-,Initial,0,pĩ,0,pu,metathesis,empurrar,to push,Bandeira2017[366-412],
Principense,pĩˈsa,ẽpuˈʀaɾ,pĩ.ˈsa,ẽ.pu.ˈʀaɾ,pĩ,pu,2,3,1,2,Initial,Medial,-,ˈsa,ẽ,ˈʀaɾ,,empurrar,to push,Bandeira2017[366-412],
Principense,pĩˈsa,ẽpuˈʀaɾ,pĩ.ˈsa,ẽ.pu.ˈʀaɾ,ˈsa,ˈʀaɾ,2,3,2,3,Final,Final,pĩ,2,pu,3,,empurrar,to push,Bandeira2017[366-412],
Principense,pɛˈga,pɾɨˈgaɾ,pɛ.ˈga,pɾɨ.ˈgaɾ,pɛ,pɾɨ,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,pregar,pin,Bandeira2017[366-412],
Principense,pɛˈga,pɾɨˈgaɾ,pɛ.ˈga,pɾɨ.ˈgaɾ,ˈga,ˈgaɾ,2,2,2,2,Final,Final,pɛ,2,pɾɨ,2,,pregar,pin,Bandeira2017[366-412],
Principense,peˈde,pɨɾˈdeɾ,pe.ˈde,pɨɾ.ˈdeɾ,pe,pɨɾ,2,2,1,1,Initial,Initial,0,ˈde,0,ˈdeɾ,,perder,to lose,Bandeira2017[366-412],
Principense,peˈde,pɨɾˈdeɾ,pe.ˈde,pɨɾ.ˈdeɾ,ˈde,ˈdeɾ,2,2,2,2,Final,Final,pe,2,pɨɾ,2,,perder,to lose,Bandeira2017[366-412],
Principense,pɛˈsa,ẽpɾɨʃˈtaɾ,pɛ.ˈsa,ẽ.pɾɨʃ.ˈtaɾ,-,ẽ,2,3,-,1,-,Initial,0,pɛ,0,pɾɨʃ,metathesis,emprestar,to borrow,Bandeira2017[366-412],
Principense,pɛˈsa,ẽpɾɨʃˈtaɾ,pɛ.ˈsa,ẽ.pɾɨʃ.ˈtaɾ,pɛ,pɾɨʃ,2,3,1,2,Initial,Medial,-,ˈsa,ẽ,ˈtaɾ,,emprestar,to borrow,Bandeira2017[366-412],
Principense,pɛˈsa,ẽpɾɨʃˈtaɾ,pɛ.ˈsa,ẽ.pɾɨʃ.ˈtaɾ,ˈsa,ˈtaɾ,2,3,2,3,Final,Final,pɛ,2,pɾɨʃ,3,,emprestar,to borrow,Bandeira2017[366-412],
Principense,pu:ˈga,puɾ'gaɾ,pu:.ˈga,puɾ.ˈgaɾ,pu:,puɾ,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,purgar,purge,Bandeira2017[366-412],
Principense,pu:ˈga,puɾ'gaɾ,pu:.ˈga,puɾ.ˈgaɾ,ˈga,ˈgaɾ,2,2,2,2,Final,Final,pu:,2,puɾ,2,,purgar,purge,Bandeira2017[366-412],
Principense,raˈla,ʀɐˈlaɾ,ra.ˈla,ʀɐ.ˈlaɾ,ra,ʀɐ,2,2,1,1,Initial,Initial,0,ˈla,0,ˈlaɾ,,ralar,grate,Bandeira2017[366-412],
Principense,raˈla,ʀɐˈlaɾ,ra.ˈla,ʀɐ.ˈlaɾ,ˈla,ˈlaɾ,2,2,2,2,Final,Final,ra,2,ʀɐ,2,,ralar,grate,Bandeira2017[366-412],
Principense,rɐ̃ˈka,aʀɐ̃ˈkaɾ,rɐ̃.ˈka,a.ʀɐ̃.ˈkaɾ,-,a,2,3,-,1,-,Initial,0,rɐ̃,0,ʀɐ̃,metathesis,arrancar,pluck out,Bandeira2017[366-412],
Principense,rɐ̃ˈka,aʀɐ̃ˈkaɾ,rɐ̃.ˈka,a.ʀɐ̃.ˈkaɾ,rɐ̃,ʀɐ̃,2,3,1,2,Initial,Medial,-,ˈka,a,ˈkaɾ,,arrancar,pluck out,Bandeira2017[366-412],
Principense,rɐ̃ˈka,aʀɐ̃ˈkaɾ,rɐ̃.ˈka,a.ʀɐ̃.ˈkaɾ,ˈka,ˈkaɾ,2,3,2,3,Final,Final,rɐ̃,2,ʀɐ̃,3,,arrancar,pluck out,Bandeira2017[366-412],
Principense,rɛˈma,ʀɨˈmaɾ,rɛ.ˈma,ʀɨ.ˈmaɾ,rɛ,ʀɨ,2,2,1,1,Initial,Initial,0,ˈma,0,ˈmaɾ,,remar,row,Bandeira2017[366-412],
Principense,rɛˈma,ʀɨˈmaɾ,rɛ.ˈma,ʀɨ.ˈmaɾ,ˈma,ˈmaɾ,2,2,2,2,Final,Final,rɛ,2,ʀɨ,2,,remar,row,Bandeira2017[366-412],
Principense,reˈge,iɾˈgeɾ,re.ˈge,iɾ.ˈgeɾ,re,iɾ,2,2,1,1,Initial,Initial,0,ˈge,0,ˈgeɾ,,erguer,raise,Bandeira2017[366-412],
Principense,reˈge,iɾˈgeɾ,re.ˈge,iɾ.ˈgeɾ,ˈge,ˈgeɾ,2,2,2,2,Final,Final,re,2,iɾ,2,,erguer,raise,Bandeira2017[366-412],
Principense,rɔ̃ˈka,ʀõˈkaɾ,rɔ̃.ˈka,ʀõ.ˈkaɾ,rɔ̃,ʀõ,2,2,1,1,Initial,Initial,0,ˈka,0,ˈkaɾ,assimilation,roncar,snore,Bandeira2017[366-412],
Principense,rɔ̃ˈka,ʀõˈkaɾ,rɔ̃.ˈka,ʀõ.ˈkaɾ,ˈka,ˈkaɾ,2,2,2,2,Final,Final,rɔ̃,2,ʀõ,2,,roncar,snore,Bandeira2017[366-412],
Principense,ruˈma,aʀuˈmaɾ,ru.ˈma,a.ʀu.ˈmaɾ,-,a,2,3,-,1,-,Initial,0,ru,0,ʀu,metathesis,arrumar,tidy up,Bandeira2017[366-412],
Principense,ruˈma,aʀuˈmaɾ,ru.ˈma,a.ʀu.ˈmaɾ,ru,ʀu,2,3,1,2,Initial,Medial,-,ˈma,a,ˈmaɾ,,arrumar,tidy up,Bandeira2017[366-412],
Principense,ruˈma,aʀuˈmaɾ,ru.ˈma,a.ʀu.ˈmaɾ,ˈma,ˈmaɾ,2,3,2,3,Final,Final,ru,2,ʀu,3,,arrumar,tidy up,Bandeira2017[366-412],
Principense,saˈgwa,ẽʃɐˈgwaɾ,sa.ˈgwa,ẽ.ʃɐ.ˈgwaɾ,-,ẽ,2,3,-,1,-,Initial,0,sa,0,ʃɐ,metathesis,enxaguar,rinse,Bandeira2017[366-412],
Principense,saˈgwa,ẽʃɐˈgwaɾ,sa.ˈgwa,ẽ.ʃɐ.ˈgwaɾ,sa,ʃɐ,2,3,1,2,Initial,Medial,-,ˈgwa,ẽ,ˈgwaɾ,,enxaguar,rinse,Bandeira2017[366-412],
Principense,saˈgwa,ẽʃɐˈgwaɾ,sa.ˈgwa,ẽ.ʃɐ.ˈgwaɾ,ˈgwa,ˈgwaɾ,2,3,2,3,Final,Final,sa,2,ʃɐ,3,,enxaguar,rinse,Bandeira2017[366-412],
Principense,ˈsa:,puˈʃaɾ,ˈsa:,pu.ˈʃaɾ,-,pu,1,2,-,1,-,Initial,0,ˈsa:,0,ˈʃaɾ,metathesis,puxar,to pull,Bandeira2017[366-412],
Principense,ˈsa:,puˈʃaɾ,ˈsa:,pu.ˈʃaɾ,ˈsa:,ˈʃaɾ,1,2,1,2,Final,Final,-,1,pu,2,,puxar,to pull,Bandeira2017[366-412],
Principense,sakuˈdi,sɐkuˈdiɾ,sa.ku.ˈdi,sɐ.ku.ˈdiɾ,sa,sɐ,3,3,1,1,Initial,Initial,0,ku,0,ku,,sacudir,shake,Bandeira2017[366-412],
Principense,sakuˈdi,sɐkuˈdiɾ,sa.ku.ˈdi,sɐ.ku.ˈdiɾ,ku,ku,3,3,2,2,Medial,Medial,sa,ˈdi,sɐ,ˈdiɾ,,sacudir,shake,Bandeira2017[366-412],
Principense,sakuˈdi,sɐkuˈdiɾ,sa.ku.ˈdi,sɐ.ku.ˈdiɾ,ˈdi,ˈdiɾ,3,3,3,3,Final,Final,ku,3,ku,3,,sacudir,shake,Bandeira2017[366-412],
Principense,saˈga,salˈgaɾ,sa.ˈga,sal.ˈgaɾ,sa,sal,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,salgar,salt,Bandeira2017[366-412],
Principense,saˈga,salˈgaɾ,sa.ˈga,sal.ˈgaɾ,ˈga,ˈgaɾ,2,2,2,2,Final,Final,sa,2,sal,2,,salgar,salt,Bandeira2017[366-412],
Principense,saˈta,salˈtaɾ,sa.ˈta,sal.ˈtaɾ,sa,sal,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,saltar,jump,Bandeira2017[366-412],
Principense,saˈta,salˈtaɾ,sa.ˈta,sal.ˈtaɾ,ˈta,ˈtaɾ,2,2,2,2,Final,Final,sa,2,sal,2,,saltar,jump,Bandeira2017[366-412],
Principense,saˈva,salˈvaɾ,sa.ˈva,sal.ˈvaɾ,sa,sal,2,2,1,1,Initial,Initial,0,ˈva,0,ˈvaɾ,,salvar,save,Bandeira2017[366-412],
Principense,saˈva,salˈvaɾ,sa.ˈva,sal.ˈvaɾ,ˈva,ˈvaɾ,2,2,2,2,Final,Final,sa,2,sal,2,,salvar,save,Bandeira2017[366-412],
Principense,saˈma,t̠ʃɐˈmaɾ,sa.ˈma,t̠ʃɐ.ˈmaɾ,sa,t̠ʃɐ,2,2,1,1,Initial,Initial,0,ˈma,0,ˈmaɾ,,chamar,call,Bandeira2017[366-412],
Principense,saˈma,t̠ʃɐˈmaɾ,sa.ˈma,t̠ʃɐ.ˈmaɾ,ˈma,ˈmaɾ,2,2,2,2,Final,Final,sa,2,t̠ʃɐ,2,,chamar,call,Bandeira2017[366-412],
Principense,seˈgwa,sɨɡuˈɾaɾ,se.ˈgwa,sɨ.ɡu.ˈɾaɾ,se,sɨ,2,3,1,1,Initial,Initial,0,ˈgwa,0,ɡu,metathesis,segurar,hold,Bandeira2017[366-412],
Principense,seˈgwa,sɨɡuˈɾaɾ,se.ˈgwa,sɨ.ɡu.ˈɾaɾ,ˈgwa,ɡu,2,3,2,2,Final,Medial,se,-,sɨ,ˈɾaɾ,,segurar,hold,Bandeira2017[366-412],
Principense,seˈgwa,sɨɡuˈɾaɾ,se.ˈgwa,sɨ.ɡu.ˈɾaɾ,-,ˈɾaɾ,2,3,-,3,-,Final,ˈgwa,-,ɡu,3,,segurar,hold,Bandeira2017[366-412],
Principense,sẽˈde,ɐsẽˈdeɾ,sẽ.ˈde,ɐ.sẽ.ˈdeɾ,-,ɐ,2,3,-,1,-,Initial,0,sẽ,0,sẽ,metathesis,acender,light up,Bandeira2017[366-412],
Principense,sẽˈde,ɐsẽˈdeɾ,sẽ.ˈde,ɐ.sẽ.ˈdeɾ,sẽ,sẽ,2,3,1,2,Initial,Medial,-,ˈde,ɐ,ˈdeɾ,,acender,light up,Bandeira2017[366-412],
Principense,sẽˈde,ɐsẽˈdeɾ,sẽ.ˈde,ɐ.sẽ.ˈdeɾ,ˈde,ˈdeɾ,2,3,2,3,Final,Final,sẽ,2,sẽ,3,,acender,light up,Bandeira2017[366-412],
Principense,sɛˈra,ʃɐjˈɾaɾ,sɛ.ˈra,ʃɐj.ˈɾaɾ,sɛ,ʃɐj,2,2,1,1,Initial,Initial,0,ˈra,0,ˈɾaɾ,,cheirar,smell,Bandeira2017[366-412],
Principense,sɛˈra,ʃɐjˈɾaɾ,sɛ.ˈra,ʃɐj.ˈɾaɾ,ˈra,ˈɾaɾ,2,2,2,2,Final,Final,sɛ,2,ʃɐj,2,,cheirar,smell,Bandeira2017[366-412],
Principense,ʃiˈga,ʃɨˈɡaɾ,ʃi.ˈga,ʃɨ.ˈɡaɾ,ʃi,ʃɨ,2,2,1,1,Initial,Initial,0,ˈga,0,ˈɡaɾ,,chegar,arrive,Bandeira2017[366-412],
Principense,ʃiˈga,ʃɨˈɡaɾ,ʃi.ˈga,ʃɨ.ˈɡaɾ,ˈga,ˈɡaɾ,2,2,2,2,Final,Final,ʃi,2,ʃɨ,2,,chegar,arrive,Bandeira2017[366-412],
Principense,ʃikaˈpa,ʃkɐˈpaɾ,ʃi.ka.ˈpa,ʃ.kɐ.ˈpaɾ,ʃi,ʃ,3,3,1,1,Initial,Initial,0,ka,0,kɐ,,escapar,escape,Bandeira2017[366-412],
Principense,ʃikaˈpa,ʃkɐˈpaɾ,ʃi.ka.ˈpa,ʃ.kɐ.ˈpaɾ,ka,kɐ,3,3,2,2,Medial,Medial,ʃi,ˈpa,ʃ,ˈpaɾ,,escapar,escape,Bandeira2017[366-412],
Principense,ʃikaˈpa,ʃkɐˈpaɾ,ʃi.ka.ˈpa,ʃ.kɐ.ˈpaɾ,ˈpa,ˈpaɾ,3,3,3,3,Final,Final,ka,3,kɐ,3,,escapar,escape,Bandeira2017[366-412],
Principense,ʃikeˈve,ʃkɾɨˈveɾ,ʃi.ke.ˈve,ʃ.kɾɨ.ˈveɾ,ʃi,ʃ,3,3,1,1,Initial,Initial,0,ke,0,kɾɨ,,escrever,write,Bandeira2017[366-412],
Principense,ʃikeˈve,ʃkɾɨˈveɾ,ʃi.ke.ˈve,ʃ.kɾɨ.ˈveɾ,ke,kɾɨ,3,3,2,2,Medial,Medial,ʃi,ˈve,ʃ,ˈveɾ,,escrever,write,Bandeira2017[366-412],
Principense,ʃikeˈve,ʃkɾɨˈveɾ,ʃi.ke.ˈve,ʃ.kɾɨ.ˈveɾ,ˈve,ˈveɾ,3,3,3,3,Final,Final,ke,3,kɾɨ,3,,escrever,write,Bandeira2017[366-412],
Principense,ʃiˈmja,sɨmiˈaɾ,ʃi.ˈmja,sɨ.mi.ˈaɾ,ʃi,sɨ,2,3,1,1,Initial,Initial,0,ˈmja,0,mi,,semear,plant,Bandeira2017[366-412],
Principense,ʃiˈmja,sɨmiˈaɾ,ʃi.ˈmja,sɨ.mi.ˈaɾ,ˈmja,mi,2,3,2,2,Final,Medial,ʃi,-,sɨ,ˈaɾ,,semear,plant,Bandeira2017[366-412],
Principense,ʃiˈmja,sɨmiˈaɾ,ʃi.ˈmja,sɨ.mi.ˈaɾ,-,ˈaɾ,2,3,-,3,-,Final,ˈmja,-,mi,3,,semear,plant,Bandeira2017[366-412],
Principense,ˈgo,ʃuˈɾaɾ,ˈgo,ʃu.ˈɾaɾ,,,1,2,,,#N/A,#N/A,0,,0,,,chorar,cry,Bandeira2017[366-412],Not of portuguese origin
Principense,sɔ̃mˈba,ɐsõˈbɾaɾ,sɔ̃m.ˈba,ɐ.sõ.ˈbɾaɾ,-,ɐ,2,3,-,1,-,Initial,0,sɔ̃m,0,sõ,metathesis,assombrar,haunt,Bandeira2017[366-412],
Principense,sɔ̃mˈba,ɐsõˈbɾaɾ,sɔ̃m.ˈba,ɐ.sõ.ˈbɾaɾ,sɔ̃m,sõ,2,3,1,2,Initial,Medial,-,ˈba,ɐ,ˈbɾaɾ,,assombrar,haunt,Bandeira2017[366-412],
Principense,sɔ̃mˈba,ɐsõˈbɾaɾ,sɔ̃m.ˈba,ɐ.sõ.ˈbɾaɾ,ˈba,ˈbɾaɾ,2,3,2,3,Final,Final,sɔ̃m,2,sõ,3,,assombrar,haunt,Bandeira2017[366-412],
Principense,sɔˈpa,suˈpɾaɾ,sɔ.ˈpa,su.ˈpɾaɾ,sɔ,su,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpɾaɾ,,soprar,to blow,Bandeira2017[366-412],
Principense,sɔˈpa,suˈpɾaɾ,sɔ.ˈpa,su.ˈpɾaɾ,ˈpa,ˈpɾaɾ,2,2,2,2,Final,Final,sɔ,2,su,2,,soprar,to blow,Bandeira2017[366-412],
Principense,suˈbi,suˈbiɾ,su.ˈbi,su.ˈbiɾ,su,su,2,2,1,1,Initial,Initial,0,ˈbi,0,ˈbiɾ,,subir,move up,Bandeira2017[366-412],
Principense,suˈbi,suˈbiɾ,su.ˈbi,su.ˈbiɾ,ˈbi,ˈbiɾ,2,2,2,2,Final,Final,su,2,su,2,,subir,move up,Bandeira2017[366-412],
Principense,suˈga,ẽʃuˈgaɾ,su.ˈga,ẽ.ʃu.ˈgaɾ,-,ẽ,2,3,-,1,-,Initial,0,su,0,ʃu,metathesis,enxugar,wipe,Bandeira2017[366-412],
Principense,suˈga,ẽʃuˈgaɾ,su.ˈga,ẽ.ʃu.ˈgaɾ,su,ʃu,2,3,1,2,Initial,Medial,-,ˈga,ẽ,ˈgaɾ,,enxugar,wipe,Bandeira2017[366-412],
Principense,suˈga,ẽʃuˈgaɾ,su.ˈga,ẽ.ʃu.ˈgaɾ,ˈga,ˈgaɾ,2,3,2,3,Final,Final,su,2,ʃu,3,,enxugar,wipe,Bandeira2017[366-412],
Principense,suˈpa,ʃuˈpaɾ,su.ˈpa,ʃu.ˈpaɾ,su,ʃu,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpaɾ,assimilation,chupar,suck,Bandeira2017[366-412],
Principense,suˈpa,ʃuˈpaɾ,su.ˈpa,ʃu.ˈpaɾ,ˈpa,ˈpaɾ,2,2,2,2,Final,Final,su,2,ʃu,2,,chupar,suck,Bandeira2017[366-412],
Principense,ˈswa,suˈaɾ,ˈswa,su.ˈaɾ,ˈswa,su,1,2,1,1,Final,Initial,0,-,0,ˈaɾ,metathesis,suar,sweat,Bandeira2017[366-412],
Principense,ˈswa,suˈaɾ,ˈswa,su.ˈaɾ,-,ˈaɾ,1,2,-,2,-,Final,ˈswa,-,su,2,,suar,sweat,Bandeira2017[366-412],
Principense,tuˈsɐ̃,sẽˈtaɾ,tu.ˈsɐ̃,sẽ.ˈtaɾ,,,2,2,,,#N/A,#N/A,0,,0,,,sentar,sit,Bandeira2017[366-412],Not of portuguese origin
Principense,ˈte,ˈteɾ,ˈte,ˈteɾ,ˈte,ˈteɾ,1,1,1,1,Final,Final,0,1,0,1,,ter,have,Bandeira2017[366-412],
Principense,tẽˈde,ẽtẽˈdeɾ,tẽ.ˈde,ẽ.tẽ.ˈdeɾ,-,ẽ,2,3,-,1,-,Initial,0,tẽ,0,tẽ,,ouvir,to listen,Bandeira2017[366-412],
Principense,tẽˈde,ẽtẽˈdeɾ,tẽ.ˈde,ẽ.tẽ.ˈdeɾ,tẽ,tẽ,2,3,1,2,Initial,Medial,-,ˈde,ẽ,ˈdeɾ,,ouvir,to listen,Bandeira2017[366-412],
Principense,tẽˈde,ẽtẽˈdeɾ,tẽ.ˈde,ẽ.tẽ.ˈdeɾ,ˈde,ˈdeɾ,2,3,2,3,Final,Final,tẽ,2,tẽ,3,,ouvir,to listen,Bandeira2017[366-412],
Principense,ˈt̠ʃa,tiˈɾaɾ,ˈt̠ʃa,ti.ˈɾaɾ,ˈt̠ʃa,ti,1,2,1,1,Final,Initial,0,-,0,ˈɾaɾ,metathesis,tirar,remove,Bandeira2017[366-412],
Principense,ˈt̠ʃa,tiˈɾaɾ,ˈt̠ʃa,ti.ˈɾaɾ,-,ˈɾaɾ,1,2,-,2,-,Final,ˈt̠ʃa,-,ti,2,,tirar,remove,Bandeira2017[366-412],
Principense,tɔˈbja,tɾɐbɐˈʎaɾ,tɔ.ˈbja,tɾɐ.bɐ.ˈʎaɾ,tɔ,tɾɐ,2,3,1,1,Initial,Initial,0,-,0,bɐ,metathesis,trabalhar,to work,Bandeira2017[366-412],
Principense,tɔˈbja,tɾɐbɐˈʎaɾ,tɔ.ˈbja,tɾɐ.bɐ.ˈʎaɾ,-,bɐ,2,3,-,2,-,Medial,tɔ,ˈbja,tɾɐ,ˈʎaɾ,,trabalhar,to work,Bandeira2017[366-412],
Principense,tɔˈbja,tɾɐbɐˈʎaɾ,tɔ.ˈbja,tɾɐ.bɐ.ˈʎaɾ,ˈbja,ˈʎaɾ,2,3,2,3,Final,Final,-,2,bɐ,3,,trabalhar,to work,Bandeira2017[366-412],
Principense,tɔˈra,tuˈʀaɾ,tɔ.ˈra,tu.ˈʀaɾ,tɔ,tu,2,2,1,1,Initial,Initial,0,ˈra,0,ˈʀaɾ,,torrar,toast,Bandeira2017[366-412],
Principense,tɔˈra,tuˈʀaɾ,tɔ.ˈra,tu.ˈʀaɾ,ˈra,ˈʀaɾ,2,2,2,2,Final,Final,tɔ,2,tu,2,,torrar,toast,Bandeira2017[366-412],
Principense,zuˈda,ɐʒuˈdaɾ,zu.ˈda,ɐ.ʒu.ˈdaɾ,-,ɐ,2,3,-,1,-,Initial,0,zu,0,ʒu,metathesis,ajudar,help,Bandeira2017[366-412],
Principense,zuˈda,ɐʒuˈdaɾ,zu.ˈda,ɐ.ʒu.ˈdaɾ,zu,ʒu,2,3,1,2,Initial,Medial,-,ˈda,ɐ,ˈdaɾ,,ajudar,help,Bandeira2017[366-412],
Principense,zuˈda,ɐʒuˈdaɾ,zu.ˈda,ɐ.ʒu.ˈdaɾ,ˈda,ˈdaɾ,2,3,2,3,Final,Final,zu,2,ʒu,3,,ajudar,help,Bandeira2017[366-412],
Principense,fiˈmĩgɐ,fuɾˈmigɐ,fi.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,fi,fuɾ,3,3,1,1,Initial,Initial,0,ˈmĩ,0,ˈmi,,formiga,ant,Bandeira2017[366-412],
Principense,fiˈmĩgɐ,fuɾˈmigɐ,fi.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,ˈmĩ,ˈmi,3,3,2,2,Medial,Medial,fi,gɐ,fuɾ,gɐ,,formiga,ant,Bandeira2017[366-412],
Principense,fiˈmĩgɐ,fuɾˈmigɐ,fi.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,gɐ,gɐ,3,3,3,3,Final,Final,ˈmĩ,3,ˈmi,3,,formiga,ant,Bandeira2017[366-412],
Principense,iˈdu,piˈoʎu,i.ˈdu,pi.ˈo.ʎu,,,2,3,,,#N/A,#N/A,0,,0,,,piolho,lice,Bandeira2017[366-412],Not of portuguese origin
